g1_t,g2_t,Run,Dimension,Similaity_ratio,Happy_proportion,Coherence,g1_similarity,g2_similarity
0.9,0.5,58,2,0.905756,1,89,0.90324277,0.90826917
0.5,0.5,59,1,0.52405673,1,27,0.52281743,0.52529603
0.9,0.5,59,2,0.9053282,1,91,0.90332717,0.9073293
0.5,0.5,60,1,0.5238165,1,31,0.52083874,0.5267944
0.9,0.5,60,2,0.9055803,1,87,0.9031513,0.90800935
0.5,0.5,61,1,0.52467513,1,34,0.5232318,0.52611846
0.9,0.5,61,2,0.90504813,1,92,0.903054,0.9070423
0.5,0.5,62,1,0.5240884,1,40,0.5225536,0.5256232
0.9,0.5,62,2,0.9054986,1,88,0.90332705,0.9076702
0.5,0.5,63,1,0.52414006,1,32,0.522028,0.5262521
0.9,0.5,63,2,0.90536034,1,85,0.9030958,0.90762496
0.5,0.5,64,1,0.5250403,1,34,0.5237033,0.5263774
0.9,0.5,64,2,0.9055682,1,90,0.9033474,0.90778893
0.5,0.5,65,1,0.5248628,1,35,0.52195907,0.5277666
0.9,0.5,65,2,0.90595835,1,87,0.90331423,0.90860254
0.5,0.5,66,1,0.5242916,1,35,0.5217524,0.52683073
0.9,0.5,66,2,0.90510714,1,89,0.90310913,0.90710515
0.5,0.5,67,1,0.5255183,1,33,0.5230295,0.5280071
0.9,0.5,67,2,0.90555525,1,91,0.9031181,0.9079924
0.5,0.5,68,1,0.5246101,1,37,0.5228488,0.5263715
0.9,0.5,68,2,0.9052803,1,88,0.90309525,0.9074654
0.5,0.5,69,1,0.5241211,1,32,0.52145714,0.526785
0.9,0.5,69,2,0.90563774,1,87,0.9032869,0.90798855
0.5,0.5,70,1,0.52348506,1,36,0.52005553,0.5269146
0.9,0.5,70,2,0.90533966,1,90,0.9030328,0.9076465
0.5,0.5,71,1,0.52532893,1,30,0.5252836,0.5253743
0.9,0.5,71,2,0.9053352,1,92,0.9030276,0.9076427
0.5,0.5,72,1,0.52584976,1,34,0.5239375,0.52776206
0.9,0.5,72,2,0.9054518,1,84,0.90312773,0.90777576
0.5,0.5,73,1,0.5236624,1,38,0.5202124,0.52711236
0.9,0.5,73,2,0.90535796,1,93,0.9032526,0.90746325
0.5,0.5,74,1,0.5252469,1,42,0.5226294,0.5278645
0.9,0.5,74,2,0.9053139,1,87,0.90315956,0.90746826
0.5,0.5,75,1,0.5257525,1,35,0.52289915,0.5286058
0.9,0.5,75,2,0.90513915,1,91,0.9029887,0.9072897
0.5,0.5,76,1,0.5235785,1,33,0.5217785,0.5253786
0.9,0.5,76,2,0.90570605,1,93,0.90329134,0.90812075
0.5,0.5,77,1,0.5243381,1,36,0.52225226,0.526424
0.9,0.5,77,2,0.90518224,1,89,0.90306383,0.90730065
0.5,0.5,78,1,0.5244802,1,33,0.52367276,0.5252877
0.9,0.5,78,2,0.90566605,1,90,0.9032898,0.9080423
0.5,0.5,79,1,0.525044,1,37,0.5238234,0.5262646
0.9,0.5,79,2,0.90608317,1,87,0.9032738,0.9088926
0.5,0.5,80,1,0.5251798,1,31,0.5237285,0.5266311
0.9,0.5,80,2,0.90423167,1,86,0.90281826,0.9056451
0.5,0.5,81,1,0.5233769,1,37,0.5210679,0.52568585
0.9,0.5,81,2,0.9055487,1,87,0.90322006,0.90787727
0.5,0.5,82,1,0.5244351,1,33,0.5221556,0.52671456
0.9,0.5,82,2,0.9051034,1,86,0.9034399,0.9067669
0.5,0.5,83,1,0.52381516,1,34,0.5211124,0.526518
0.9,0.5,83,2,0.90572786,1,86,0.9031544,0.9083013
0.5,0.5,84,1,0.5235918,1,29,0.5214112,0.5257725
0.9,0.5,84,2,0.90591687,1,85,0.9033104,0.90852326
0.5,0.5,85,1,0.5261512,1,39,0.5230837,0.5292186
0.9,0.5,85,2,0.90545404,1,90,0.90311825,0.9077898
0.5,0.5,86,1,0.52356625,1,31,0.52081966,0.52631277
0.9,0.5,86,2,0.9052434,1,84,0.9031299,0.9073569
0.5,0.5,87,1,0.5236499,1,40,0.52239,0.52490973
0.9,0.5,87,2,0.9052593,1,88,0.9031752,0.9073435
0.5,0.5,88,1,0.5230748,1,30,0.51993114,0.5262185
0.9,0.5,88,2,0.9053058,1,86,0.90310997,0.9075016
0.5,0.5,89,1,0.5230404,1,30,0.5208996,0.52518123
0.9,0.5,89,2,0.90527624,1,84,0.90342396,0.9071285
0.5,0.5,90,1,0.5257771,1,35,0.5229326,0.52862155
0.9,0.5,90,2,0.9054208,1,87,0.9034001,0.90744144
0.5,0.5,91,1,0.5233128,1,34,0.5211558,0.5254698
0.9,0.5,91,2,0.9056023,1,85,0.9032642,0.9079403
0.5,0.5,92,1,0.52333117,1,31,0.5214515,0.5252108
0.9,0.5,92,2,0.90510535,1,84,0.9029853,0.90722543
0.5,0.5,93,1,0.52349526,1,33,0.5219884,0.52500206
0.9,0.5,93,2,0.90534526,1,87,0.90331393,0.90737665
0.5,0.5,94,1,0.5240569,1,34,0.52078897,0.52732486
0.9,0.5,94,2,0.9055756,1,87,0.9032007,0.9079504
0.5,0.5,95,1,0.5246193,1,36,0.5240256,0.525213
0.9,0.5,95,2,0.90598553,1,86,0.9034085,0.9085626
0.5,0.5,96,1,0.5244403,1,36,0.52219576,0.5266848
0.9,0.5,96,2,0.9051898,1,86,0.9031882,0.90719134
0.5,0.5,97,1,0.52485824,1,36,0.523202,0.5265145
0.9,0.5,97,2,0.90505934,1,88,0.903053,0.9070657
0.5,0.5,98,1,0.52501845,1,37,0.520964,0.5290728
0.9,0.5,98,2,0.9055309,1,86,0.90295345,0.90810835
0.5,0.5,99,1,0.5230819,1,44,0.52055544,0.5256084
0.9,0.5,99,2,0.90578073,1,87,0.9032216,0.9083399
0.5,0.5,100,1,0.5248433,1,34,0.5227172,0.52696943
0.9,0.5,100,2,0.90571404,1,89,0.90331626,0.9081118
0.5,0.55,1,1,0.5549282,1,50,0.55325943,0.5565969
0.9,0.55,1,2,0.9055196,1,84,0.90336794,0.9076712
0.5,0.55,2,1,0.55550516,1,40,0.55373,0.55728024
0.9,0.55,2,2,0.90484554,1,84,0.90293515,0.90675586
0.5,0.55,3,1,0.5547791,1,41,0.55249006,0.5570682
0.9,0.55,3,2,0.9057237,1,78,0.90325373,0.90819365
0.5,0.55,4,1,0.5550357,1,38,0.5532417,0.5568297
0.9,0.55,4,2,0.90610135,1,81,0.9031783,0.9090244
0.5,0.55,5,1,0.55437523,1,44,0.5520364,0.556714
0.9,0.55,5,2,0.905593,1,84,0.9030883,0.9080976
0.5,0.55,6,1,0.5558332,1,40,0.5549873,0.5566792
0.9,0.55,6,2,0.9050776,1,82,0.9030886,0.9070666
0.5,0.55,7,1,0.55383515,1,39,0.5511511,0.5565192
0.9,0.55,7,2,0.9055467,1,82,0.9030962,0.9079972
0.5,0.55,8,1,0.5550412,1,39,0.5527311,0.5573513
0.9,0.55,8,2,0.9056527,1,78,0.9031285,0.9081769
0.5,0.55,9,1,0.5537043,1,43,0.55088747,0.5565212
0.9,0.55,9,2,0.9050393,1,81,0.9031926,0.9068861
0.5,0.55,10,1,0.55458784,1,39,0.55252,0.5566557
0.9,0.55,10,2,0.90572226,1,83,0.90318775,0.9082567
0.5,0.55,11,1,0.5545947,1,45,0.55264854,0.5565408
0.9,0.55,11,2,0.90606695,1,83,0.9032659,0.90886796
0.5,0.55,12,1,0.5535019,1,40,0.55001163,0.5569922
0.9,0.55,12,2,0.90571636,1,86,0.90334886,0.90808386
0.5,0.55,13,1,0.5539442,1,43,0.5515265,0.5563619
0.9,0.55,13,2,0.90521914,1,78,0.90309966,0.9073387
0.5,0.55,14,1,0.5545392,1,43,0.5519138,0.5571646
0.9,0.55,14,2,0.90538555,1,80,0.90293247,0.9078386
0.5,0.55,15,1,0.5542862,1,42,0.55132204,0.55725026
0.9,0.55,15,2,0.90585196,1,88,0.903191,0.90851295
0.5,0.55,16,1,0.55532825,1,38,0.5534513,0.55720514
0.9,0.55,16,2,0.90519166,1,83,0.902911,0.9074723
0.5,0.55,17,1,0.5533047,1,40,0.5496226,0.55698675
0.9,0.55,17,2,0.90535474,1,81,0.90277356,0.90793586
0.5,0.55,18,1,0.55537516,1,46,0.5538001,0.55695015
0.9,0.55,18,2,0.9048154,1,80,0.9029257,0.9067051
0.5,0.55,19,1,0.5542731,1,47,0.5511498,0.5573965
0.9,0.55,19,2,0.9052942,1,80,0.90319383,0.90739447
0.5,0.55,20,1,0.5538736,1,46,0.55064225,0.5571049
0.9,0.55,20,2,0.9055566,1,81,0.90332824,0.907785
0.5,0.55,21,1,0.5550391,1,49,0.55324465,0.5568335
0.9,0.55,21,2,0.90535885,1,81,0.90300924,0.9077085
0.5,0.55,22,1,0.5550496,1,47,0.5528419,0.55725735
0.9,0.55,22,2,0.9047243,1,84,0.9029399,0.90650874
0.5,0.55,23,1,0.55488557,1,48,0.5533345,0.55643666
0.9,0.55,23,2,0.90562016,1,81,0.9031844,0.90805584
0.5,0.55,24,1,0.5539012,1,41,0.55051845,0.557284
0.9,0.55,24,2,0.905499,1,82,0.9031637,0.9078343
0.5,0.55,25,1,0.5560466,1,47,0.5552937,0.55679953
0.9,0.55,25,2,0.9049847,1,87,0.9030465,0.90692294
0.5,0.55,26,1,0.5545631,1,46,0.55283475,0.55629146
0.9,0.55,26,2,0.9061126,1,83,0.90299135,0.9092339
0.5,0.55,27,1,0.554197,1,47,0.5514274,0.55696654
0.9,0.55,27,2,0.9061175,1,86,0.9030766,0.9091584
0.5,0.55,28,1,0.554226,1,46,0.5512233,0.55722874
0.9,0.55,28,2,0.9049263,1,83,0.90316236,0.9066903
0.5,0.55,29,1,0.5539859,1,41,0.5514632,0.5565086
0.9,0.55,29,2,0.90522176,1,82,0.9034729,0.9069706
0.5,0.55,30,1,0.5542259,1,43,0.5521318,0.55632
0.9,0.55,30,2,0.9050301,1,85,0.9028927,0.90716743
0.5,0.55,31,1,0.5552996,1,40,0.55298567,0.55761343
0.9,0.55,31,2,0.9062399,1,81,0.90324837,0.9092315
0.5,0.55,32,1,0.55558866,1,45,0.55394673,0.5572306
0.9,0.55,32,2,0.9050098,1,85,0.9030379,0.90698165
0.5,0.55,33,1,0.55589265,1,47,0.5555985,0.55618685
0.9,0.55,33,2,0.90572864,1,78,0.90330976,0.9081476
0.5,0.55,34,1,0.5526948,1,42,0.5487752,0.55661446
0.9,0.55,34,2,0.90511006,1,81,0.90276074,0.9074594
0.5,0.55,35,1,0.555163,1,48,0.5532046,0.55712146
0.9,0.55,35,2,0.9050048,1,83,0.9028817,0.90712786
0.5,0.55,36,1,0.5544567,1,48,0.551948,0.5569654
0.9,0.55,36,2,0.9061319,1,83,0.90327495,0.9089889
0.5,0.55,37,1,0.5556166,1,45,0.55444497,0.5567882
0.9,0.55,37,2,0.90587324,1,81,0.9033698,0.90837663
0.5,0.55,38,1,0.5552508,1,44,0.5539459,0.55655575
0.9,0.55,38,2,0.9056047,1,82,0.9032164,0.907993
0.5,0.55,39,1,0.5559028,1,42,0.55413795,0.55766755
0.9,0.55,39,2,0.9052937,1,83,0.90310186,0.9074855
0.5,0.55,40,1,0.55335647,1,36,0.54990184,0.55681103
0.9,0.55,40,2,0.90495545,1,81,0.90306205,0.90684885
0.5,0.55,41,1,0.5555764,1,47,0.55448604,0.55666673
0.9,0.55,41,2,0.90567124,1,81,0.9031075,0.90823495
0.5,0.55,42,1,0.55349046,1,44,0.54955024,0.5574307
0.9,0.55,42,2,0.90538734,1,83,0.9031337,0.90764093
0.5,0.55,43,1,0.5561566,1,38,0.5553592,0.556954
0.9,0.55,43,2,0.9053832,1,83,0.90315956,0.9076069
0.5,0.55,44,1,0.55459666,1,44,0.5520725,0.55712074
0.9,0.55,44,2,0.9055046,1,79,0.9032695,0.9077396
0.5,0.55,45,1,0.553027,1,43,0.54877734,0.55727667
0.9,0.55,45,2,0.90621537,1,81,0.9033328,0.9090979
0.5,0.55,46,1,0.5542673,1,42,0.5511204,0.5574141
0.9,0.55,46,2,0.90587145,1,80,0.9033032,0.9084397
0.5,0.55,47,1,0.5546367,1,39,0.552584,0.55668944
0.9,0.55,47,2,0.90535575,1,82,0.9032084,0.9075031
0.5,0.55,48,1,0.5538435,1,44,0.5503903,0.55729675
0.9,0.55,48,2,0.9045884,1,79,0.90284634,0.9063304
0.5,0.55,49,1,0.5542379,1,39,0.5519028,0.55657303
0.9,0.55,49,2,0.9057494,1,83,0.903235,0.9082638
0.5,0.55,50,1,0.5544276,1,45,0.55169857,0.55715674
0.9,0.55,50,2,0.90590096,1,83,0.90289533,0.9089066
0.5,0.55,51,1,0.5540571,1,37,0.5511261,0.5569882
0.9,0.55,51,2,0.905836,1,88,0.9032749,0.90839714
0.5,0.55,52,1,0.5544564,1,44,0.55251366,0.5563992
0.9,0.55,52,2,0.9057094,1,84,0.90301526,0.90840346
0.5,0.55,53,1,0.5542167,1,37,0.55137736,0.55705607
0.9,0.55,53,2,0.9054655,1,81,0.9031619,0.90776914
0.5,0.55,54,1,0.55622214,1,41,0.55636704,0.5560773
0.9,0.55,54,2,0.90524304,1,81,0.90310335,0.9073827
0.5,0.55,55,1,0.5537586,1,38,0.55107296,0.5564442
0.9,0.55,55,2,0.9052571,1,83,0.90319896,0.9073152
0.5,0.55,56,1,0.55472267,1,46,0.55279773,0.5566476
0.9,0.55,56,2,0.90602773,1,84,0.9030395,0.909016
0.5,0.55,57,1,0.5543709,1,40,0.55147165,0.5572701
0.9,0.55,57,2,0.9057105,1,84,0.9033132,0.9081078
0.5,0.55,58,1,0.5549406,1,42,0.5527779,0.5571033
0.9,0.55,58,2,0.9060166,1,81,0.90320307,0.9088301
0.5,0.55,59,1,0.55451274,1,49,0.5517359,0.55728954
0.9,0.55,59,2,0.90527505,1,85,0.90299505,0.90755504
0.5,0.55,60,1,0.5556746,1,48,0.55472845,0.5566208
0.9,0.55,60,2,0.9054094,1,80,0.9031614,0.90765744
0.5,0.55,61,1,0.55485505,1,42,0.5532721,0.55643797
0.9,0.55,61,2,0.9059135,1,84,0.9033012,0.90852576
0.5,0.55,62,1,0.55511725,1,43,0.5537325,0.5565019
0.9,0.55,62,2,0.90526605,1,82,0.90304023,0.90749186
0.5,0.55,63,1,0.5565522,1,45,0.55662215,0.55648226
0.9,0.55,63,2,0.90571123,1,82,0.90315366,0.90826875
0.5,0.55,64,1,0.5539463,1,38,0.55107474,0.5568178
0.9,0.55,64,2,0.90508765,1,84,0.9031334,0.9070419
0.5,0.55,65,1,0.554781,1,45,0.553074,0.556488
0.9,0.55,65,2,0.90538305,1,84,0.90298367,0.9077825
0.5,0.55,66,1,0.5547207,1,41,0.55237585,0.5570656
0.9,0.55,66,2,0.9055794,1,83,0.90315205,0.9080068
0.5,0.55,67,1,0.55536014,1,47,0.55252606,0.5581943
0.9,0.55,67,2,0.9061028,1,80,0.9032782,0.9089274
0.5,0.55,68,1,0.55426735,1,44,0.5519641,0.5565706
0.9,0.55,68,2,0.9047438,1,83,0.90280074,0.9066868
0.5,0.55,69,1,0.5548495,1,43,0.5533826,0.5563164
0.9,0.55,69,2,0.9051539,1,84,0.9030674,0.9072404
0.5,0.55,70,1,0.5537475,1,44,0.55107474,0.55642027
0.9,0.55,70,2,0.9060858,1,83,0.90327007,0.9089016
0.5,0.55,71,1,0.55455935,1,44,0.5524533,0.5566654
0.9,0.55,71,2,0.90613586,1,83,0.90331143,0.9089602
0.5,0.55,72,1,0.55395496,1,44,0.5508482,0.5570617
0.9,0.55,72,2,0.90590733,1,82,0.9034106,0.90840405
0.5,0.55,73,1,0.5550242,1,44,0.5525193,0.5575291
0.9,0.55,73,2,0.90504044,1,83,0.9028696,0.90721136
0.5,0.55,74,1,0.5549296,1,52,0.55260825,0.55725104
0.9,0.55,74,2,0.9051806,1,83,0.90301883,0.9073424
0.5,0.55,75,1,0.55443025,1,44,0.55220133,0.5566591
0.9,0.55,75,2,0.9055334,1,80,0.90320396,0.9078628
0.5,0.55,76,1,0.55587435,1,48,0.5543637,0.5573849
0.9,0.55,76,2,0.9057288,1,81,0.90324545,0.9082122
0.5,0.55,77,1,0.5541874,1,49,0.55231,0.55606484
0.9,0.55,77,2,0.90490586,1,83,0.90286106,0.90695065
0.5,0.55,78,1,0.5549231,1,40,0.551932,0.55791426
0.9,0.55,78,2,0.9051663,1,80,0.90296507,0.9073675
0.5,0.55,79,1,0.55413634,1,39,0.55118376,0.5570889
0.9,0.55,79,2,0.9050153,1,82,0.90303373,0.9069969
0.5,0.55,80,1,0.554183,1,40,0.5520333,0.55633277
0.9,0.55,80,2,0.9056348,1,79,0.90311044,0.9081592
0.5,0.55,81,1,0.5546615,1,43,0.5517605,0.55756253
0.9,0.55,81,2,0.90581334,1,81,0.90332294,0.90830374
0.5,0.55,82,1,0.5538102,1,40,0.55059916,0.5570212
0.9,0.55,82,2,0.90487164,1,83,0.9029782,0.90676504
0.5,0.55,83,1,0.5548682,1,45,0.552689,0.55704737
0.9,0.55,83,2,0.9052363,1,79,0.9028766,0.907596
0.5,0.55,84,1,0.55556583,1,45,0.55344975,0.55768186
0.9,0.55,84,2,0.9050186,1,80,0.9032196,0.9068177
0.5,0.55,85,1,0.5549275,1,51,0.55310893,0.5567461
0.9,0.55,85,2,0.90554404,1,86,0.9031402,0.90794796
0.5,0.55,86,1,0.55512583,1,44,0.5532838,0.55696785
0.9,0.55,86,2,0.9059832,1,78,0.9033099,0.9086565
0.5,0.55,87,1,0.55309683,1,45,0.54985195,0.5563417
0.9,0.55,87,2,0.905581,1,79,0.90319777,0.9079642
0.5,0.55,88,1,0.5554722,1,53,0.55406106,0.5568833
0.9,0.55,88,2,0.9057126,1,83,0.9032988,0.9081264
0.5,0.55,89,1,0.5552407,1,40,0.5533913,0.5570901
0.9,0.55,89,2,0.9050631,1,82,0.9030284,0.9070978
0.5,0.55,90,1,0.55546105,1,42,0.5539507,0.5569714
0.9,0.55,90,2,0.90595984,1,78,0.90326285,0.9086569
0.5,0.55,91,1,0.55455565,1,39,0.55246335,0.556648
0.9,0.55,91,2,0.90557164,1,80,0.9032014,0.9079418
0.5,0.55,92,1,0.5541198,1,46,0.55148417,0.5567555
0.9,0.55,92,2,0.9052404,1,85,0.9028532,0.9076276
0.5,0.55,93,1,0.553584,1,39,0.55012715,0.55704087
0.9,0.55,93,2,0.90530515,1,80,0.9030174,0.9075929
0.5,0.55,94,1,0.5550872,1,44,0.5536496,0.5565249
0.9,0.55,94,2,0.9055989,1,79,0.90306324,0.9081345
0.5,0.55,95,1,0.55488384,1,46,0.5537567,0.55601096
0.9,0.55,95,2,0.9053675,1,78,0.90281045,0.90792453
0.5,0.55,96,1,0.5539403,1,38,0.55125433,0.55662626
0.9,0.55,96,2,0.9055174,1,81,0.9032967,0.90773815
0.5,0.55,97,1,0.5541558,1,47,0.5513996,0.556912
0.9,0.55,97,2,0.9053787,1,84,0.9032096,0.9075478
0.5,0.55,98,1,0.55432874,1,44,0.5513524,0.55730516
0.9,0.55,98,2,0.90493584,1,95,0.90301114,0.90686053
0.5,0.55,99,1,0.5545436,1,51,0.55272055,0.5563667
0.9,0.55,99,2,0.90564746,1,85,0.9031457,0.9081492
0.5,0.55,100,1,0.55458474,1,42,0.55215436,0.5570151
0.9,0.55,100,2,0.9053501,1,79,0.9030907,0.90760946
0.5,0.6,1,1,0.6006644,1,48,0.5981731,0.6031557
0.9,0.6,1,2,0.90559924,1,80,0.90351725,0.9076812
0.5,0.6,2,1,0.60040593,1,50,0.5977258,0.60308605
0.9,0.6,2,2,0.9054887,1,75,0.903205,0.9077725
0.5,0.6,3,1,0.60153943,1,54,0.59986156,0.6032173
0.9,0.6,3,2,0.90565723,1,76,0.90315086,0.9081636
0.5,0.6,4,1,0.60017115,1,54,0.5970949,0.60324734
0.9,0.6,4,2,0.90525836,1,80,0.90315294,0.9073638
0.5,0.6,5,1,0.6017501,1,49,0.60039103,0.6031091
0.9,0.6,5,2,0.90534437,1,75,0.9032279,0.9074608
0.5,0.6,6,1,0.6014115,1,50,0.59987384,0.60294926
0.9,0.6,6,2,0.9058479,1,73,0.9031887,0.9085071
0.5,0.6,7,1,0.60097283,1,51,0.5987571,0.60318863
0.9,0.6,7,2,0.90511256,1,77,0.90286976,0.9073554
0.5,0.6,8,1,0.60162514,1,49,0.6002608,0.60298955
0.9,0.6,8,2,0.90513045,1,80,0.9030942,0.90716666
0.5,0.6,9,1,0.6006199,1,52,0.5980267,0.60321313
0.9,0.6,9,2,0.9055721,1,77,0.903133,0.90801126
0.5,0.6,10,1,0.6020056,1,55,0.60099566,0.60301554
0.9,0.6,10,2,0.9055803,1,77,0.90311706,0.90804356
0.5,0.6,11,1,0.6007937,1,52,0.5983965,0.60319096
0.9,0.6,11,2,0.905382,1,75,0.90313524,0.9076287
0.5,0.6,12,1,0.60000074,1,49,0.59675753,0.6032439
0.9,0.6,12,2,0.90508527,1,80,0.90305084,0.90711975
0.5,0.6,13,1,0.6013998,1,69,0.59952307,0.60327643
0.9,0.6,13,2,0.9060746,1,81,0.9033032,0.90884596
0.5,0.6,14,1,0.60065037,1,50,0.59810376,0.6031969
0.9,0.6,14,2,0.90569067,1,79,0.90330493,0.90807647
0.5,0.6,15,1,0.59951496,1,53,0.5959426,0.6030873
0.9,0.6,15,2,0.90524805,1,78,0.9030417,0.9074544
0.5,0.6,16,1,0.601852,1,56,0.60038984,0.6033141
0.9,0.6,16,2,0.9049438,1,75,0.90303075,0.9068569
0.5,0.6,17,1,0.601884,1,54,0.6007581,0.60301
0.9,0.6,17,2,0.90527415,1,76,0.90303856,0.90750974
0.5,0.6,18,1,0.6003369,1,48,0.5976673,0.60300654
0.9,0.6,18,2,0.90520775,1,78,0.9029119,0.90750366
0.5,0.6,19,1,0.6008098,1,56,0.5985261,0.6030935
0.9,0.6,19,2,0.90628,1,79,0.9033657,0.9091943
0.5,0.6,20,1,0.6013395,1,56,0.5995402,0.60313886
0.9,0.6,20,2,0.90551615,1,78,0.90316767,0.9078647
0.5,0.6,21,1,0.6025124,1,54,0.60196096,0.6030639
0.9,0.6,21,2,0.9049602,1,81,0.9031274,0.9067931
0.5,0.6,22,1,0.6003307,1,53,0.5975391,0.60312223
0.9,0.6,22,2,0.90498734,1,75,0.90306336,0.9069113
0.5,0.6,23,1,0.60057974,1,52,0.5978438,0.6033156
0.9,0.6,23,2,0.9053696,1,79,0.9030855,0.9076537
0.5,0.6,24,1,0.60130715,1,53,0.59946257,0.60315174
0.9,0.6,24,2,0.9051769,1,77,0.9031543,0.90719944
0.5,0.6,25,1,0.5991569,1,51,0.59519225,0.6031215
0.9,0.6,25,2,0.9058433,1,84,0.90348,0.9082066
0.5,0.6,26,1,0.60032856,1,53,0.59763634,0.6030208
0.9,0.6,26,2,0.90560484,1,80,0.9031812,0.9080284
0.5,0.6,27,1,0.60087526,1,51,0.59862787,0.60312265
0.9,0.6,27,2,0.9046821,1,75,0.90306073,0.90630347
0.5,0.6,28,1,0.6001884,1,57,0.59729487,0.6030819
0.9,0.6,28,2,0.9056224,1,74,0.9032647,0.9079802
0.5,0.6,29,1,0.60204965,1,50,0.6010083,0.603091
0.9,0.6,29,2,0.905486,1,81,0.9031234,0.9078486
0.5,0.6,30,1,0.60033125,1,48,0.5976011,0.60306144
0.9,0.6,30,2,0.9053235,1,84,0.90325487,0.9073921
0.5,0.6,31,1,0.5995287,1,52,0.5960708,0.60298645
0.9,0.6,31,2,0.9058674,1,82,0.9031351,0.9085997
0.5,0.6,32,1,0.6010588,1,54,0.5988781,0.60323954
0.9,0.6,32,2,0.9053849,1,74,0.9032332,0.90753657
0.5,0.6,33,1,0.5996433,1,54,0.5962062,0.6030804
0.9,0.6,33,2,0.9055346,1,77,0.9030173,0.908052
0.5,0.6,34,1,0.6005588,1,64,0.5980512,0.60306644
0.9,0.6,34,2,0.90577656,1,79,0.9032863,0.9082668
0.5,0.6,35,1,0.6001191,1,54,0.5970058,0.60323244
0.9,0.6,35,2,0.90510017,1,72,0.90313363,0.90706676
0.5,0.6,36,1,0.6018265,1,51,0.60041994,0.6032331
0.9,0.6,36,2,0.905801,1,74,0.9032873,0.9083147
0.5,0.6,37,1,0.6007898,1,59,0.598276,0.6033036
0.9,0.6,37,2,0.9054972,1,73,0.9030728,0.90792155
0.5,0.6,38,1,0.60146844,1,51,0.5997586,0.60317826
0.9,0.6,38,2,0.90595174,1,75,0.9033362,0.9085673
0.5,0.6,39,1,0.59993637,1,59,0.5968925,0.6029802
0.9,0.6,39,2,0.9056177,1,80,0.9033137,0.90792173
0.5,0.6,40,1,0.6010732,1,53,0.59889305,0.60325336
0.9,0.6,40,2,0.9054365,1,76,0.9031851,0.90768796
0.5,0.6,41,1,0.59983706,1,46,0.5965372,0.6031369
0.9,0.6,41,2,0.9058856,1,79,0.9031203,0.9086509
0.5,0.6,42,1,0.60093015,1,53,0.59872264,0.6031376
0.9,0.6,42,2,0.90543705,1,73,0.90324026,0.9076338
0.5,0.6,43,1,0.60111547,1,49,0.5992684,0.6029625
0.9,0.6,43,2,0.90511626,1,74,0.9029653,0.9072672
0.5,0.6,44,1,0.6008864,1,48,0.59870636,0.6030665
0.9,0.6,44,2,0.9053825,1,77,0.9033257,0.90743935
0.5,0.6,45,1,0.60052747,1,49,0.59790206,0.6031528
0.9,0.6,45,2,0.90521985,1,75,0.9032599,0.90717983
0.5,0.6,46,1,0.601699,1,53,0.6004465,0.6029515
0.9,0.6,46,2,0.90541106,1,76,0.90318,0.9076421
0.5,0.6,47,1,0.60092014,1,51,0.5987514,0.60308886
0.9,0.6,47,2,0.90568346,1,76,0.9033538,0.9080131
0.5,0.6,48,1,0.60143644,1,51,0.59977597,0.60309684
0.9,0.6,48,2,0.9048435,1,75,0.90284884,0.9068382
0.5,0.6,49,1,0.6014077,1,50,0.5996953,0.60312
0.9,0.6,49,2,0.90574867,1,76,0.9032531,0.90824425
0.5,0.6,50,1,0.60048574,1,53,0.59784687,0.60312456
0.9,0.6,50,2,0.90593016,1,74,0.90307325,0.9087871
0.5,0.6,51,1,0.6010518,1,50,0.59902346,0.60308015
0.9,0.6,51,2,0.9052849,1,73,0.9029151,0.9076546
0.5,0.6,52,1,0.60094297,1,50,0.5986515,0.6032344
0.9,0.6,52,2,0.90578926,1,77,0.9033327,0.90824586
0.5,0.6,53,1,0.6004648,1,51,0.5977666,0.60316306
0.9,0.6,53,2,0.90567875,1,73,0.9031159,0.9082416
0.5,0.6,54,1,0.60062546,1,54,0.59800416,0.6032468
0.9,0.6,54,2,0.90569097,1,74,0.9034747,0.90790725
0.5,0.6,55,1,0.6003478,1,53,0.59761393,0.60308176
0.9,0.6,55,2,0.90503305,1,74,0.9031208,0.9069453
0.5,0.6,56,1,0.6005278,1,55,0.59791803,0.6031376
0.9,0.6,56,2,0.905655,1,79,0.9029558,0.9083542
0.5,0.6,57,1,0.6013367,1,52,0.5996798,0.60299355
0.9,0.6,57,2,0.90618217,1,71,0.90337765,0.9089867
0.5,0.6,58,1,0.60039735,1,56,0.59757334,0.6032213
0.9,0.6,58,2,0.905367,1,76,0.9034407,0.90729326
0.5,0.6,59,1,0.60064286,1,50,0.59814894,0.60313684
0.9,0.6,59,2,0.90556353,1,74,0.9032994,0.9078277
0.5,0.6,60,1,0.5998464,1,54,0.596517,0.6031758
0.9,0.6,60,2,0.9064329,1,76,0.9033245,0.90954137
0.5,0.6,61,1,0.60072476,1,53,0.5982684,0.6031811
0.9,0.6,61,2,0.9057876,1,75,0.9032151,0.90836006
0.5,0.6,62,1,0.6006807,1,50,0.5981874,0.603174
0.9,0.6,62,2,0.90525246,1,76,0.9030684,0.90743643
0.5,0.6,63,1,0.59944445,1,55,0.59561884,0.6032701
0.9,0.6,63,2,0.90555006,1,86,0.9030808,0.9080193
0.5,0.6,64,1,0.60141563,1,52,0.59954756,0.6032837
