g1_t,g2_t,Run,Dimension,Similaity_ratio,Happy_proportion,Coherence,g1_similarity,g2_similarity
0.9,0.25,77,2,0.9056105,1,91,0.9030786,0.90814245
0.5,0.25,78,1,0.5166377,1,32,0.51381236,0.51946306
0.9,0.25,78,2,0.9049461,1,94,0.90307546,0.9068167
0.5,0.25,79,1,0.5161893,1,31,0.51338077,0.51899785
0.9,0.25,79,2,0.90551436,1,87,0.90333134,0.9076973
0.5,0.25,80,1,0.5184298,1,40,0.51568514,0.52117443
0.9,0.25,80,2,0.90538895,1,94,0.90314144,0.9076365
0.5,0.25,81,1,0.51633984,1,30,0.5147227,0.51795703
0.9,0.25,81,2,0.9050737,1,88,0.90314317,0.9070043
0.5,0.25,82,1,0.5160497,1,36,0.515008,0.5170914
0.9,0.25,82,2,0.9056153,1,91,0.90304255,0.9081881
0.5,0.25,83,1,0.51583564,1,30,0.5125088,0.5191624
0.9,0.25,83,2,0.90572727,1,98,0.9031804,0.90827405
0.5,0.25,84,1,0.51537144,1,41,0.5129402,0.5178026
0.9,0.25,84,2,0.9053047,1,90,0.9030748,0.90753454
0.5,0.25,85,1,0.5166155,1,32,0.5143338,0.5188973
0.9,0.25,85,2,0.90510863,1,94,0.9030457,0.90717155
0.5,0.25,86,1,0.5161684,1,30,0.513483,0.5188539
0.9,0.25,86,2,0.90506846,1,90,0.903068,0.9070689
0.5,0.25,87,1,0.5156218,1,42,0.5123525,0.51889104
0.9,0.25,87,2,0.9054733,1,89,0.90318865,0.90775794
0.5,0.25,88,1,0.51532197,1,35,0.5140328,0.51661116
0.9,0.25,88,2,0.905324,1,89,0.9031695,0.90747845
0.5,0.25,89,1,0.5151121,1,30,0.5132508,0.5169734
0.9,0.25,89,2,0.9050843,1,94,0.9030188,0.9071498
0.5,0.25,90,1,0.5158384,1,39,0.5141485,0.5175283
0.9,0.25,90,2,0.90547836,1,92,0.90316844,0.9077883
0.5,0.25,91,1,0.51618725,1,37,0.5142118,0.5181628
0.9,0.25,91,2,0.9050561,1,91,0.9030095,0.90710276
0.5,0.25,92,1,0.5155438,1,38,0.5127336,0.518354
0.9,0.25,92,2,0.9061342,1,90,0.9030933,0.90917504
0.5,0.25,93,1,0.5154364,1,31,0.5137058,0.5171671
0.9,0.25,93,2,0.9050743,1,88,0.90295506,0.9071935
0.5,0.25,94,1,0.51784754,1,36,0.51481366,0.52088135
0.9,0.25,94,2,0.90521926,1,86,0.90306103,0.9073775
0.5,0.25,95,1,0.5178087,1,44,0.51208127,0.5235361
0.9,0.25,95,2,0.9050571,1,90,0.90315247,0.9069616
0.5,0.25,96,1,0.51674753,1,33,0.515439,0.5180561
0.9,0.25,96,2,0.9054616,1,86,0.9030929,0.90783036
0.5,0.25,97,1,0.5163457,1,30,0.51532674,0.5173647
0.9,0.25,97,2,0.9051452,1,90,0.9030144,0.90727603
0.5,0.25,98,1,0.51421106,1,34,0.5123724,0.5160497
0.9,0.25,98,2,0.9052839,1,88,0.9031513,0.9074165
0.5,0.25,99,1,0.51718867,1,35,0.5150366,0.51934075
0.9,0.25,99,2,0.9053903,1,91,0.90299916,0.90778154
0.5,0.25,100,1,0.51655066,1,37,0.51376474,0.51933664
0.9,0.25,100,2,0.90604377,1,91,0.9033783,0.90870917
0.5,0.3,1,1,0.51465404,1,37,0.51397896,0.5153291
0.9,0.3,1,2,0.9048656,1,92,0.90284175,0.9068895
0.5,0.3,2,1,0.5146777,1,35,0.51268655,0.5166689
0.9,0.3,2,2,0.90502226,1,88,0.903241,0.9068035
0.5,0.3,3,1,0.5140094,1,39,0.5135526,0.5144662
0.9,0.3,3,2,0.9052121,1,86,0.9031857,0.9072385
0.5,0.3,4,1,0.5152613,1,35,0.51278496,0.51773757
0.9,0.3,4,2,0.9056105,1,89,0.9031462,0.90807474
0.5,0.3,5,1,0.51638097,1,34,0.51469046,0.5180714
0.9,0.3,5,2,0.9051271,1,87,0.90305334,0.9072009
0.5,0.3,6,1,0.51478165,1,29,0.51163536,0.51792794
0.9,0.3,6,2,0.90514004,1,87,0.9029226,0.9073575
0.5,0.3,7,1,0.5151356,1,36,0.5136609,0.51661026
0.9,0.3,7,2,0.9048867,1,86,0.90304416,0.9067293
0.5,0.3,8,1,0.5156119,1,32,0.5133068,0.517917
0.9,0.3,8,2,0.9049959,1,87,0.90291286,0.907079
0.5,0.3,9,1,0.5176508,1,37,0.51444554,0.52085596
0.9,0.3,9,2,0.9053083,1,92,0.9031882,0.9074284
0.5,0.3,10,1,0.51601654,1,40,0.5140801,0.517953
0.9,0.3,10,2,0.9051234,1,91,0.90298754,0.9072592
0.5,0.3,11,1,0.5128628,1,35,0.5122012,0.5135244
0.9,0.3,11,2,0.90566,1,92,0.90313333,0.90818655
0.5,0.3,12,1,0.51537067,1,32,0.5131027,0.5176386
0.9,0.3,12,2,0.9055349,1,91,0.9029719,0.9080979
0.5,0.3,13,1,0.5155546,1,38,0.51222914,0.51888007
0.9,0.3,13,2,0.90444773,1,88,0.90314555,0.90574986
0.5,0.3,14,1,0.5161024,1,35,0.51429254,0.51791227
0.9,0.3,14,2,0.9055123,1,91,0.90307736,0.90794724
0.5,0.3,15,1,0.5163324,1,32,0.513715,0.51894975
0.9,0.3,15,2,0.9058278,1,89,0.9035266,0.90812904
0.5,0.3,16,1,0.5167408,1,37,0.5148979,0.5185838
0.9,0.3,16,2,0.90576416,1,93,0.90328205,0.9082463
0.5,0.3,17,1,0.5156814,1,37,0.5138524,0.5175104
0.9,0.3,17,2,0.9054683,1,89,0.9031473,0.90778935
0.5,0.3,18,1,0.514384,1,34,0.5125313,0.5162367
0.9,0.3,18,2,0.90544325,1,87,0.9030413,0.90784514
0.5,0.3,19,1,0.51647997,1,41,0.51319456,0.5197654
0.9,0.3,19,2,0.90480876,1,89,0.90298843,0.9066291
0.5,0.3,20,1,0.51527536,1,33,0.51419973,0.516351
0.9,0.3,20,2,0.9059308,1,98,0.90331495,0.9085467
0.5,0.3,21,1,0.5170213,1,33,0.51504046,0.51900214
0.9,0.3,21,2,0.9048719,1,91,0.90289986,0.9068439
0.5,0.3,22,1,0.5151856,1,38,0.5122834,0.51808774
0.9,0.3,22,2,0.9057971,1,90,0.9033217,0.9082725
0.5,0.3,23,1,0.51410156,1,39,0.51333535,0.5148678
0.9,0.3,23,2,0.90524304,1,96,0.9030398,0.90744627
0.5,0.3,24,1,0.51542103,1,32,0.51294124,0.5179008
0.9,0.3,24,2,0.9047209,1,98,0.90293354,0.90650827
0.5,0.3,25,1,0.5153534,1,35,0.5125786,0.5181282
0.9,0.3,25,2,0.9053206,1,87,0.9033833,0.90725785
0.5,0.3,26,1,0.51549536,1,34,0.51284593,0.5181447
0.9,0.3,26,2,0.9056826,1,92,0.9031723,0.9081929
0.5,0.3,27,1,0.51561135,1,39,0.5126804,0.51854235
0.9,0.3,27,2,0.9052966,1,86,0.90318465,0.9074086
0.5,0.3,28,1,0.5167757,1,31,0.51241386,0.52113754
0.9,0.3,28,2,0.9047516,1,88,0.90305984,0.9064434
0.5,0.3,29,1,0.5168403,1,35,0.5141686,0.51951194
0.9,0.3,29,2,0.9057905,1,92,0.90325433,0.9083266
0.5,0.3,30,1,0.51412857,1,32,0.5123915,0.5158656
0.9,0.3,30,2,0.90535706,1,87,0.9033124,0.9074018
0.5,0.3,31,1,0.51660323,1,31,0.5136519,0.5195545
0.9,0.3,31,2,0.9047646,1,87,0.9030134,0.9065158
0.5,0.3,32,1,0.5146505,1,39,0.5131701,0.5161309
0.9,0.3,32,2,0.9052977,1,89,0.9032019,0.9073935
0.5,0.3,33,1,0.514744,1,29,0.5132414,0.5162466
0.9,0.3,33,2,0.9058088,1,88,0.90313447,0.9084832
0.5,0.3,34,1,0.5159638,1,34,0.5132249,0.51870275
0.9,0.3,34,2,0.9056864,1,93,0.90328836,0.90808433
0.5,0.3,35,1,0.5184061,1,32,0.5157254,0.52108675
0.9,0.3,35,2,0.904789,1,90,0.902982,0.906596
0.5,0.3,36,1,0.51442677,1,34,0.51317054,0.515683
0.9,0.3,36,2,0.90512997,1,87,0.9031104,0.9071495
0.5,0.3,37,1,0.5165631,1,36,0.5149712,0.51815504
0.9,0.3,37,2,0.90510446,1,89,0.9028329,0.90737605
0.5,0.3,38,1,0.5161297,1,40,0.5133248,0.51893455
0.9,0.3,38,2,0.9056437,1,98,0.9033231,0.90796435
0.5,0.3,39,1,0.517469,1,40,0.51425165,0.5206863
0.9,0.3,39,2,0.9047857,1,91,0.9029573,0.9066141
0.5,0.3,40,1,0.51504153,1,37,0.51360184,0.5164813
0.9,0.3,40,2,0.9056866,1,87,0.90323544,0.9081378
0.5,0.3,41,1,0.5161202,1,37,0.51322967,0.51901066
0.9,0.3,41,2,0.9053314,1,88,0.9032141,0.90744865
0.5,0.3,42,1,0.5154439,1,38,0.51296663,0.51792127
0.9,0.3,42,2,0.90513223,1,87,0.9031024,0.9071621
0.5,0.3,43,1,0.51780385,1,31,0.51468927,0.5209185
0.9,0.3,43,2,0.90486676,1,87,0.9029101,0.9068234
0.5,0.3,44,1,0.5141808,1,40,0.5120807,0.51628083
0.9,0.3,44,2,0.905683,1,90,0.90298134,0.9083846
0.5,0.3,45,1,0.5161473,1,37,0.5145231,0.5177716
0.9,0.3,45,2,0.9056287,1,84,0.90318996,0.90806735
0.5,0.3,46,1,0.5150538,1,32,0.51325,0.5168577
0.9,0.3,46,2,0.9048713,1,92,0.9030116,0.90673095
0.5,0.3,47,1,0.51608205,1,32,0.51294714,0.51921695
0.9,0.3,47,2,0.9056227,1,89,0.9033669,0.9078786
0.5,0.3,48,1,0.5160087,1,33,0.51287746,0.5191399
0.9,0.3,48,2,0.90547836,1,88,0.90332615,0.90763056
0.5,0.3,49,1,0.5147864,1,40,0.5117386,0.5178343
0.9,0.3,49,2,0.9053648,1,88,0.90326786,0.90746176
0.5,0.3,50,1,0.51650065,1,33,0.5138869,0.51911443
0.9,0.3,50,2,0.9057084,1,89,0.9032553,0.90816146
0.5,0.3,51,1,0.5154791,1,40,0.51482123,0.51613694
0.9,0.3,51,2,0.9053586,1,91,0.9033178,0.9073994
0.5,0.3,52,1,0.51491433,1,36,0.5144268,0.51540184
0.9,0.3,52,2,0.9059548,1,91,0.9032285,0.90868104
0.5,0.3,53,1,0.5156335,1,39,0.51316625,0.51810086
0.9,0.3,53,2,0.9050625,1,94,0.9030899,0.9070352
0.5,0.3,54,1,0.51488626,1,30,0.51358086,0.51619166
0.9,0.3,54,2,0.9055085,1,94,0.90304,0.90797704
0.5,0.3,55,1,0.5152018,1,45,0.51301724,0.5173864
0.9,0.3,55,2,0.905639,1,91,0.90351355,0.9077645
0.5,0.3,56,1,0.5139093,1,43,0.5121661,0.5156525
0.9,0.3,56,2,0.9051609,1,87,0.9030701,0.9072517
0.5,0.3,57,1,0.5142752,1,37,0.5132878,0.5152626
0.9,0.3,57,2,0.90566075,1,91,0.9031895,0.90813196
0.5,0.3,58,1,0.51517403,1,35,0.5123107,0.5180373
0.9,0.3,58,2,0.9052755,1,91,0.90300983,0.9075413
0.5,0.3,59,1,0.513743,1,35,0.51231843,0.5151675
0.9,0.3,59,2,0.90564644,1,88,0.9034294,0.9078635
0.5,0.3,60,1,0.5168707,1,45,0.5142134,0.5195279
0.9,0.3,60,2,0.9045625,1,91,0.90308285,0.9060421
0.5,0.3,61,1,0.51473224,1,42,0.5123002,0.51716423
0.9,0.3,61,2,0.9057095,1,89,0.90332,0.908099
0.5,0.3,62,1,0.5172307,1,37,0.5143188,0.5201425
0.9,0.3,62,2,0.90561074,1,92,0.9033464,0.90787506
0.5,0.3,63,1,0.51672715,1,30,0.5133102,0.52014416
0.9,0.3,63,2,0.90625143,1,91,0.9033943,0.9091086
0.5,0.3,64,1,0.5157497,1,31,0.5152006,0.51629883
0.9,0.3,64,2,0.9047205,1,97,0.9032404,0.9062006
0.5,0.3,65,1,0.51541215,1,30,0.51317567,0.5176487
0.9,0.3,65,2,0.9052667,1,87,0.902937,0.9075964
0.5,0.3,66,1,0.5147613,1,41,0.51316565,0.51635695
0.9,0.3,66,2,0.90553516,1,90,0.90315354,0.9079167
0.5,0.3,67,1,0.51770186,1,36,0.51469356,0.5207102
0.9,0.3,67,2,0.90507126,1,92,0.90314984,0.9069926
0.5,0.3,68,1,0.5156704,1,31,0.5125259,0.518815
0.9,0.3,68,2,0.90552,1,88,0.9031576,0.9078824
0.5,0.3,69,1,0.515186,1,32,0.5136943,0.5166778
0.9,0.3,69,2,0.9049133,1,87,0.9030434,0.9067832
0.5,0.3,70,1,0.515572,1,33,0.5139321,0.51721185
0.9,0.3,70,2,0.90496874,1,88,0.90293676,0.9070007
0.5,0.3,71,1,0.51476276,1,39,0.51261914,0.5169064
0.9,0.3,71,2,0.9047865,1,89,0.9031433,0.90642977
0.5,0.3,72,1,0.5159337,1,29,0.51340044,0.51846695
0.9,0.3,72,2,0.90484875,1,95,0.90317005,0.9065274
0.5,0.3,73,1,0.5144568,1,39,0.5117019,0.5172118
0.9,0.3,73,2,0.90540415,1,90,0.9030977,0.90771055
0.5,0.3,74,1,0.51476234,1,31,0.51283765,0.516687
0.9,0.3,74,2,0.90502584,1,92,0.903054,0.9069977
0.5,0.3,75,1,0.5151992,1,35,0.5123332,0.5180651
0.9,0.3,75,2,0.90555406,1,89,0.9032366,0.9078714
0.5,0.3,76,1,0.51648074,1,33,0.51384616,0.51911527
0.9,0.3,76,2,0.90553033,1,89,0.9031652,0.90789545
0.5,0.3,77,1,0.5154565,1,33,0.512458,0.518455
0.9,0.3,77,2,0.9055744,1,92,0.903276,0.90787274
0.5,0.3,78,1,0.5160582,1,33,0.5135711,0.5185453
0.9,0.3,78,2,0.90572053,1,88,0.90327114,0.9081699
0.5,0.3,79,1,0.51676476,1,37,0.5138161,0.5197134
0.9,0.3,79,2,0.9055056,1,88,0.9032398,0.9077714
0.5,0.3,80,1,0.5150023,1,34,0.5135631,0.5164415
0.9,0.3,80,2,0.9057419,1,90,0.90322715,0.90825653
0.5,0.3,81,1,0.5157069,1,32,0.5136578,0.5177559
0.9,0.3,81,2,0.9051336,1,100,0.90312904,0.90713817
0.5,0.3,82,1,0.516737,1,35,0.5136007,0.5198733
0.9,0.3,82,2,0.905969,1,90,0.90336907,0.90856904
0.5,0.3,83,1,0.51632196,1,39,0.51391846,0.51872545
0.9,0.3,83,2,0.9051042,1,96,0.90322024,0.90698826
0.5,0.3,84,1,0.5150759,1,45,0.5129694,0.5171825
0.9,0.3,84,2,0.9052319,1,89,0.90310735,0.90735644
0.5,0.3,85,1,0.5153184,1,32,0.5117972,0.5188396
0.9,0.3,85,2,0.9058065,1,84,0.9032479,0.9083651
0.5,0.3,86,1,0.51577187,1,32,0.5131172,0.51842654
0.9,0.3,86,2,0.9057277,1,90,0.9032413,0.9082141
0.5,0.3,87,1,0.5132338,1,41,0.5124389,0.51402867
0.9,0.3,87,2,0.9046399,1,90,0.90297866,0.9063012
0.5,0.3,88,1,0.51607955,1,38,0.51380044,0.51835865
0.9,0.3,88,2,0.9048547,1,86,0.9028421,0.9068673
0.5,0.3,89,1,0.51578933,1,36,0.51421446,0.51736426
0.9,0.3,89,2,0.90567,1,95,0.9034481,0.9078919
0.5,0.3,90,1,0.5156391,1,33,0.5131737,0.5181045
0.9,0.3,90,2,0.9058084,1,95,0.9032951,0.9083217
0.5,0.3,91,1,0.5145968,1,39,0.5131389,0.5160548
0.9,0.3,91,2,0.90499073,1,93,0.90292263,0.90705884
0.5,0.3,92,1,0.51605475,1,37,0.51488733,0.51722217
0.9,0.3,92,2,0.9054757,1,90,0.9032681,0.9076833
0.5,0.3,93,1,0.51486224,1,35,0.5112685,0.518456
0.9,0.3,93,2,0.9053557,1,91,0.9032055,0.9075059
0.5,0.3,94,1,0.5169275,1,48,0.51478946,0.5190655
0.9,0.3,94,2,0.9051539,1,89,0.9030108,0.907297
0.5,0.3,95,1,0.5188602,1,33,0.51588064,0.5218398
0.9,0.3,95,2,0.9052852,1,86,0.90308493,0.90748537
0.5,0.3,96,1,0.5156069,1,38,0.5132821,0.5179317
0.9,0.3,96,2,0.9058314,1,89,0.9033097,0.9083531
0.5,0.3,97,1,0.5163522,1,43,0.5133469,0.5193575
0.9,0.3,97,2,0.905725,1,94,0.9032724,0.9081776
0.5,0.3,98,1,0.5147816,1,35,0.51322967,0.51633346
0.9,0.3,98,2,0.9052569,1,87,0.9030568,0.90745705
0.5,0.3,99,1,0.51589155,1,45,0.51408356,0.5176995
0.9,0.3,99,2,0.90578365,1,91,0.90337205,0.90819526
0.5,0.3,100,1,0.515919,1,36,0.5138647,0.51797336
0.9,0.3,100,2,0.90489227,1,91,0.90310264,0.90668184
0.5,0.35,1,1,0.51616985,1,27,0.5134957,0.51884395
0.9,0.35,1,2,0.9050656,1,87,0.90296197,0.9071693
0.5,0.35,2,1,0.51527804,1,36,0.51417273,0.51638335
0.9,0.35,2,2,0.90527946,1,85,0.9032374,0.9073216
0.5,0.35,3,1,0.517205,1,29,0.5155311,0.51887894
0.9,0.35,3,2,0.9053563,1,91,0.9031523,0.9075602
0.5,0.35,4,1,0.5158961,1,41,0.5143591,0.51743305
0.9,0.35,4,2,0.90606856,1,93,0.9031855,0.9089517
0.5,0.35,5,1,0.514357,1,39,0.5127699,0.51594406
0.9,0.35,5,2,0.9056748,1,89,0.9031301,0.90821946
0.5,0.35,6,1,0.51405984,1,32,0.51144826,0.5166714
0.9,0.35,6,2,0.90517503,1,90,0.90310925,0.9072408
0.5,0.35,7,1,0.5162738,1,38,0.51286274,0.51968485
0.9,0.35,7,2,0.9052772,1,87,0.90318435,0.90737003
0.5,0.35,8,1,0.5131545,1,33,0.511766,0.51454306
0.9,0.35,8,2,0.9050526,1,90,0.9031415,0.9069637
0.5,0.35,9,1,0.515203,1,33,0.513448,0.516958
0.9,0.35,9,2,0.90514493,1,94,0.90327185,0.90701795
0.5,0.35,10,1,0.5147734,1,35,0.5127532,0.51679367
0.9,0.35,10,2,0.9049935,1,88,0.90305096,0.90693605
0.5,0.35,11,1,0.5151281,1,31,0.5142835,0.5159727
0.9,0.35,11,2,0.9054707,1,89,0.90347874,0.9074627
0.5,0.35,12,1,0.5158281,1,38,0.51305777,0.51859844
0.9,0.35,12,2,0.90509164,1,90,0.90305084,0.90713245
0.5,0.35,13,1,0.5158889,1,34,0.51473194,0.5170459
0.9,0.35,13,2,0.90527993,1,86,0.90299565,0.9075642
0.5,0.35,14,1,0.5157481,1,31,0.51350945,0.5179868
0.9,0.35,14,2,0.90589094,1,91,0.9030796,0.90870225
0.5,0.35,15,1,0.51308745,1,33,0.51206255,0.5141123
0.9,0.35,15,2,0.9054934,1,93,0.90310013,0.9078866
0.5,0.35,16,1,0.51640725,1,39,0.51415795,0.51865655
0.9,0.35,16,2,0.90594393,1,89,0.9031868,0.90870106
0.5,0.35,17,1,0.51535356,1,33,0.5126487,0.51805836
0.9,0.35,17,2,0.9054942,1,95,0.90326744,0.9077209
0.5,0.35,18,1,0.51512265,1,43,0.5135168,0.5167285
0.9,0.35,18,2,0.90532905,1,90,0.9030812,0.90757686
0.5,0.35,19,1,0.5151722,1,34,0.51340646,0.5169379
0.9,0.35,19,2,0.9050347,1,89,0.90308464,0.9069848
0.5,0.35,20,1,0.51597923,1,37,0.5149896,0.51696885
0.9,0.35,20,2,0.9055801,1,88,0.90309054,0.9080696
0.5,0.35,21,1,0.51587576,1,37,0.51426095,0.5174905
0.9,0.35,21,2,0.9054789,1,87,0.90315324,0.90780455
0.5,0.35,22,1,0.5165212,1,39,0.51398283,0.51905966
0.9,0.35,22,2,0.90486974,1,89,0.90282583,0.9069136
0.5,0.35,23,1,0.5158234,1,34,0.51262903,0.5190178
0.9,0.35,23,2,0.9054311,1,86,0.9032006,0.9076616
0.5,0.35,24,1,0.5173268,1,40,0.512868,0.5217855
0.9,0.35,24,2,0.9053771,1,86,0.9034625,0.9072916
0.5,0.35,25,1,0.515511,1,43,0.51496243,0.5160595
0.9,0.35,25,2,0.9048864,1,90,0.90306795,0.9067049
0.5,0.35,26,1,0.5162774,1,39,0.5138814,0.5186733
0.9,0.35,26,2,0.9051039,1,93,0.90306956,0.90713835
0.5,0.35,27,1,0.5165357,1,44,0.5128036,0.52026784
0.9,0.35,27,2,0.90580624,1,86,0.9031266,0.9084859
0.5,0.35,28,1,0.51666135,1,32,0.5142406,0.519082
0.9,0.35,28,2,0.9057598,1,90,0.90320337,0.9083162
0.5,0.35,29,1,0.5164734,1,35,0.51290643,0.52004045
0.9,0.35,29,2,0.90531504,1,89,0.9033459,0.9072842
0.5,0.35,30,1,0.5152712,1,32,0.51323587,0.5173065
0.9,0.35,30,2,0.90490955,1,85,0.9032112,0.906608
0.5,0.35,31,1,0.51578933,1,41,0.5135367,0.51804197
0.9,0.35,31,2,0.9056019,1,92,0.903265,0.90793884
0.5,0.35,32,1,0.5163064,1,35,0.5144246,0.5181882
0.9,0.35,32,2,0.9056582,1,88,0.90321505,0.90810126
0.5,0.35,33,1,0.51561755,1,31,0.51432246,0.51691264
0.9,0.35,33,2,0.90532243,1,90,0.90296507,0.90767986
0.5,0.35,34,1,0.51598114,1,39,0.51414305,0.5178192
0.9,0.35,34,2,0.90468836,1,91,0.9029344,0.90644234
0.5,0.35,35,1,0.5159576,1,38,0.51304686,0.5188684
0.9,0.35,35,2,0.9052996,1,89,0.90315044,0.90744877
0.5,0.35,36,1,0.51468664,1,43,0.5139054,0.5154678
0.9,0.35,36,2,0.90539986,1,91,0.90291697,0.90788275
0.5,0.35,37,1,0.5150373,1,35,0.51245534,0.5176193
0.9,0.35,37,2,0.905468,1,90,0.90317976,0.9077562
0.5,0.35,38,1,0.5157443,1,43,0.5131643,0.5183243
0.9,0.35,38,2,0.90533996,1,92,0.9033037,0.9073763
0.5,0.35,39,1,0.51657367,1,33,0.51443684,0.51871043
0.9,0.35,39,2,0.90599704,1,96,0.9031043,0.9088898
0.5,0.35,40,1,0.51424676,1,42,0.5135071,0.5149864
0.9,0.35,40,2,0.9059321,1,92,0.90337557,0.9084887
0.5,0.35,41,1,0.51388276,1,34,0.513109,0.51465654
0.9,0.35,41,2,0.90607834,1,96,0.90325695,0.9088998
0.5,0.35,42,1,0.51335305,1,34,0.51054007,0.516166
0.9,0.35,42,2,0.9058802,1,93,0.903313,0.90844744
0.5,0.35,43,1,0.5161037,1,40,0.51373994,0.5184675
0.9,0.35,43,2,0.9048152,1,90,0.90306413,0.9065663
0.5,0.35,44,1,0.51455826,1,30,0.5132447,0.5158718
0.9,0.35,44,2,0.90460914,1,89,0.90310013,0.9061182
0.5,0.35,45,1,0.51668286,1,40,0.5142733,0.51909244
0.9,0.35,45,2,0.905177,1,90,0.90321517,0.9071388
0.5,0.35,46,1,0.5169844,1,37,0.51365304,0.52031577
0.9,0.35,46,2,0.9048616,1,91,0.9030406,0.9066827
0.5,0.35,47,1,0.5173644,1,33,0.5141318,0.520597
0.9,0.35,47,2,0.905314,1,86,0.90315825,0.9074698
0.5,0.35,48,1,0.51488775,1,34,0.5132126,0.5165629
0.9,0.35,48,2,0.90568936,1,94,0.9033503,0.90802836
0.5,0.35,49,1,0.51590824,1,34,0.5139062,0.51791036
0.9,0.35,49,2,0.9048679,1,87,0.9031196,0.90661615
0.5,0.35,50,1,0.51516867,1,35,0.5129305,0.51740676
0.9,0.35,50,2,0.90532327,1,88,0.9031272,0.9075194
0.5,0.35,51,1,0.5164159,1,35,0.5142545,0.5185773
0.9,0.35,51,2,0.905323,1,88,0.9030997,0.90754634
0.5,0.35,52,1,0.5153569,1,34,0.5138736,0.51684016
0.9,0.35,52,2,0.90478283,1,85,0.90323704,0.9063287
0.5,0.35,53,1,0.51391965,1,33,0.51334506,0.51449424
0.9,0.35,53,2,0.9049825,1,89,0.90315485,0.9068102
0.5,0.35,54,1,0.51398444,1,31,0.51264566,0.51532316
0.9,0.35,54,2,0.9055212,1,92,0.90324545,0.90779704
0.5,0.35,55,1,0.5157187,1,47,0.51354223,0.51789516
0.9,0.35,55,2,0.9056924,1,93,0.9032981,0.9080867
0.5,0.35,56,1,0.5150716,1,36,0.51383716,0.516306
0.9,0.35,56,2,0.90497655,1,93,0.90317965,0.9067735
0.5,0.35,57,1,0.5180033,1,29,0.51659846,0.51940817
0.9,0.35,57,2,0.90523416,1,89,0.9033006,0.90716773
0.5,0.35,58,1,0.51370925,1,37,0.511775,0.5156435
0.9,0.35,58,2,0.9051348,1,88,0.9030295,0.90724015
0.5,0.35,59,1,0.5142075,1,40,0.5132827,0.51513225
0.9,0.35,59,2,0.90512186,1,87,0.9031578,0.90708596
0.5,0.35,60,1,0.51609904,1,33,0.5121039,0.5200941
0.9,0.35,60,2,0.90531456,1,87,0.90324277,0.9073864
0.5,0.35,61,1,0.51482654,1,36,0.51255494,0.51709807
0.9,0.35,61,2,0.9048553,1,86,0.90296406,0.9067465
0.5,0.35,62,1,0.515146,1,34,0.5134155,0.5168765
0.9,0.35,62,2,0.90540045,1,88,0.90331846,0.90748245
0.5,0.35,63,1,0.51534915,1,29,0.5118452,0.5188531
0.9,0.35,63,2,0.9053908,1,92,0.90310997,0.90767163
0.5,0.35,64,1,0.51524794,1,37,0.5128757,0.51762015
0.9,0.35,64,2,0.9053394,1,91,0.90331256,0.90736634
0.5,0.35,65,1,0.51749134,1,40,0.5132767,0.521706
0.9,0.35,65,2,0.9049546,1,92,0.9030543,0.9068549
0.5,0.35,66,1,0.5158484,1,36,0.5145282,0.51716864
0.9,0.35,66,2,0.905618,1,88,0.90325224,0.9079838
0.5,0.35,67,1,0.5138408,1,39,0.5113459,0.51633567
0.9,0.35,67,2,0.905059,1,91,0.90304357,0.9070744
0.5,0.35,68,1,0.51721853,1,37,0.51388776,0.5205493
0.9,0.35,68,2,0.9055715,1,93,0.9032046,0.9079384
0.5,0.35,69,1,0.51594627,1,37,0.5139365,0.517956
0.9,0.35,69,2,0.90551955,1,90,0.9029205,0.90811855
0.5,0.35,70,1,0.51600474,1,34,0.5139465,0.518063
0.9,0.35,70,2,0.9058264,1,90,0.9031975,0.9084553
0.5,0.35,71,1,0.5153409,1,34,0.51257217,0.5181097
0.9,0.35,71,2,0.90517706,1,88,0.9032382,0.907116
0.5,0.35,72,1,0.5163615,1,28,0.51442564,0.5182973
0.9,0.35,72,2,0.9052964,1,95,0.90325,0.9073428
0.5,0.35,73,1,0.5158927,1,34,0.51437867,0.5174067
0.9,0.35,73,2,0.9048603,1,87,0.90296865,0.90675205
0.5,0.35,74,1,0.5138433,1,34,0.51264787,0.5150387
0.9,0.35,74,2,0.9055119,1,93,0.9032279,0.90779585
0.5,0.35,75,1,0.5165969,1,38,0.5138607,0.5193331
0.9,0.35,75,2,0.9053777,1,89,0.9033591,0.90739626
0.5,0.35,76,1,0.51520157,1,32,0.51373905,0.5166641
0.9,0.35,76,2,0.90493524,1,90,0.9030199,0.9068506
0.5,0.35,77,1,0.51580095,1,32,0.5127807,0.5188211
0.9,0.35,77,2,0.90507525,1,84,0.9032312,0.9069193
0.5,0.35,78,1,0.517736,1,29,0.5148251,0.52064687
0.9,0.35,78,2,0.90503854,1,89,0.90316886,0.90690815
0.5,0.35,79,1,0.51523656,1,30,0.5133422,0.517131
0.9,0.35,79,2,0.9052232,1,93,0.9030809,0.90736556
0.5,0.35,80,1,0.51465094,1,30,0.5125644,0.5167374
0.9,0.35,80,2,0.90539384,1,88,0.903115,0.9076727
0.5,0.35,81,1,0.51653725,1,39,0.51460516,0.5184693
0.9,0.35,81,2,0.904778,1,89,0.9032687,0.9062873
0.5,0.35,82,1,0.5180604,1,35,0.51506495,0.5210559
0.9,0.35,82,2,0.9055806,1,96,0.9029798,0.9081813
0.5,0.35,83,1,0.51730835,1,32,0.5128861,0.52173054
