Tolerance,Size,Run,Dimension,Similarity,Happy_proportion,Coherence,Group1_similarity,Group2_similarity
0.25,0.01,92,1,0.9870019798820324,0.99,0,0.036314897,0.9966048797068008
0.25,0.01,93,1,0.9870473285861858,0.99,0,0.029902309,0.99671546
0.25,0.01,94,1,0.9871449167108722,0.99,0,0.03672469,0.9967451210226249
0.25,0.01,95,1,0.9871767365827933,0.99,0,0.033099125,0.996813884
0.25,0.01,96,1,0.9871090092505703,0.99,0,0.021398540064833393,0.9968636604544667
0.25,0.01,97,1,0.9867078274721915,0.99,0,0.019750263,0.9964750755988957
0.25,0.01,98,1,0.9870083867462528,0.99,0,0.036535945,0.9966091184858772
0.25,0.01,99,1,0.9869300491638585,0.99,0,0.01573882,0.9967400615841495
0.25,0.01,100,1,0.9868522382731663,0.99,0,0.024611492,0.9965718417688672
0.25,0.05,1,1,0.9426806024963035,0.952,0,0.1526080976122114,0.9842633659112558
0.25,0.05,2,1,0.9431432041517686,0.953,0,0.15402482593086128,0.9846757503739215
0.25,0.05,3,1,0.9431549265950891,0.952,0,0.15647682431504792,0.9845590372414071
0.25,0.05,4,1,0.9420033210792105,0.951,0,0.1456644504409807,0.9839158932180646
0.25,0.05,5,1,0.9425100911478644,0.951,0,0.14645571657959297,0.9844076898093527
0.25,0.05,6,1,0.9418805251230695,0.951,0,0.14203507624487208,0.983977654
0.25,0.05,7,1,0.9434293345734612,0.951,0,0.1516178287953767,0.9851036243512551
0.25,0.05,8,1,0.9432692547713392,0.956,0,0.154783289,0.9847685161435731
0.25,0.05,9,1,0.9438761435502954,0.952,0,0.16193264507058625,0.985031065
0.25,0.05,10,1,0.9444260667782395,0.952,0,0.16527747291983133,0.9854338875076298
0.25,0.05,11,1,0.9421958129415529,0.95,0,0.14305734503891246,0.9842557323048501
0.25,0.05,12,1,0.9426204667610977,0.952,0,0.1479384053390741,0.9844458384148883
0.25,0.05,13,1,0.9429557455898763,0.951,0,0.15552674894508806,0.9843993769922335
0.25,0.05,14,1,0.9435483677563263,0.952,0,0.15650619290028212,0.9849716401171706
0.25,0.05,15,1,0.9428933650397411,0.951,0,0.154630488,0.9843808848972196
0.25,0.05,16,1,0.9421279525733793,0.95,0,0.14370481811832836,0.9841502228078556
0.25,0.05,17,1,0.9423667586209009,0.95,0,0.1407896228573604,0.9845550289242452
0.25,0.05,18,1,0.941711777,0.95,0,0.13423457723037718,0.9842105773564055
0.25,0.05,19,1,0.9429645868844669,0.953,0,0.14883795596982205,0.9847607253536586
0.25,0.05,20,1,0.943804129,0.952,0,0.1574755611133035,0.9851898430277268
0.25,0.05,21,1,0.9433929096772448,0.953,0,0.15665569422718112,0.9848001315430376
0.25,0.05,22,1,0.943224229,0.955,0,0.16181982746669094,0.9843507765639825
0.25,0.05,23,1,0.943200909,0.952,0,0.15378686906116437,0.9847490162979904
0.25,0.05,24,1,0.9421028033857715,0.952,0,0.14560904493200463,0.9840235275149171
0.25,0.05,25,1,0.9418433835162888,0.951,0,0.14072870397392362,0.9840073140185187
0.25,0.05,26,1,0.9427485814787695,0.95,0,0.15434845309033665,0.9842433250781608
0.25,0.05,27,1,0.9438368032120494,0.954,0,0.163174631,0.9849242859538453
0.25,0.05,28,1,0.9433123258697499,0.95,0,0.1564956231984273,0.9847237312735038
0.25,0.05,29,1,0.942014987,0.951,0,0.13809310513636863,0.9843266647695702
0.25,0.05,30,1,0.9429702808901423,0.951,0,0.14937722308276533,0.9847383365642149
0.25,0.05,31,1,0.942951653,0.951,0,0.15236001675570232,0.9845617390772303
0.25,0.05,32,1,0.9431729583943612,0.951,0,0.15173895690331546,0.9848273795254691
0.25,0.05,33,1,0.9435813108066133,0.953,0,0.16284960037620672,0.9846724534608454
0.25,0.05,34,1,0.9434692983232489,0.95,0,0.15997546722109074,0.9847058157496783
0.25,0.05,35,1,0.9438097900550215,0.955,0,0.1667292510403726,0.9847087657926347
0.25,0.05,36,1,0.94273641,0.951,0,0.14863080557859465,0.9845314413659539
0.25,0.05,37,1,0.9425497942023058,0.953,0,0.15658705266916118,0.9839162542829977
0.25,0.05,38,1,0.9410619148297943,0.95,0,0.12858833965376484,0.9838236819443222
0.25,0.05,39,1,0.9441211786356054,0.953,0,0.16759748245905115,0.9849908468554243
0.25,0.05,40,1,0.9436280467400461,0.951,0,0.16687726930858074,0.9845096666048601
0.25,0.05,41,1,0.94342279,0.952,0,0.1562829734167587,0.9848512019044369
0.25,0.05,42,1,0.9422266385250339,0.951,0,0.13721704398157827,0.9845955645536366
0.25,0.05,43,1,0.9419776905815498,0.951,0,0.1385389249420764,0.9842639414046799
0.25,0.05,44,1,0.9432191544920765,0.952,0,0.15425495920803192,0.9847435858228156
0.25,0.05,45,1,0.9426406259162231,0.951,0,0.1433594702557725,0.9847080551615103
0.25,0.05,46,1,0.9417552692241389,0.952,0,0.13724449019153975,0.984097942
0.25,0.05,47,1,0.9428835131631348,0.953,0,0.1588190855759699,0.984150062
0.25,0.05,48,1,0.9429136670559053,0.952,0,0.15524766244925373,0.9843697725615186
0.25,0.05,49,1,0.9423447450904705,0.951,0,0.14783258609552438,0.984161175
0.25,0.05,50,1,0.9433048154339406,0.953,0,0.15394861048448702,0.9848498788523325
0.25,0.05,51,1,0.9425043054052433,0.954,0,0.14521875124218678,0.984466703
0.25,0.05,52,1,0.9420669370435946,0.95,0,0.13525453650999567,0.9845307475979946
0.25,0.05,53,1,0.9432854722868067,0.952,0,0.15308105151695098,0.9848751786431148
0.25,0.05,54,1,0.9427171148449872,0.95,0,0.14392141304743358,0.9847589938869635
0.25,0.05,55,1,0.9427560523949452,0.954,0,0.15402951340483775,0.9842679754996874
0.25,0.05,56,1,0.9423509643481139,0.951,0,0.1431275160916613,0.9844153563616111
0.25,0.05,57,1,0.9429188947389205,0.95,0,0.1474545363250359,0.9847854399185988
0.25,0.05,58,1,0.943547716,0.954,0,0.15663860743950667,0.9849639850739558
0.25,0.05,59,1,0.943359133,0.952,0,0.1495645679541744,0.9851377943464085
0.25,0.05,60,1,0.9417122314042748,0.95,0,0.13137793790464516,0.9843614047463604
0.25,0.05,61,1,0.9427176467005747,0.955,0,0.14481050426281336,0.9847127594604568
0.25,0.05,62,1,0.9433158182346791,0.951,0,0.15632478451652745,0.9847363989566874
0.25,0.05,63,1,0.9424185946732512,0.953,0,0.1559138518092104,0.9838135811397796
0.25,0.05,64,1,0.9422098105296777,0.952,0,0.14052181688552565,0.9844039154583172
0.25,0.05,65,1,0.9417651439010333,0.95,0,0.13539465859594738,0.9842056957591959
0.25,0.05,66,1,0.9426985223636077,0.951,0,0.14406081954075725,0.9847320856700732
0.25,0.05,67,1,0.9430953323294304,0.953,0,0.15120945277475265,0.9847735365165187
0.25,0.05,68,1,0.9417197875351587,0.952,0,0.1394655600277033,0.9839436942460773
0.25,0.05,69,1,0.9426208732676502,0.952,0,0.15223103264747512,0.9842203385634489
0.25,0.05,70,1,0.9422441578103209,0.954,0,0.14929691064755013,0.9839782234504671
0.25,0.05,71,1,0.9427535238834073,0.953,0,0.15504290991407974,0.9842119772502143
0.25,0.05,72,1,0.9421250901691468,0.951,0,0.1446542319991871,0.9840972405991448
0.25,0.05,73,1,0.9426760441916586,0.951,0,0.14514865537765714,0.9846511699187115
0.25,0.05,74,1,0.9432626286954239,0.954,0,0.16055155430778778,0.9844579484000361
0.25,0.05,75,1,0.9429954452675602,0.954,0,0.15398462531366683,0.9845223305282915
0.25,0.05,76,1,0.9424615333203628,0.951,0,0.14703393390146188,0.9843261438160948
0.25,0.05,77,1,0.941793685,0.95,0,0.1418687539195146,0.9838949971900931
0.25,0.05,78,1,0.9424244426899508,0.95,0,0.1407853901938743,0.9846159717686918
0.25,0.05,79,1,0.9421697970361999,0.953,0,0.15123625625402567,0.9837978781299987
0.25,0.05,80,1,0.942782126,0.951,0,0.13983107561844452,0.9850427072424209
0.25,0.05,81,1,0.9425827257733619,0.954,0,0.15047024987183508,0.9842728560839688
0.25,0.05,82,1,0.9433620132725926,0.95,0,0.15757356578716522,0.9847193
0.25,0.05,83,1,0.9423891980547521,0.953,0,0.1444510779499654,0.9843859412181618
0.25,0.05,84,1,0.943831832,0.95,0,0.16163471999708615,0.9850001012180345
0.25,0.05,85,1,0.9411149986370464,0.951,0,0.13310134490892941,0.9836420330437896
0.25,0.05,86,1,0.9426059374972371,0.95,0,0.14285983451873766,0.9846978376540003
0.25,0.05,87,1,0.9436472684645597,0.951,0,0.16373178195871263,0.9846954519648676
0.25,0.05,88,1,0.9418740042424962,0.951,0,0.13989108805077197,0.9840836314104817
0.25,0.05,89,1,0.9438736912807557,0.955,0,0.16669066539829003,0.9847780610640438
0.25,0.05,90,1,0.9432206757137076,0.952,0,0.1550686186590278,0.9847023629271121
0.25,0.05,91,1,0.9421933638690375,0.952,0,0.14435967040125833,0.9841846108936573
0.25,0.05,92,1,0.9438710816221682,0.953,0,0.16542847327286211,0.984841745
0.25,0.05,93,1,0.9422768592591183,0.951,0,0.14487837055522151,0.9842452007698498
0.25,0.05,94,1,0.9425628227253036,0.951,0,0.1458906698449567,0.9844929360347953
0.25,0.05,95,1,0.9433390087875108,0.952,0,0.16503292810522777,0.9843024867181573
0.25,0.05,96,1,0.9430796097889926,0.952,0,0.1564335129419378,0.9844820359388379
0.25,0.05,97,1,0.9431892424252425,0.951,0,0.15218374734785658,0.9848211105872102
0.25,0.05,98,1,0.9436482809760685,0.951,0,0.15968042180001216,0.9849097472484925
0.25,0.05,99,1,0.9416895169758448,0.95,0,0.13719256265653584,0.984031462
0.25,0.05,100,1,0.943159706,0.954,0,0.15152742619825418,0.9848245627003654
0.25,0.1,1,1,0.8917306016556217,0.968,0,0.23610070709941425,0.9645783677174226
0.25,0.1,2,1,0.8897471423052291,0.979,0,0.2408485323611643,0.9618469878545697
0.25,0.1,3,1,0.8894004700992529,0.978,0,0.23967041219817603,0.9615926987549285
0.25,0.1,4,1,0.8910879609562197,0.972,0,0.242360469,0.9631687933412767
0.25,0.1,5,1,0.8917102053524781,0.976,0,0.2429842136828807,0.9637908710935441
0.25,0.1,6,1,0.890073759,0.979,0,0.24262228211189765,0.9620128123870676
0.25,0.1,7,1,0.890819493,0.98,0,0.24269834152693878,0.9628329540208397
0.25,0.1,8,1,0.8897998255045771,0.978,0,0.24065899833511162,0.9619265840789623
0.25,0.1,9,1,0.8892252270497993,0.98,0,0.2424186727518501,0.9610926219717939
0.25,0.1,10,1,0.890751671,0.978,0,0.24429469806498852,0.9625802234540366
0.25,0.1,11,1,0.891154896,0.975,0,0.24135697202322465,0.9633546654941152
0.25,0.1,12,1,0.8910273336471789,0.979,0,0.24124037555674296,0.9632258845461166
0.25,0.1,13,1,0.8911052727830229,0.973,0,0.24140390032966288,0.9632943141667296
0.25,0.1,14,1,0.8909080807861559,0.978,0,0.2429230456219009,0.962906418
0.25,0.1,15,1,0.8917102362339625,0.981,0,0.24401390022321012,0.963676496
0.25,0.1,16,1,0.8902157560130848,0.972,0,0.24187142844944062,0.9622540146312671
0.25,0.1,17,1,0.8900399033028757,0.977,0,0.24052463143126016,0.9622082668441666
0.25,0.1,18,1,0.8906205984375639,0.974,0,0.2400094177674895,0.9629107296231277
0.25,0.1,19,1,0.8906781147842496,0.974,0,0.2386623797452339,0.9631243075663627
0.25,0.1,20,1,0.89142832,0.983,0,0.2454707431221282,0.9632013839512056
0.25,0.1,21,1,0.8909687340362367,0.971,0,0.2408065487745244,0.9632089768430937
0.25,0.1,22,1,0.8915565423152286,0.971,0,0.24056508400406573,0.9638889265720245
0.25,0.1,23,1,0.8909779960832598,0.977,0,0.24290193711587535,0.9629864470796358
0.25,0.1,24,1,0.8910071852480503,0.969,0,0.23935152159677767,0.9634133700981915
0.25,0.1,25,1,0.8897641083183213,0.977,0,0.24548572975256167,0.9613505948256279
0.25,0.1,26,1,0.8905656503122044,0.975,0,0.24152244006690393,0.9626815625616822
0.25,0.1,27,1,0.8913183725821154,0.978,0,0.24356420898763786,0.9632910574259461
0.25,0.1,28,1,0.8918779290546964,0.983,0,0.24590248272544407,0.9636529786468354
0.25,0.1,29,1,0.890574758,0.983,0,0.24347497282676336,0.9624747341426152
0.25,0.1,30,1,0.8905854863639139,0.973,0,0.23912102139307495,0.9629704269162296
0.25,0.1,31,1,0.8910177945582359,0.973,0,0.24228200651239862,0.963099549
0.25,0.1,32,1,0.8898829035063006,0.974,0,0.23952787769407152,0.9621445730409929
0.25,0.1,33,1,0.891155743,0.975,0,0.2434690409112708,0.9631209320930053
0.25,0.1,34,1,0.8910294716556202,0.964,0,0.2337366852650198,0.964062003
0.25,0.1,35,1,0.8915557800357153,0.972,0,0.24148661178061953,0.9637856876196148
0.25,0.1,36,1,0.8898875976275992,0.973,0,0.24061406189583986,0.9620291015977944
0.25,0.1,37,1,0.890707483,0.98,0,0.24292579772255035,0.962683225
0.25,0.1,38,1,0.890047807,0.978,0,0.2441898377849305,0.9618098032340139
0.25,0.1,39,1,0.889769176,0.971,0,0.2370704316037874,0.9622912592058284
0.25,0.1,40,1,0.8896382232982997,0.979,0,0.2409388993582955,0.9617159259582999
0.25,0.1,41,1,0.8917859397677509,0.982,0,0.24367880154797383,0.9637978440143932
0.25,0.1,42,1,0.8905376111693235,0.962,0,0.23795350855572667,0.9630469559041672
0.25,0.1,43,1,0.8906466500349259,0.977,0,0.2421455712287332,0.9627023254578365
0.25,0.1,44,1,0.890579026,0.972,0,0.24105055900274722,0.9627488553949705
0.25,0.1,45,1,0.8903476910665679,0.978,0,0.24218269730838998,0.962366024
0.25,0.1,46,1,0.8904426772658732,0.979,0,0.24386802823235995,0.9622843049362632
0.25,0.1,47,1,0.8902032751085265,0.973,0,0.2402240914507626,0.9624231844038337
0.25,0.1,48,1,0.8904167247338537,0.972,0,0.2389440670878575,0.9628025755834094
0.25,0.1,49,1,0.8909488391074224,0.978,0,0.244119095,0.9628188106453408
0.25,0.1,50,1,0.8910744420450498,0.971,0,0.24052722326413112,0.9633574663540406
0.25,0.1,51,1,0.8904613006051925,0.98,0,0.2421066874509431,0.962500702
0.25,0.1,52,1,0.8902938625928224,0.974,0,0.2435943205291727,0.9621493672665616
0.25,0.1,53,1,0.891125825,0.985,0,0.24458261460127562,0.9629639600084104
0.25,0.1,54,1,0.890632251,0.979,0,0.24095744379780726,0.9628183409872489
0.25,0.1,55,1,0.8912788793170916,0.971,0,0.24170379394080377,0.963453889
0.25,0.1,56,1,0.8902619855666116,0.977,0,0.24105354417432762,0.962396257
0.25,0.1,57,1,0.8888367048725517,0.977,0,0.2426218687086511,0.9606383533352073
0.25,0.1,58,1,0.8903489004813177,0.971,0,0.23869960165591117,0.9627543781285852
0.25,0.1,59,1,0.891145964,0.976,0,0.2413918511788777,0.9633408648841423
0.25,0.1,60,1,0.8900910729078649,0.975,0,0.24054703008366066,0.9622626332216654
0.25,0.1,61,1,0.8898578458273942,0.978,0,0.2401254852898106,0.9620503303315701
0.25,0.1,62,1,0.8908507005923313,0.978,0,0.24565189564252168,0.9625394566978657
0.25,0.1,63,1,0.8906560340372243,0.976,0,0.24158430327535518,0.9627751152329876
0.25,0.1,64,1,0.8899373520100426,0.969,0,0.23837094774779505,0.9623336191502924
0.25,0.1,65,1,0.890341899,0.969,0,0.23909627544607803,0.9627025236186123
0.25,0.1,66,1,0.8913002804767874,0.972,0,0.24122201927321898,0.9635311983882949
0.25,0.1,67,1,0.8899262166014967,0.971,0,0.24002635942222292,0.9621373118436382
0.25,0.1,68,1,0.8913182950305814,0.969,0,0.23758349478011234,0.9639554950584115
0.25,0.1,69,1,0.8910407491634935,0.968,0,0.2406576949365155,0.9633055329664914
0.25,0.1,70,1,0.8914094395404714,0.979,0,0.24379047094830988,0.9633671027173779
0.25,0.1,71,1,0.8910479843686556,0.979,0,0.24463293551803722,0.9628718786853908
0.25,0.1,72,1,0.8914523174236602,0.982,0,0.2460929006073525,0.9631589192921389
0.25,0.1,73,1,0.8899322321844346,0.982,0,0.2423658460976693,0.961884053
0.25,0.1,74,1,0.8897281471990309,0.977,0,0.2432015250232177,0.9615644385518987
0.25,0.1,75,1,0.890955233,0.971,0,0.23662221421529148,0.963658902
0.25,0.1,76,1,0.8910325532820447,0.969,0,0.23930233639723186,0.963447022
0.25,0.1,77,1,0.8906387294297295,0.978,0,0.2433556780774562,0.9625590684688712
0.25,0.1,78,1,0.8902019959326315,0.965,0,0.23856600348022156,0.9626059950940108
0.25,0.1,79,1,0.8905338112484643,0.972,0,0.23708606858883005,0.9631391159884238
0.25,0.1,80,1,0.8904515483433725,0.985,0,0.2435820045895705,0.9623259420937951
0.25,0.1,81,1,0.8914829156740363,0.961,0,0.23535064183425203,0.9643865016562347
0.25,0.1,82,1,0.8901360927166518,0.981,0,0.24286735934515272,0.9620548408690406
0.25,0.1,83,1,0.8909535327882284,0.977,0,0.23903335881572357,0.963389108
0.25,0.1,84,1,0.8915773493829176,0.97,0,0.23885074,0.9641025282151452
0.25,0.1,85,1,0.8910208257233847,0.979,0,0.24189065234700136,0.9631464005429825
0.25,0.1,86,1,0.8908192930617727,0.981,0,0.24357188245492364,0.9627356720180894
0.25,0.1,87,1,0.8906207419767747,0.977,0,0.24233132643088084,0.9626528992596517
0.25,0.1,88,1,0.8918425953292748,0.975,0,0.24260711061208537,0.9639798714089627
0.25,0.1,89,1,0.8910240313433335,0.983,0,0.243418706,0.9629801786199829
0.25,0.1,90,1,0.890530933,0.972,0,0.24019235664171495,0.9627907751458826
0.25,0.1,91,1,0.8913950292069731,0.973,0,0.24007834964467517,0.9637635491583394
0.25,0.1,92,1,0.8911888516715539,0.968,0,0.23900922634788607,0.9636532544852946
0.25,0.1,93,1,0.8907208128003815,0.978,0,0.24413903320897856,0.9625632327549821
0.25,0.1,94,1,0.8897125597386373,0.981,0,0.24196860402092252,0.9616841103739392
0.25,0.1,95,1,0.8903266987994936,0.978,0,0.2417283513617312,0.9623931818481336
0.25,0.1,96,1,0.8902056715666768,0.97,0,0.24013969273197577,0.9624352247705328
0.25,0.1,97,1,0.8902768843266674,0.977,0,0.24418136513890193,0.9620652753475307
0.25,0.1,98,1,0.8909120768393818,0.976,0,0.2403709902554108,0.9631944197931561
0.25,0.1,99,1,0.8915141051301904,0.963,0,0.2387513559885944,0.9640432994792566
0.25,0.1,100,1,0.8903515888801237,0.968,0,0.23989933406043942,0.9626240616378661
0.25,0.15,1,1,0.8144419434738837,1,96,0.25,0.9140493452633927
0.25,0.15,2,1,0.8158290105327926,1,99,0.25,0.915681189
0.25,0.15,3,1,0.8141262832348912,1,95,0.25,0.9136779802763427
0.25,0.15,4,1,0.8146741181045242,0.999,0,0.25,0.9143224918876756
0.25,0.15,5,1,0.816162705,1,99,0.25,0.9160737710680473
0.25,0.15,6,1,0.8166294812861158,0.999,0,0.24987179487179484,0.9166455435945253
0.25,0.15,7,1,0.8151421518145029,0.999,0,0.24987179487179484,0.9148957442161569
0.25,0.15,8,1,0.8147312995450848,1,98,0.25,0.9143897641706885
0.25,0.15,9,1,0.816079467,1,100,0.25,0.9159758429751005
0.25,0.15,10,1,0.8158928953843001,0.999,0,0.25,0.9157563475109415
0.25,0.15,11,1,0.8175892749252078,0.998,0,0.24967199327165682,0.9178099716875994
0.25,0.15,12,1,0.8168004555921399,1,98,0.25,0.9168240654025179
0.25,0.15,13,1,0.8151984208754469,0.999,0,0.2498,0.9149746127946435
0.25,0.15,14,1,0.815986794,0.998,0,0.25,0.9158668169970874
0.25,0.15,15,1,0.8158411043980325,0.999,0,0.24966666666666668,0.9157542404682736
0.25,0.15,16,1,0.813748174,1,97,0.25,0.9132331456097027
0.25,0.15,17,1,0.8164286902870246,1,97,0.25,0.9163866944553233
0.25,0.15,18,1,0.8137852572017789,0.999,0,0.2499090909090909,0.9132928159593123
