Group1_tolerance,Group2_tolerance,Run,Dimension,Similarity,Happy_proportion,Coherence,Group1_similarity,Group2_similarity
0.5,0.15,97,1,0.8992894805441636,1.0,175,0.5085772598849932,0.9682386959546062
0.5,0.15,98,1,0.9002487604972214,1.0,170,0.5118049284051787,0.9687976720428764
0.5,0.15,99,1,0.899853347854758,1.0,208,0.5108207898246326,0.9685061522130164
0.5,0.15,100,1,0.9003842151528231,1.0,173,0.5126321797574546,0.968811044928477
0.5,0.2,1,1,0.9000110186197303,1.0,170,0.5106256325278582,0.9687260867535907
0.5,0.2,2,1,0.8999922798695377,1.0,178,0.5112874665105269,0.9685872469328931
0.5,0.2,3,1,0.9001075697606659,1.0,164,0.5106748097736175,0.9688309979936751
0.5,0.2,4,1,0.8990937594730146,1.0,156,0.5088769078621979,0.9679555568161002
0.5,0.2,5,1,0.9003266690977495,1.0,210,0.5108762505959195,0.9690532135392492
0.5,0.2,6,1,0.9001510239885155,1.0,170,0.5114293812421213,0.9687489609437628
0.5,0.2,7,1,0.8997698531564815,1.0,171,0.5099296275634827,0.9685651870846591
0.5,0.2,8,1,0.8999430923310832,1.0,169,0.5112264146450459,0.9685401530992086
0.5,0.2,9,1,0.9007179862486163,1.0,167,0.5122070365412794,0.9692787420793239
0.5,0.2,10,1,0.8998538463357612,1.0,164,0.5100839598462211,0.9686367674809753
0.5,0.2,11,1,0.9007258918378861,1.0,181,0.5131446316891819,0.9691225848053052
0.5,0.2,12,1,0.9010068348606995,1.0,162,0.5124618790570158,0.969573591767233
0.5,0.2,13,1,0.8997497818325688,1.0,179,0.5101565365630618,0.9685015309977768
0.5,0.2,14,1,0.8996460328486676,1.0,163,0.5098665178350833,0.9684306531451832
0.5,0.2,15,1,0.9000594270005798,1.0,171,0.5104722805375154,0.9688100999058276
0.5,0.2,16,1,0.9004721013395622,1.0,184,0.5120266119574433,0.9690213053481728
0.5,0.2,17,1,0.8997058661618873,1.0,163,0.5105858099518856,0.9683741113754182
0.5,0.2,18,1,0.8998952208457169,1.0,175,0.5102576392406709,0.9686547940701381
0.5,0.2,19,1,0.8997713548258178,1.0,187,0.5111324765615594,0.9683546862842177
0.5,0.2,20,1,0.9000072522365672,1.0,182,0.5103729725394,0.9687662427713619
0.5,0.2,21,1,0.9003882017392733,1.0,160,0.5132001370870732,0.9687155072661329
0.5,0.2,22,1,0.8997336376724151,1.0,198,0.511708841366742,0.968208601726358
0.5,0.2,23,1,0.9000964350781537,1.0,174,0.5113589525776718,0.9686971672841223
0.5,0.2,24,1,0.9010572452367338,1.0,177,0.5131637899915018,0.9695090314564812
0.5,0.2,25,1,0.8997262369426309,1.0,171,0.5105798146632344,0.9683991349919373
0.5,0.2,26,1,0.8995232810267855,1.0,165,0.5099280558866345,0.9682753795809301
0.5,0.2,27,1,0.9002081429619767,1.0,175,0.5112097640236355,0.9688549157158023
0.5,0.2,28,1,0.8999698152283815,1.0,158,0.5097642063823298,0.9688296285541561
0.5,0.2,29,1,0.8996342524286026,1.0,170,0.5106435714771544,0.9682796667141527
0.5,0.2,30,1,0.8992351596458119,1.0,180,0.5107479046430875,0.967791734058059
0.5,0.2,31,1,0.9011276064635462,1.0,191,0.5134644531246134,0.9695387511704181
0.5,0.2,32,1,0.900187527156832,1.0,172,0.5110387423945034,0.9688608421148908
0.5,0.2,33,1,0.9004368973449208,1.0,216,0.5120382628630034,0.9689778328417308
0.5,0.2,34,1,0.8995878489188303,1.0,199,0.5106759409774834,0.9682193620849512
0.5,0.2,35,1,0.901114510431833,1.0,174,0.5115779814248425,0.9698562508448322
0.5,0.2,36,1,0.8997038382395731,1.0,169,0.5097784532002747,0.9685142003053331
0.5,0.2,37,1,0.8999031928842515,1.0,166,0.5106254239489483,0.968599269755188
0.5,0.2,38,1,0.900004563818571,1.0,207,0.5109475655148948,0.9686616811662798
0.5,0.2,39,1,0.9002879979456675,1.0,181,0.5107322675890521,0.9690331268321299
0.5,0.2,40,1,0.8997361012970317,1.0,159,0.5093117271708206,0.9686345202604811
0.5,0.2,41,1,0.8999161731367834,1.0,179,0.5101856606661408,0.9686921459257217
0.5,0.2,42,1,0.8999318625855804,1.0,173,0.5110737419723098,0.9685538838702762
0.5,0.2,43,1,0.90025486162035,1.0,169,0.5107736076839715,0.9689868476091236
0.5,0.2,44,1,0.9017258765644055,1.0,172,0.5137402300636449,0.9701939318292474
0.5,0.2,45,1,0.8997748321601586,1.0,181,0.5100897253623854,0.9685427921832953
0.5,0.2,46,1,0.8989800858755659,1.0,170,0.5065020070085053,0.9682409233226943
0.5,0.2,47,1,0.9001918758083014,1.0,199,0.512887853348671,0.9685396444776487
0.5,0.2,48,1,0.9003463292040931,1.0,173,0.5114212385681761,0.9689801687280793
0.5,0.2,49,1,0.9007152929299432,1.0,194,0.5129629901571534,0.9691421698898479
0.5,0.2,50,1,0.9003718228066439,1.0,223,0.5121148972263614,0.9688877508502235
0.5,0.2,51,1,0.9000846163609103,1.0,188,0.5112984635049962,0.9686939374531307
0.5,0.2,52,1,0.9000564789850753,1.0,173,0.5093143263795068,0.9690109765037056
0.5,0.2,53,1,0.9003777846782421,1.0,170,0.5109349365572782,0.9691029931701773
0.5,0.2,54,1,0.9000201717649772,1.0,183,0.510752213967514,0.9687145172586482
0.5,0.2,55,1,0.9006502790506867,1.0,176,0.5118604630686739,0.9692602465769258
0.5,0.2,56,1,0.8997042435072332,1.0,181,0.5105284703788935,0.9683823211181177
0.5,0.2,57,1,0.8997987936253632,1.0,174,0.5108865829434973,0.9684303602162814
0.5,0.2,58,1,0.8998151835324439,1.0,191,0.511465618925622,0.9683474596395308
0.5,0.2,59,1,0.9000180910464514,1.0,174,0.5108517277964962,0.9686945080905621
0.5,0.2,60,1,0.899643083524278,1.0,165,0.5094606233021872,0.968498811798765
0.5,0.2,61,1,0.900484569440023,1.0,168,0.5123791010846573,0.96897376973803
0.5,0.2,62,1,0.9003175439514955,1.0,198,0.5110673445434603,0.969008755611738
0.5,0.2,63,1,0.9010544426762241,1.0,183,0.5129517523097866,0.9695431527408906
0.5,0.2,64,1,0.9001345194698793,1.0,218,0.5104940412954068,0.9688946038536113
0.5,0.2,65,1,0.8996559093881427,1.0,183,0.5089189145095707,0.9686094967196552
0.5,0.2,66,1,0.9003119366618224,1.0,208,0.5125412617920234,0.9687420557564934
0.5,0.2,67,1,0.8996856355925306,1.0,163,0.5095180488921235,0.9685387391278973
0.5,0.2,68,1,0.9005134450434661,1.0,171,0.5112171975894161,0.9692127828294756
0.5,0.2,69,1,0.9012777548226723,1.0,192,0.5131635383375209,0.9697684989082878
0.5,0.2,70,1,0.900207913189799,1.0,173,0.5124030316040269,0.96864406876376
0.5,0.2,71,1,0.9003269022619864,1.0,185,0.5111329602928721,0.9690081861388893
0.5,0.2,72,1,0.9005330526747602,1.0,196,0.5126678384318288,0.9689798551882192
0.5,0.2,73,1,0.9002107798084589,1.0,187,0.5107592987518904,0.968937511759619
0.5,0.2,74,1,0.8995731293543391,1.0,187,0.5122308300739603,0.9679276527567596
0.5,0.2,75,1,0.8989487370548213,1.0,173,0.5083459566760377,0.9678786394746081
0.5,0.2,76,1,0.8996504894297412,1.0,156,0.5100261098500076,0.9684077328849888
0.5,0.2,77,1,0.9005721882433626,1.0,203,0.5114296576979441,0.969244399516084
0.5,0.2,78,1,0.9002150609271745,1.0,184,0.5114052957750976,0.9688285488951897
0.5,0.2,79,1,0.8993924720318495,1.0,175,0.50896043498729,0.9682922432750082
0.5,0.2,80,1,0.8986379684725407,1.0,166,0.5082898990815107,0.9675229218944875
0.5,0.2,81,1,0.9003730634455284,1.0,188,0.5115567506376267,0.9689877068822177
0.5,0.2,82,1,0.8998594610288239,1.0,167,0.5108543184122414,0.9685074273729279
0.5,0.2,83,1,0.899745962127986,1.0,190,0.5108389492316934,0.9683766114626272
0.5,0.2,84,1,0.8986808752095872,1.0,177,0.5095380650848111,0.9673531358198422
0.5,0.2,85,1,0.8997898080825049,1.0,185,0.5093026112519192,0.96869931340555
0.5,0.2,86,1,0.9008460054440529,1.0,175,0.5129120018554655,0.9693049472538048
0.5,0.2,87,1,0.8997611973240565,1.0,162,0.5103470309283105,0.9684813443350709
0.5,0.2,88,1,0.8992143995630438,1.0,165,0.5081247933571195,0.9682302124229132
0.5,0.2,89,1,0.900380445517598,1.0,167,0.5105346938384621,0.9691767546374459
0.5,0.2,90,1,0.9006123095722478,1.0,172,0.5106407658577449,0.969430817286573
0.5,0.2,91,1,0.8998381358646911,1.0,155,0.509623481978681,0.9686995453739876
0.5,0.2,92,1,0.9002445068331585,1.0,183,0.5107119666771402,0.9689855433312797
0.5,0.2,93,1,0.9005662804079447,1.0,172,0.5117058830866552,0.9691887034646444
0.5,0.2,94,1,0.9003482129827488,1.0,183,0.5123505910168201,0.968818381564972
0.5,0.2,95,1,0.8993657894391572,1.0,189,0.5098369138013914,0.9681061792575869
0.5,0.2,96,1,0.8996120800727293,1.0,187,0.5093966603129677,0.9684736247362168
0.5,0.2,97,1,0.8998498545358773,1.0,170,0.5111444729969928,0.9684449218662697
0.5,0.2,98,1,0.8998924418403318,1.0,159,0.5093138209246617,0.9688180808254504
0.5,0.2,99,1,0.8996764542136151,1.0,226,0.5107466330825949,0.9683111285308548
0.5,0.2,100,1,0.8998415664313221,1.0,203,0.5115148866918896,0.9683698040323993
0.9,0.5,1,1,0.9812447281317797,1.0,302,0.9066572981122196,0.9944072157822904
0.9,0.5,2,1,0.981283321116212,1.0,280,0.9066997882619104,0.9944451210316769
0.9,0.5,3,1,0.9813318912373253,1.0,296,0.9068928233174908,0.9944681973408251
0.9,0.5,4,1,0.981297346890931,1.0,297,0.9068050728643413,0.9944430423073874
0.9,0.5,5,1,0.9813107699676775,1.0,338,0.9070341407378313,0.9944184104200039
0.9,0.5,6,1,0.9812681151872147,1.0,270,0.9067740340642646,0.9944141295030298
0.9,0.5,7,1,0.9812075589409376,1.0,278,0.9063348061957999,0.9944203976606677
0.9,0.5,8,1,0.9812492903439262,1.0,269,0.9066106886203428,0.9944208082951478
0.9,0.5,9,1,0.9812816117968277,1.0,292,0.9066524101609074,0.9944514709090487
0.9,0.5,10,1,0.981247527343692,1.0,272,0.9065319230939763,0.9944326339759949
0.9,0.5,11,1,0.981231644689918,1.0,275,0.9064371353398438,0.994430675751696
0.9,0.5,12,1,0.9812363893738797,1.0,274,0.9065121131252973,0.9944230263589244
0.9,0.5,13,1,0.9812598263631478,1.0,283,0.9065511274358318,0.9944437144091445
0.9,0.5,14,1,0.9813390675354376,1.0,293,0.9071507303424414,0.9944311270400852
0.9,0.5,15,1,0.9813003656644225,1.0,296,0.906833125368117,0.9944416433637706
0.9,0.5,16,1,0.9813133577572971,1.0,294,0.9069376140172932,0.9944384890055327
0.9,0.5,17,1,0.981272177425006,1.0,299,0.9067539932320561,0.9944224452237616
0.9,0.5,18,1,0.9812721120549497,1.0,266,0.9066189961006124,0.9944461913410096
0.9,0.5,19,1,0.9811725070806475,1.0,300,0.906025951363851,0.9944336639718464
0.9,0.5,20,1,0.9812680063018644,1.0,325,0.9065788609999296,0.9944484437080879
0.9,0.5,21,1,0.9811954456687675,1.0,292,0.906169062815453,0.9944353955840588
0.9,0.5,22,1,0.9812585957926753,1.0,274,0.9065578498359464,0.9944410803732764
0.9,0.5,23,1,0.9812566247762877,1.0,324,0.9066442856785812,0.9944235081464716
0.9,0.5,24,1,0.9812982141358195,1.0,272,0.906863633366692,0.9944337283891947
0.9,0.5,25,1,0.9812673035997439,1.0,303,0.9064619509501411,0.9944682481849682
0.9,0.5,26,1,0.9812923763523951,1.0,290,0.9066973294839774,0.9944562081527047
0.9,0.5,27,1,0.9811798863302248,1.0,276,0.9061858108724402,0.9944141349404223
0.9,0.5,28,1,0.9812975780370609,1.0,296,0.9068095318989047,0.9944425273555585
0.9,0.5,29,1,0.9812658074506148,1.0,266,0.9066968412637053,0.9944250367777172
0.9,0.5,30,1,0.981238304680834,1.0,300,0.9063611810347557,0.9944519147360239
0.9,0.5,31,1,0.9813069560014491,1.0,313,0.9067951906722156,0.9944560910595502
0.9,0.5,32,1,0.9812085463763364,1.0,292,0.9063045011854448,0.9944269072923766
0.9,0.5,33,1,0.9812152205053716,1.0,274,0.9063244640124534,0.9944312363570635
0.9,0.5,34,1,0.9812305667989641,1.0,272,0.9063911015437609,0.9944375312557653
0.9,0.5,35,1,0.9813168372826583,1.0,285,0.9070822216114468,0.9944170635775776
0.9,0.5,36,1,0.981307215107084,1.0,288,0.9068273817139554,0.994450715117636
0.9,0.5,37,1,0.9812267731595135,1.0,263,0.9062996240389513,0.9944492112396132
0.9,0.5,38,1,0.9812914132089645,1.0,299,0.9068428245039474,0.9944293994510265
0.9,0.5,39,1,0.9812826757388321,1.0,272,0.9067335519462624,0.994438403466933
0.9,0.5,40,1,0.9812374023818209,1.0,283,0.9065143827005395,0.9944238176196949
0.9,0.5,41,1,0.9812583549960796,1.0,279,0.9064571784152258,0.994458562627995
0.9,0.5,42,1,0.9812882848519949,1.0,297,0.9065068859931322,0.9944850022976768
0.9,0.5,43,1,0.9812662108781713,1.0,302,0.9066268873133474,0.9944378562131393
0.9,0.5,44,1,0.9811834690369642,1.0,299,0.906153650649782,0.9944240252229382
0.9,0.5,45,1,0.9812745234403067,1.0,273,0.906683491827216,0.9944376466661462
0.9,0.5,46,1,0.9813145144890418,1.0,290,0.9068739517508256,0.9944510843840221
0.9,0.5,47,1,0.9812814059002732,1.0,283,0.9066323961585679,0.9944547605605742
0.9,0.5,48,1,0.9812454895725281,1.0,276,0.9064888474734166,0.994437838178254
0.9,0.5,49,1,0.981272612702477,1.0,294,0.9066953055552701,0.9944333139637485
0.9,0.5,50,1,0.9812017124425314,1.0,305,0.9062462613440128,0.9944291449893289
0.9,0.5,51,1,0.9812828921710338,1.0,255,0.9066448017576747,0.9944543198910392
0.9,0.5,52,1,0.9813384755239931,1.0,291,0.9070069892623103,0.9944557966289954
0.9,0.5,53,1,0.9812650154122238,1.0,302,0.9067945432699175,0.9944068634373368
0.9,0.5,54,1,0.981294624626745,1.0,273,0.9067754460285047,0.9944450679087878
0.9,0.5,55,1,0.9812201189712852,1.0,257,0.9062451394008114,0.9944509977190167
0.9,0.5,56,1,0.9812760773898523,1.0,295,0.9067174486928762,0.9944334824540244
0.9,0.5,57,1,0.9811887148854218,1.0,296,0.9063749148635568,0.9943911501833973
0.9,0.5,58,1,0.9812482199551544,1.0,292,0.9065153619811332,0.9944363713623353
0.9,0.5,59,1,0.9812550874306072,1.0,316,0.9066915408804592,0.994413360351222
0.9,0.5,60,1,0.981225650704562,1.0,295,0.9064119188932951,0.9944280739653744
0.9,0.5,61,1,0.9812996743835622,1.0,264,0.9068825461553783,0.9944321087767717
0.9,0.5,62,1,0.9811944670799321,1.0,283,0.9061673679217875,0.9944345434019582
0.9,0.5,63,1,0.981208727389796,1.0,256,0.9064043516154772,0.9944094995852637
0.9,0.5,64,1,0.9812630758261212,1.0,299,0.9066997469106949,0.9944213103406087
0.9,0.5,65,1,0.9811871821531828,1.0,288,0.9060064752730439,0.994454365720266
0.9,0.5,66,1,0.9812911772258424,1.0,286,0.9067481248767626,0.9944458335227393
0.9,0.5,67,1,0.9813137435450103,1.0,272,0.9069080506565061,0.9944441599370992
0.9,0.5,68,1,0.9812545671452771,1.0,286,0.9065272377356555,0.9944417429234456
0.9,0.5,69,1,0.9813275959830644,1.0,327,0.9069775928188939,0.9944481847767418
0.9,0.5,70,1,0.9812693123578914,1.0,283,0.9066357209212135,0.9944399461408356
0.9,0.5,71,1,0.9812287948373993,1.0,283,0.9063257033044151,0.9944469874608668
0.9,0.5,72,1,0.9812249253450249,1.0,296,0.9064238607944911,0.9944251132068834
0.9,0.5,73,1,0.9812553573430082,1.0,295,0.9065411109765406,0.9944402243488549
0.9,0.5,74,1,0.9812825398232377,1.0,300,0.9067024550747419,0.9944437312494427
0.9,0.5,75,1,0.981291526355544,1.0,320,0.90666369430927,0.994461143775475
0.9,0.5,76,1,0.9812753455257276,1.0,277,0.9067293118840557,0.9944305279330816
0.9,0.5,77,1,0.9813208469885208,1.0,277,0.9069251097686049,0.9944495064979176
0.9,0.5,78,1,0.9812264194923743,1.0,281,0.9064128077040162,0.9944288215726726
0.9,0.5,79,1,0.9813087199837409,1.0,282,0.9069681403162758,0.9944276458074115
0.9,0.5,80,1,0.9812669125433989,1.0,283,0.9066734775175456,0.9944304599009023
0.9,0.5,81,1,0.9811959262846961,1.0,271,0.9062154416607829,0.9944277765124453
0.9,0.5,82,1,0.981274767770996,1.0,330,0.9068026109244909,0.9944169130968502
0.9,0.5,83,1,0.9812603914874933,1.0,270,0.9066155597544391,0.9944330088521494
0.9,0.5,84,1,0.9812843469960308,1.0,312,0.9068305262548823,0.9944232565385871
0.9,0.5,85,1,0.9812566654988784,1.0,276,0.9066130826295845,0.9944290624758122
0.9,0.5,86,1,0.9812929585036989,1.0,296,0.9068585910252278,0.9944284351175465
0.9,0.5,87,1,0.9812897212087504,1.0,316,0.906689239763747,0.9944545120519865
0.9,0.5,88,1,0.9812604936089856,1.0,290,0.9065608411309294,0.9944427852227615
0.9,0.5,89,1,0.9812883612239314,1.0,282,0.9066621246048353,0.9944576970978893
0.9,0.5,90,1,0.9812954066533867,1.0,299,0.9067188185957882,0.9944559810164924
0.9,0.5,91,1,0.9813262269657298,1.0,275,0.9068453460629122,0.9944699118309321
0.9,0.5,92,1,0.9812108217029117,1.0,294,0.9062204600942397,0.9944444149279718
0.9,0.5,93,1,0.9812550006678599,1.0,270,0.9066597903045303,0.9944188613202124
0.9,0.5,94,1,0.9813140924345043,1.0,318,0.9068452816943213,0.9944556472710082
0.9,0.5,95,1,0.9812251449327134,1.0,300,0.9063455607386305,0.9944391892022572
0.9,0.5,96,1,0.9811556832530581,1.0,292,0.9060832955293844,0.9944037516748826
0.9,0.5,97,1,0.9812964867380569,1.0,281,0.9069311873664961,0.9944197748624506
0.9,0.5,98,1,0.9812149461274883,1.0,291,0.9063165956608012,0.9944323020921977
0.9,0.5,99,1,0.9813051329812915,1.0,286,0.9069183389744806,0.994432214276611
0.9,0.5,100,1,0.9812669517883298,1.0,285,0.9065183509849436,0.994457881341869
0.9,0.9,1,1,0.9812613846432381,1.0,254,0.9065113803015818,0.9944525618800011
0.9,0.9,2,1,0.9812989339842092,1.0,253,0.9067483189705388,0.9944549248689744
0.9,0.9,3,1,0.9812374931925768,1.0,213,0.906366887954732,0.9944499529404319
0.9,0.9,4,1,0.9812782086642757,1.0,231,0.9066991409692691,0.9944392206104536
0.9,0.9,5,1,0.9812696752720605,1.0,254,0.9067226875514456,0.9944250260462875
0.9,0.9,6,1,0.9812549131092516,1.0,244,0.9065130815819843,0.9944446480846515
0.9,0.9,7,1,0.9811499385003303,1.0,221,0.9060064233771665,0.9944105588161827
0.9,0.9,8,1,0.9812808553308361,1.0,273,0.9066887556376522,0.9944441670413982
0.9,0.9,9,1,0.981325870195546,1.0,239,0.9069534711977864,0.9944504111951511
0.9,0.9,10,1,0.9813341586927571,1.0,294,0.90724155075829,0.9944093247988391
0.9,0.9,11,1,0.9812170901831684,1.0,319,0.9064874502729346,0.9944046736967389
0.9,0.9,12,1,0.9812404407317629,1.0,258,0.9065170170170876,0.9944269272696475
0.9,0.9,13,1,0.9812514668451245,1.0,253,0.9064546094202327,0.994450912273046
0.9,0.9,14,1,0.9813287165853747,1.0,268,0.907023864556935,0.9944413375315694
0.9,0.9,15,1,0.9812370921205087,1.0,233,0.9064646954061938,0.9944322209524472
0.9,0.9,16,1,0.9812635988177543,1.0,235,0.9064857297297332,0.9944596933626989
0.9,0.9,17,1,0.9812283905153492,1.0,231,0.9064627550608652,0.9944223261837882
0.9,0.9,18,1,0.9813002938725902,1.0,229,0.9068643737706998,0.9944360444788062
0.9,0.9,19,1,0.9811705019260466,1.0,227,0.9060427347633297,0.9944283431900559
0.9,0.9,20,1,0.9812131575206,1.0,234,0.9063690287852849,0.9944209449444794
0.9,0.9,21,1,0.9812453255694898,1.0,276,0.9065133452264618,0.9944333221006122
0.9,0.9,22,1,0.9812302099179052,1.0,242,0.9063414953005959,0.9944458654386064
0.9,0.9,23,1,0.9812449102564237,1.0,263,0.9064399525748119,0.994445785141414
0.9,0.9,24,1,0.9812896281407261,1.0,291,0.9068861536086579,0.9944196530581498
0.9,0.9,25,1,0.9812788434377779,1.0,277,0.9067325573020237,0.99443407040291
0.9,0.9,26,1,0.9812137793071034,1.0,236,0.9063529582923046,0.9944245124273616
0.9,0.9,27,1,0.9812851475953068,1.0,249,0.9067876175236596,0.9944317705491266
0.9,0.9,28,1,0.9812400850134317,1.0,225,0.906642512733574,0.994404362474583
0.9,0.9,29,1,0.9812735121837783,1.0,242,0.9066696600690541,0.9944388978510826
0.9,0.9,30,1,0.9812377413212378,1.0,265,0.9065563845257663,0.9944168042851451
0.9,0.9,31,1,0.9813406125785102,1.0,271,0.907122623387396,0.9944379047887068
0.9,0.9,32,1,0.9812901768828186,1.0,227,0.9067244564708258,0.9944488334261117
0.9,0.9,33,1,0.9811798261890577,1.0,227,0.9062251026212526,0.9944071303480825
0.9,0.9,34,1,0.9813233175575183,1.0,238,0.9069472041883563,0.99444851403443
0.9,0.9,35,1,0.9812293146458342,1.0,227,0.9064368130378159,0.99442799140019
0.9,0.9,36,1,0.981269893724533,1.0,234,0.906663316853118,0.9944357602312534
0.9,0.9,37,1,0.981283704359227,1.0,225,0.9069086460681963,0.9944087146458789
0.9,0.9,38,1,0.9812632724934685,1.0,277,0.9066828688207573,0.994424520200417
0.9,0.9,39,1,0.9812671106060563,1.0,254,0.9065973501751609,0.9944441271526855
0.9,0.9,40,1,0.981250621886935,1.0,238,0.9065470860163316,0.9944335988052768
0.9,0.9,41,1,0.9812297120082538,1.0,260,0.9065210582722362,0.9944135920793158
0.9,0.9,42,1,0.9812383341174852,1.0,221,0.9064891121098333,0.9944293732953056
0.9,0.9,43,1,0.9811799558977423,1.0,234,0.9060513700208083,0.9944379416407312
0.9,0.9,44,1,0.9812283990255977,1.0,238,0.906453702729675,0.994423933666055
0.9,0.9,45,1,0.981170398838883,1.0,223,0.9060742611801832,0.9944226584257123
0.9,0.9,46,1,0.9813208077378909,1.0,259,0.9069295079344749,0.9944486841737876
0.9,0.9,47,1,0.981294917752263,1.0,257,0.9068131794058539,0.9944387539310414
0.9,0.9,48,1,0.9812471096537014,1.0,265,0.9063565904737187,0.9944630836266403
0.9,0.9,49,1,0.9811796295262399,1.0,252,0.9062748970883476,0.9943981117211624
0.9,0.9,50,1,0.981277187590427,1.0,249,0.9068154929204133,0.9944174866498409
0.9,0.9,51,1,0.9811850538279445,1.0,227,0.9059696765150407,0.9944583557066933
0.9,0.9,52,1,0.9812159832672371,1.0,248,0.9064794487962189,0.994404783468005
0.9,0.9,53,1,0.9812562448154617,1.0,237,0.9064534603997748,0.9944567361829366
0.9,0.9,54,1,0.9813101932564293,1.0,254,0.9069156156794153,0.9944386481229623
0.9,0.9,55,1,0.9811929723392957,1.0,248,0.9061771333048134,0.9944310615806746
0.9,0.9,56,1,0.9812250579365247,1.0,236,0.9063257582299006,0.9944425814141644
0.9,0.9,57,1,0.9812701055742802,1.0,257,0.9065643125119711,0.9944534808205703
0.9,0.9,58,1,0.9812688220663631,1.0,240,0.9067075515154348,0.9944266933400566
0.9,0.9,59,1,0.9812868476316001,1.0,235,0.9067021426988634,0.994448854384436
0.9,0.9,60,1,0.9813179783706999,1.0,254,0.907006174602166,0.9944318260945589
0.9,0.9,61,1,0.9812673279772894,1.0,270,0.9066089197831542,0.9944423411880192
0.9,0.9,62,1,0.9812944880692468,1.0,239,0.906836429977292,0.9944341453795914
0.9,0.9,63,1,0.9813126891707094,1.0,273,0.9068657678199238,0.994450381173789
0.9,0.9,64,1,0.9811256082121983,1.0,215,0.9058544489289491,0.9944087539680659
0.9,0.9,65,1,0.9812124893672562,1.0,283,0.9064412440817778,0.9944074150058698
0.9,0.9,66,1,0.9811940451591264,1.0,268,0.9062280015614319,0.9944233469704841
0.9,0.9,67,1,0.9813335522980499,1.0,246,0.9069033728941556,0.9944682898399133
0.9,0.9,68,1,0.9812702206704044,1.0,243,0.9067341128979381,0.9944236514537805
0.9,0.9,69,1,0.9812863700805731,1.0,250,0.9068088109768899,0.9944294687459291
0.9,0.9,70,1,0.981209009203707,1.0,220,0.9061214688036436,0.9944597516272481
0.9,0.9,71,1,0.9812606187900753,1.0,276,0.9065651888917153,0.9944421652427278
0.9,0.9,72,1,0.9811975637489023,1.0,230,0.906220544520778,0.9944288024362179
0.9,0.9,73,1,0.9813443549556958,1.0,250,0.9069776117438295,0.9944678978754369
0.9,0.9,74,1,0.9812851390068611,1.0,242,0.9067207482951053,0.994443560897171
0.9,0.9,75,1,0.9812515853995172,1.0,250,0.9064983635353779,0.9944433304343647
0.9,0.9,76,1,0.9811910213687121,1.0,206,0.9061015081517682,0.9944421119364081
0.9,0.9,77,1,0.9812193718790098,1.0,289,0.9064621358918129,0.9944118252885151
0.9,0.9,78,1,0.9812681677793563,1.0,246,0.9068356298804975,0.994403321526214
0.9,0.9,79,1,0.9812170121286469,1.0,250,0.9063437144604164,0.9944299470112755
0.9,0.9,80,1,0.9812820200671742,1.0,229,0.9066910547816966,0.9944451315881409
0.9,0.9,81,1,0.9812201088309542,1.0,280,0.906418537359047,0.9944203861495261
0.9,0.9,82,1,0.9812090451636304,1.0,204,0.9063253827646514,0.9944238091163913
0.9,0.9,83,1,0.9812613036555096,1.0,262,0.9067005006908698,0.9944190924139755
0.9,0.9,84,1,0.9812158301130732,1.0,241,0.9061613972136464,0.9944607300365018
0.9,0.9,85,1,0.9812292463874082,1.0,262,0.9065469252054362,0.9944084795371683
0.9,0.9,86,1,0.9811931396934912,1.0,227,0.9063218005460302,0.9944057289548077
0.9,0.9,87,1,0.9811560303951151,1.0,234,0.9059643219488406,0.9944251554150456
0.9,0.9,88,1,0.9812315944076726,1.0,248,0.9064204694380349,0.9944335576376084
0.9,0.9,89,1,0.9812178071752866,1.0,221,0.9064239752599148,0.9944167186897638
0.9,0.9,90,1,0.981288191300037,1.0,266,0.9067437835831549,0.9944430867794855
0.9,0.9,91,1,0.9812103681154103,1.0,209,0.9062766154116804,0.9944339715337162
0.9,0.9,92,1,0.9812452600579175,1.0,269,0.9065404774458631,0.9944284569894557
0.9,0.9,93,1,0.9812489722490269,1.0,229,0.906578495111234,0.9944261152733429
0.9,0.9,94,1,0.9812918938049763,1.0,239,0.9068551698526651,0.9944277862671486
0.9,0.9,95,1,0.981271753261028,1.0,223,0.9067304056914387,0.994426108714485
0.9,0.9,96,1,0.9813365866056022,1.0,223,0.907022440422154,0.9944508476967996
0.9,0.9,97,1,0.9811759839571953,1.0,267,0.9059912494623711,0.9944438782798113
0.9,0.9,98,1,0.9812504479755874,1.0,237,0.9066073309639592,0.9944227627423453
0.9,0.9,99,1,0.9812128112170505,1.0,235,0.9062649970116757,0.9944388960768225
0.9,0.9,100,1,0.9812065875354735,1.0,247,0.9064239898778773,0.9944035165338733
0.9,0.5,1,1,0.9813182895124893,1.0,278,0.9068685142530849,0.9944564851465019
0.9,0.5,2,1,0.981321046873851,1.0,277,0.906911793512183,0.9944520915847332
0.9,0.5,3,1,0.9812972828079065,1.0,324,0.906993173155617,0.9944097727465465
0.9,0.5,4,1,0.9813016110958285,1.0,314,0.9069126086724016,0.9944290821117273
0.9,0.5,5,1,0.9812292003872113,1.0,267,0.9063268395099677,0.9944472640714309
0.9,0.5,6,1,0.9812320209327458,1.0,285,0.9064591843131238,0.9944272273950312
0.9,0.5,7,1,0.9811819150297031,1.0,265,0.9060954253625793,0.9944324720297838
0.9,0.5,8,1,0.9812939001012423,1.0,275,0.9068730613488378,0.9944269892928429
