Group1_tolerance,Group2_tolerance,Run,Dimension,Similarity,Happy_proportion,Coherence,Group1_similarity,Group2_similarity
0.5,0.5,82,1,0.9004171013111482,1.0,162,0.5115484619907508,0.969040978838278
0.5,0.5,83,1,0.9000626483430829,1.0,180,0.5107936642543505,0.9687571749469779
0.5,0.5,84,1,0.9001536453402672,1.0,180,0.51065004670957,0.9688895745103908
0.5,0.5,85,1,0.9004221867567086,1.0,201,0.5130877612062348,0.9687753206773819
0.5,0.5,86,1,0.9002616334803183,1.0,151,0.5108216531182838,0.9689863358971491
0.5,0.5,87,1,0.8996653550882641,1.0,170,0.5106552022026815,0.9683142055974862
0.5,0.5,88,1,0.9000003485757925,1.0,170,0.5101188159827731,0.9688029719745614
0.5,0.5,89,1,0.9001337321115758,1.0,173,0.5103893748315909,0.9689121481021622
0.5,0.5,90,1,0.9003272737973022,1.0,198,0.5112037624780221,0.9689961287359997
0.5,0.5,91,1,0.9000105183280017,1.0,152,0.5102238988123168,0.9687963923601821
0.5,0.5,92,1,0.9010413749543642,1.0,174,0.5132600544915401,0.9694733726830987
0.5,0.5,93,1,0.9006541845253316,1.0,197,0.5120720862611965,0.9692274959837097
0.5,0.5,94,1,0.9009266282368373,1.0,183,0.5139687491121766,0.9692133127882482
0.5,0.5,95,1,0.8998072900890435,1.0,176,0.5101058359222944,0.9685781349419996
0.5,0.5,96,1,0.8999796540070476,1.0,172,0.5101320581346113,0.9687762885727725
0.5,0.5,97,1,0.9003656133986817,1.0,189,0.5115448289632007,0.9689810459461201
0.5,0.5,98,1,0.900472301152927,1.0,296,0.5123568206897002,0.9689632682934975
0.5,0.5,99,1,0.9000808105844748,1.0,189,0.5099038052771052,0.9689355762269521
0.5,0.5,100,1,0.9005914862152237,1.0,186,0.5130565087172458,0.9689800116560442
0.5,0.9,1,1,0.8996836717983745,1.0,147,0.5097135549535065,0.9685019277121752
0.5,0.9,2,1,0.9000073904715945,1.0,133,0.5104794312272428,0.9687476185735394
0.5,0.9,3,1,0.8992750847379136,1.0,157,0.5083089494645182,0.9682691086096898
0.5,0.9,4,1,0.9010721042909846,1.0,131,0.5132857041503015,0.9695049984334587
0.5,0.9,5,1,0.9008261843120132,1.0,148,0.5117147842739302,0.969492901965793
0.5,0.9,6,1,0.9001766156358033,1.0,137,0.509509270933518,0.9691179117597374
0.5,0.9,7,1,0.9011015668328985,1.0,119,0.5114749089006216,0.9698592123503601
0.5,0.9,8,1,0.8998521640780036,1.0,145,0.5112185404257928,0.9684345682519238
0.5,0.9,9,1,0.9003788872295878,1.0,135,0.511768376335862,0.9689572126814231
