g1_t,g2_t,Run,Dimension,Similarity,Happy_proportion,Coherence,Group1_similarity,Group2_similarity
0.9,0.5,32,1,0.9812584220436187,1,295,0.9066509061890021,0.9944244542532572
0.9,0.5,33,1,0.981267114,1,309,0.9067739348627571,0.994412969
0.9,0.5,34,1,0.9812956709800685,1,308,0.9069196897132705,0.9944208441447976
0.9,0.5,35,1,0.9811672675985676,1,266,0.9061337135469039,0.994408483
0.9,0.5,36,1,0.9811826095100717,1,274,0.9062062798037783,0.994413727
0.9,0.5,37,1,0.9812745247187192,1,285,0.9066579376082501,0.9944421577382139
0.9,0.5,38,1,0.9812101118220216,1,283,0.9063247690820733,0.9944251723055423
0.9,0.5,39,1,0.9812016038384899,1,264,0.9063181193490467,0.9944163363954507
0.9,0.5,40,1,0.9812244487078443,1,276,0.9063433237305526,0.9944387648803075
0.9,0.5,41,1,0.9812511842601314,1,321,0.9064445200729565,0.9944523602931611
0.9,0.5,42,1,0.9812636862595268,1,311,0.9066550254117732,0.9944299205267776
0.9,0.5,43,1,0.9812253740948611,1,339,0.9064718713214999,0.9944171687019246
0.9,0.5,44,1,0.9812762049750549,1,291,0.9066821481396219,0.9944398620636609
0.9,0.5,45,1,0.9813352545839615,1,292,0.9069730806231145,0.9944579911652868
0.9,0.5,46,1,0.9813086903826069,1,324,0.9068120180189857,0.9944551619761872
0.9,0.5,47,1,0.9813043533759036,1,288,0.9068431459583565,0.9944445664495883
0.9,0.5,48,1,0.9812710738906657,1,301,0.9066498458629145,0.9944395258955628
0.9,0.5,49,1,0.9813464450290272,1,308,0.9071085344272615,0.9944472527822799
0.9,0.5,50,1,0.9812409059536753,1,258,0.9064490035679457,0.994439477
0.9,0.5,51,1,0.9812599760925291,1,266,0.9066707351571455,0.9944227833164204
0.9,0.5,52,1,0.9812823760456446,1,260,0.9067865924390676,0.9944286907997457
0.9,0.5,53,1,0.9812561039722522,1,261,0.9066258372960037,0.9944261510327665
0.9,0.5,54,1,0.981244728,1,263,0.9063655075460662,0.9944587080541764
0.9,0.5,55,1,0.9813063246834112,1,295,0.9068853171665643,0.9944394436569723
0.9,0.5,56,1,0.9813335150462822,1,344,0.9069769632006542,0.9944552594896284
0.9,0.5,57,1,0.9812553541225443,1,312,0.9065390973185398,0.9944405759114867
0.9,0.5,58,1,0.9812589262688385,1,304,0.9065971793854364,0.9944345286600274
0.9,0.5,59,1,0.9812660639680697,1,268,0.9066800573277741,0.9944283
0.9,0.5,60,1,0.98126452,1,270,0.9065767675243804,0.9944447119065699
0.9,0.5,61,1,0.9813033556340842,1,307,0.906782157,0.9944541553723141
0.9,0.5,62,1,0.9812615418857498,1,297,0.9065337134997575,0.9944488057185715
0.9,0.5,63,1,0.9812439275470038,1,285,0.9067021615238487,0.9943983568452075
0.9,0.5,64,1,0.98132901,1,284,0.9070815226898733,0.9944315082188937
0.9,0.5,65,1,0.9812330309711652,1,263,0.906444853,0.9944309448182018
0.9,0.5,66,1,0.9812973780552376,1,269,0.9069560433136489,0.9944164371272822
0.9,0.5,67,1,0.9813123299715055,1,346,0.9069473529174542,0.9944355612163382
0.9,0.5,68,1,0.9813386701278501,1,328,0.9071317983233693,0.9944340004462882
0.9,0.5,69,1,0.9812513115878548,1,279,0.9065645224965654,0.994431333
0.9,0.5,70,1,0.9812823662779937,1,301,0.9067597392764143,0.9944334181018015
0.9,0.5,71,1,0.981162919,1,320,0.9062159472993049,0.9943888551538811
0.9,0.5,72,1,0.9812478160082061,1,261,0.906576323,0.9944251383832144
0.9,0.5,73,1,0.9812541336985287,1,283,0.9065631876284567,0.9944348888873649
0.9,0.5,74,1,0.9812801550547421,1,316,0.9068369601625178,0.9944171894474872
0.9,0.5,75,1,0.9812106319880706,1,262,0.9062970940768729,0.9944306680900465
0.9,0.5,76,1,0.9811952409569981,1,312,0.9061940512988577,0.9944307450143168
0.9,0.5,77,1,0.9812699871281931,1,283,0.906575259,0.9944514097650499
0.9,0.5,78,1,0.9813037608108774,1,306,0.9070392229111245,0.9944092674990684
0.9,0.5,79,1,0.9812211608912598,1,283,0.906394048,0.9944259455431564
0.9,0.5,80,1,0.9812350630180761,1,262,0.9065184804149727,0.9944203423009765
0.9,0.5,81,1,0.9813320942913243,1,283,0.9070635148910516,0.994438314
0.9,0.5,82,1,0.9813562513128978,1,277,0.9073056320215949,0.9944240076584223
0.9,0.5,83,1,0.9811863517831935,1,282,0.9062280865313898,0.9944142809452766
0.9,0.5,84,1,0.9812813970328276,1,319,0.9065673297215915,0.9944662324406929
0.9,0.5,85,1,0.9812067973513234,1,340,0.9063184758295932,0.994422384
0.9,0.5,86,1,0.9812082913659348,1,280,0.9062561535649356,0.9944351392131696
0.9,0.5,87,1,0.9813059419567475,1,290,0.90677804,0.9944579246831732
0.9,0.5,88,1,0.9812457675179433,1,313,0.9064712673763412,0.9944412675429323
0.9,0.5,89,1,0.981328421,1,283,0.9070303863256055,0.9944398391056879
0.9,0.5,90,1,0.9813520343297176,1,290,0.9072328904354926,0.9944318832522285
0.9,0.5,91,1,0.9811861281911665,1,263,0.9061524944265928,0.9944273576790323
0.9,0.5,92,1,0.9812735285913031,1,320,0.9066359788745947,0.9944448608942521
0.9,0.5,93,1,0.9812573774820107,1,277,0.9066113990006454,0.9944301972140169
0.9,0.5,94,1,0.9813455400522734,1,290,0.9070387453644077,0.9944585038207207
0.9,0.5,95,1,0.9812294201673053,1,276,0.906518119,0.9944137675001639
0.9,0.5,96,1,0.9812505037202022,1,279,0.906539981,0.9944347136228505
0.9,0.5,97,1,0.981278821,1,318,0.9067207158613805,0.9944361336489129
0.9,0.5,98,1,0.9811930828176176,1,275,0.9062550616936949,0.9944174394865447
0.9,0.5,99,1,0.9812380352856199,1,262,0.9065064060140626,0.9944259698629534
0.9,0.5,100,1,0.9812618295504426,1,305,0.9067215830265873,0.9944159907017109
0.9,0.9,1,1,0.9813136168715859,1,253,0.9067472849687719,0.9944723813250238
0.9,0.9,2,1,0.981266781,1,258,0.9067114254400291,0.9944236087315514
0.9,0.9,3,1,0.9811354800939188,1,240,0.906021139,0.9943909519787963
0.9,0.9,4,1,0.9812022920276512,1,245,0.9062183821083907,0.9944347467192849
0.9,0.9,5,1,0.981249431,1,258,0.906385628,0.9944606900940767
0.9,0.9,6,1,0.9813531739951316,1,267,0.9071573125498734,0.994446561
0.9,0.9,7,1,0.9812885494840651,1,243,0.9068411663790737,0.9944263229731811
0.9,0.9,8,1,0.981228976,1,229,0.9064007359724906,0.9944339591540643
0.9,0.9,9,1,0.9812077515235198,1,219,0.9062425442100065,0.9944369057553158
0.9,0.9,10,1,0.9812858643156507,1,227,0.9067256691330221,0.9944435458184674
0.9,0.9,11,1,0.981289874,1,246,0.9068820849464625,0.9944206598962011
0.9,0.9,12,1,0.9813407880921483,1,243,0.9070207606221927,0.9944560870574343
0.9,0.9,13,1,0.9812450148974663,1,259,0.9066318713335116,0.9944120402322817
0.9,0.9,14,1,0.9813727936287929,1,252,0.9072299206470751,0.9944568300373312
0.9,0.9,15,1,0.981137925,1,228,0.9058908721293946,0.9944168172309117
0.9,0.9,16,1,0.981233097,1,219,0.9064422860424266,0.9944314757345104
0.9,0.9,17,1,0.9812761358005878,1,236,0.9067704549477289,0.9944241971275634
0.9,0.9,18,1,0.9812913404552656,1,265,0.906940941,0.9944119992629574
0.9,0.9,19,1,0.9812386756331046,1,266,0.9064732667583125,0.9944325713168912
0.9,0.9,20,1,0.9812851764211596,1,232,0.9064778067225157,0.9944864769562151
0.9,0.9,21,1,0.9813188393063386,1,273,0.9069431670188332,0.9944439579453105
0.9,0.9,22,1,0.9811773588708745,1,288,0.9062111268697098,0.9944066939299036
0.9,0.9,23,1,0.9812730155750568,1,240,0.9068257470580159,0.9944107688427697
0.9,0.9,24,1,0.9812197912279609,1,273,0.9064386411052794,0.9944164647790218
0.9,0.9,25,1,0.9812808561443841,1,262,0.906687651,0.9944443629969103
0.9,0.9,26,1,0.9812151236853585,1,222,0.906250066,0.9944442514334211
0.9,0.9,27,1,0.9812556305983973,1,272,0.9065787791122332,0.994433899
0.9,0.9,28,1,0.9812358063469632,1,256,0.9065512196586815,0.9944154392919548
