g1_t,g2_t,Run,Dimension,Similaity_ratio,Happy_proportion,Coherence,g1_similarity,g2_similarity
0.9,0.25,43.0,2.0,0.90557915,1.0,90.0,903.2111,907.9472
0.5,0.25,44.0,1.0,0.5147128,1.0,31.0,512.7013,516.72437
0.9,0.25,44.0,2.0,0.9060712,1.0,86.0,903.3501,908.7923
0.5,0.25,45.0,1.0,0.5165323,1.0,35.0,514.269,518.7956
0.9,0.25,45.0,2.0,0.90541023,1.0,88.0,902.9381,907.8823
0.5,0.25,46.0,1.0,0.5143819,1.0,37.0,512.2079,516.5559
0.9,0.25,46.0,2.0,0.90582347,1.0,90.0,903.3188,908.32806
0.5,0.25,47.0,1.0,0.5145358,1.0,32.0,512.3505,516.72107
0.9,0.25,47.0,2.0,0.9053032,1.0,87.0,902.9448,907.66156
0.5,0.25,48.0,1.0,0.5165553,1.0,43.0,513.418,519.69257
0.9,0.25,48.0,2.0,0.9049891,1.0,91.0,903.0163,906.962
0.5,0.25,49.0,1.0,0.516162,1.0,32.0,513.1265,519.1974
0.9,0.25,49.0,2.0,0.9054234,1.0,87.0,903.2705,907.5763
0.5,0.25,50.0,1.0,0.51658547,1.0,28.0,514.8739,518.297
0.9,0.25,50.0,2.0,0.9054455,1.0,87.0,903.25543,907.6355
0.5,0.25,51.0,1.0,0.5152655,1.0,29.0,513.5394,516.99164
0.9,0.25,51.0,2.0,0.90517056,1.0,89.0,903.1595,907.1816
0.5,0.25,52.0,1.0,0.5157047,1.0,41.0,512.0752,519.33417
0.9,0.25,52.0,2.0,0.9051379,1.0,90.0,903.029,907.2469
0.5,0.25,53.0,1.0,0.5175052,1.0,34.0,514.85046,520.16003
0.9,0.25,53.0,2.0,0.9061616,1.0,86.0,903.1619,909.1613
0.5,0.25,54.0,1.0,0.51488847,1.0,34.0,512.5891,517.1878
0.9,0.25,54.0,2.0,0.9054599,1.0,88.0,903.26245,907.65735
0.5,0.25,55.0,1.0,0.51495403,1.0,38.0,513.4542,516.4539
0.9,0.25,55.0,2.0,0.90497607,1.0,90.0,903.04626,906.9059
0.5,0.25,56.0,1.0,0.5175138,1.0,40.0,515.6741,519.35345
0.9,0.25,56.0,2.0,0.90490097,1.0,90.0,902.8788,906.92316
0.5,0.25,57.0,1.0,0.5145789,1.0,37.0,512.95044,516.2074
0.9,0.25,57.0,2.0,0.90549695,1.0,95.0,903.0992,907.8947
0.5,0.25,58.0,1.0,0.5145859,1.0,33.0,512.8154,516.3563
0.9,0.25,58.0,2.0,0.905039,1.0,90.0,903.0482,907.0298
0.5,0.25,59.0,1.0,0.5151092,1.0,31.0,513.3327,516.8857
0.9,0.25,59.0,2.0,0.9053817,1.0,86.0,903.19,907.5734
0.5,0.25,60.0,1.0,0.5158561,1.0,33.0,512.48975,519.2224
0.9,0.25,60.0,2.0,0.90601283,1.0,89.0,903.48224,908.54346
0.5,0.25,61.0,1.0,0.5156966,1.0,36.0,512.5766,518.8165
0.9,0.25,61.0,2.0,0.9049172,1.0,87.0,903.0858,906.7485
0.5,0.25,62.0,1.0,0.51509094,1.0,39.0,513.02515,517.1568
0.9,0.25,62.0,2.0,0.90496314,1.0,94.0,903.128,906.7982
0.5,0.25,63.0,1.0,0.5167361,1.0,32.0,515.17346,518.29865
0.9,0.25,63.0,2.0,0.90499127,1.0,89.0,902.9787,907.00385
0.5,0.25,64.0,1.0,0.5159347,1.0,36.0,512.2517,519.6176
0.9,0.25,64.0,2.0,0.90592825,1.0,92.0,903.4525,908.404
0.5,0.25,65.0,1.0,0.5155058,1.0,36.0,512.72406,518.28754
0.9,0.25,65.0,2.0,0.9052695,1.0,89.0,903.0575,907.4815
0.5,0.25,66.0,1.0,0.5137088,1.0,35.0,512.1053,515.3122
0.9,0.25,66.0,2.0,0.9057856,1.0,84.0,903.3153,908.256
0.5,0.25,67.0,1.0,0.51573503,1.0,40.0,513.67725,517.7928
0.9,0.25,67.0,2.0,0.9060668,1.0,85.0,903.2498,908.88367
0.5,0.25,68.0,1.0,0.51687807,1.0,32.0,515.53253,518.2236
0.9,0.25,68.0,2.0,0.905446,1.0,89.0,903.148,907.74396
0.5,0.25,69.0,1.0,0.51450855,1.0,42.0,513.85297,515.1641
0.9,0.25,69.0,2.0,0.90550935,1.0,90.0,903.00165,908.0171
0.5,0.25,70.0,1.0,0.51345634,1.0,37.0,512.5684,514.34424
0.9,0.25,70.0,2.0,0.90496564,1.0,92.0,903.2308,906.70044
0.5,0.25,71.0,1.0,0.5168156,1.0,39.0,514.61,519.02124
0.9,0.25,71.0,2.0,0.90570354,1.0,87.0,903.34717,908.0599
0.5,0.25,72.0,1.0,0.51431715,1.0,32.0,512.6563,515.9781
0.9,0.25,72.0,2.0,0.9046506,1.0,89.0,902.8042,906.497
0.5,0.25,73.0,1.0,0.5172203,1.0,28.0,513.92554,520.5151
0.9,0.25,73.0,2.0,0.9052706,1.0,88.0,903.3411,907.2001
0.5,0.25,74.0,1.0,0.5160508,1.0,35.0,513.651,518.4506
0.9,0.25,74.0,2.0,0.90546334,1.0,89.0,903.18353,907.74316
0.5,0.25,75.0,1.0,0.51688987,1.0,37.0,514.3736,519.4062
0.9,0.25,75.0,2.0,0.90539134,1.0,86.0,903.2478,907.5348
0.5,0.25,76.0,1.0,0.51437616,1.0,32.0,512.88763,515.8647
0.9,0.25,76.0,2.0,0.9062448,1.0,90.0,903.3348,909.15485
0.5,0.25,77.0,1.0,0.515044,1.0,31.0,512.4804,517.6076
0.9,0.25,77.0,2.0,0.90573573,1.0,88.0,903.15,908.3214
0.5,0.25,78.0,1.0,0.51749533,1.0,32.0,515.7262,519.26447
0.9,0.25,78.0,2.0,0.9055958,1.0,92.0,903.2371,907.9544
0.5,0.25,79.0,1.0,0.515559,1.0,32.0,513.2873,517.83075
0.9,0.25,79.0,2.0,0.9059911,1.0,94.0,903.44635,908.5358
0.5,0.25,80.0,1.0,0.5154935,1.0,39.0,512.80725,518.17975
0.9,0.25,80.0,2.0,0.9054483,1.0,90.0,903.31067,907.586
0.5,0.25,81.0,1.0,0.5168335,1.0,31.0,512.6964,520.97064
0.9,0.25,81.0,2.0,0.90552986,1.0,92.0,903.3649,907.6949
0.5,0.25,82.0,1.0,0.51691335,1.0,35.0,513.8351,519.99164
0.9,0.25,82.0,2.0,0.9050918,1.0,90.0,903.2305,906.9531
0.5,0.25,83.0,1.0,0.5170456,1.0,33.0,513.12244,520.96875
0.9,0.25,83.0,2.0,0.90443957,1.0,93.0,903.00494,905.8741
0.5,0.25,84.0,1.0,0.5145772,1.0,33.0,512.3317,516.82275
0.9,0.25,84.0,2.0,0.90581983,1.0,88.0,903.2923,908.3474
0.5,0.25,85.0,1.0,0.5160082,1.0,38.0,513.15906,518.85736
0.9,0.25,85.0,2.0,0.9054575,1.0,88.0,903.33344,907.58154
0.5,0.25,86.0,1.0,0.51436293,1.0,37.0,513.5063,515.21954
0.9,0.25,86.0,2.0,0.9054201,1.0,90.0,903.17957,907.6607
0.5,0.25,87.0,1.0,0.51571226,1.0,37.0,513.59705,517.8275
0.9,0.25,87.0,2.0,0.90549785,1.0,90.0,903.3236,907.67206
0.5,0.25,88.0,1.0,0.51515514,1.0,36.0,513.2562,517.0541
0.9,0.25,88.0,2.0,0.9054247,1.0,91.0,903.24225,907.60724
0.5,0.25,89.0,1.0,0.5165515,1.0,46.0,513.4566,519.6464
0.9,0.25,89.0,2.0,0.90559804,1.0,88.0,903.0196,908.1765
0.5,0.25,90.0,1.0,0.5161971,1.0,38.0,514.417,517.9772
0.9,0.25,90.0,2.0,0.90525156,1.0,90.0,903.5449,906.9582
0.5,0.25,91.0,1.0,0.51509714,1.0,40.0,513.4383,516.756
0.9,0.25,91.0,2.0,0.90559554,1.0,96.0,903.1747,908.01636
0.5,0.25,92.0,1.0,0.51449674,1.0,34.0,512.1898,516.8036
0.9,0.25,92.0,2.0,0.9055931,1.0,89.0,903.0601,908.12604
0.5,0.25,93.0,1.0,0.51626426,1.0,32.0,513.02203,519.5065
0.9,0.25,93.0,2.0,0.90568423,1.0,93.0,903.08276,908.2857
0.5,0.25,94.0,1.0,0.51627797,1.0,33.0,514.5262,518.0297
0.9,0.25,94.0,2.0,0.90490717,1.0,86.0,902.894,906.9204
0.5,0.25,95.0,1.0,0.5156008,1.0,41.0,514.1029,517.0987
0.9,0.25,95.0,2.0,0.90519863,1.0,88.0,903.0444,907.3529
0.5,0.25,96.0,1.0,0.51470685,1.0,41.0,514.2702,515.14355
0.9,0.25,96.0,2.0,0.90560085,1.0,91.0,903.2034,907.9982
0.5,0.25,97.0,1.0,0.5144671,1.0,40.0,513.2296,515.70465
0.9,0.25,97.0,2.0,0.90560025,1.0,91.0,903.1251,908.0753
0.5,0.25,98.0,1.0,0.51624954,1.0,32.0,514.67285,517.82623
0.9,0.25,98.0,2.0,0.90596604,1.0,89.0,903.31805,908.6141
0.5,0.25,99.0,1.0,0.5159868,1.0,38.0,513.2283,518.74536
0.9,0.25,99.0,2.0,0.9043487,1.0,94.0,903.01184,905.68555
0.5,0.25,100.0,1.0,0.5128172,1.0,36.0,512.17554,513.45886
0.9,0.25,100.0,2.0,0.9054632,1.0,89.0,903.17303,907.7533
0.5,0.3,1.0,1.0,0.5155216,1.0,46.0,511.63675,519.4064
0.9,0.3,1.0,2.0,0.9049693,1.0,92.0,903.0463,906.8923
0.5,0.3,2.0,1.0,0.5166934,1.0,36.0,513.9932,519.39355
0.9,0.3,2.0,2.0,0.9058229,1.0,87.0,903.3353,908.3104
0.5,0.3,3.0,1.0,0.51718503,1.0,40.0,512.9899,521.38007
0.9,0.3,3.0,2.0,0.9053104,1.0,92.0,902.9328,907.6879
0.5,0.3,4.0,1.0,0.51484597,1.0,35.0,514.52454,515.16736
0.9,0.3,4.0,2.0,0.9052019,1.0,89.0,903.31726,907.0865
0.5,0.3,5.0,1.0,0.51561767,1.0,34.0,513.5907,517.6446
0.9,0.3,5.0,2.0,0.9056314,1.0,92.0,903.3717,907.8912
0.5,0.3,6.0,1.0,0.5154394,1.0,33.0,512.5904,518.2883
0.9,0.3,6.0,2.0,0.9048165,1.0,89.0,903.21387,906.4192
0.5,0.3,7.0,1.0,0.51601183,1.0,34.0,513.7614,518.2623
0.9,0.3,7.0,2.0,0.9049759,1.0,87.0,903.2058,906.7459
0.5,0.3,8.0,1.0,0.5153428,1.0,35.0,513.46295,517.22266
0.9,0.3,8.0,2.0,0.9046579,1.0,93.0,903.0844,906.2314
0.5,0.3,9.0,1.0,0.5161244,1.0,42.0,513.2047,519.0442
0.9,0.3,9.0,2.0,0.90557903,1.0,93.0,903.2317,907.92633
0.5,0.3,10.0,1.0,0.51786274,1.0,34.0,513.8987,521.8267
0.9,0.3,10.0,2.0,0.9055377,1.0,94.0,903.3045,907.77094
0.5,0.3,11.0,1.0,0.515184,1.0,30.0,512.7628,517.6051
0.9,0.3,11.0,2.0,0.90520763,1.0,89.0,903.07904,907.3362
0.5,0.3,12.0,1.0,0.5162113,1.0,35.0,513.31885,519.1037
0.9,0.3,12.0,2.0,0.90523523,1.0,88.0,903.19366,907.27673
0.5,0.3,13.0,1.0,0.5148927,1.0,38.0,511.75287,518.03253
0.9,0.3,13.0,2.0,0.9056648,1.0,85.0,902.9697,908.3599
0.5,0.3,14.0,1.0,0.51574224,1.0,41.0,513.9325,517.55194
0.9,0.3,14.0,2.0,0.9053368,1.0,88.0,903.31415,907.35944
0.5,0.3,15.0,1.0,0.5148708,1.0,38.0,512.99347,516.74817
0.9,0.3,15.0,2.0,0.90480375,1.0,90.0,903.2565,906.351
0.5,0.3,16.0,1.0,0.51695645,1.0,42.0,515.4741,518.4388
0.9,0.3,16.0,2.0,0.9057033,1.0,89.0,903.4916,907.915
0.5,0.3,17.0,1.0,0.51579297,1.0,34.0,513.24316,518.3428
0.9,0.3,17.0,2.0,0.90552133,1.0,96.0,903.11676,907.9259
0.5,0.3,18.0,1.0,0.5159067,1.0,36.0,513.8898,517.92365
0.9,0.3,18.0,2.0,0.90537214,1.0,89.0,903.1957,907.54865
0.5,0.3,19.0,1.0,0.5169412,1.0,35.0,514.099,519.7833
0.9,0.3,19.0,2.0,0.9058595,1.0,88.0,903.155,908.5639
0.5,0.3,20.0,1.0,0.51580954,1.0,36.0,513.3123,518.30676
0.9,0.3,20.0,2.0,0.904999,1.0,95.0,903.243,906.7551
0.5,0.3,21.0,1.0,0.5148785,1.0,37.0,513.1521,516.60486
0.9,0.3,21.0,2.0,0.90473187,1.0,89.0,903.13184,906.3319
0.5,0.3,22.0,1.0,0.51501936,1.0,40.0,512.7762,517.2625
0.9,0.3,22.0,2.0,0.9056006,1.0,88.0,903.449,907.75226
0.5,0.3,23.0,1.0,0.5166253,1.0,33.0,514.8138,518.4367
0.9,0.3,23.0,2.0,0.9051127,1.0,92.0,902.90234,907.32306
0.5,0.3,24.0,1.0,0.5152213,1.0,31.0,513.3035,517.13904
0.9,0.3,24.0,2.0,0.9055875,1.0,94.0,903.21765,907.95734
0.5,0.3,25.0,1.0,0.51576626,1.0,35.0,513.582,517.95056
0.9,0.3,25.0,2.0,0.9050992,1.0,86.0,903.1886,907.0098
0.5,0.3,26.0,1.0,0.51566297,1.0,36.0,512.561,518.765
0.9,0.3,26.0,2.0,0.9048913,1.0,95.0,903.07025,906.7124
0.5,0.3,27.0,1.0,0.515805,1.0,42.0,513.8333,517.77673
0.9,0.3,27.0,2.0,0.9052596,1.0,91.0,903.16614,907.353
0.5,0.3,28.0,1.0,0.5157451,1.0,42.0,513.6082,517.8821
0.9,0.3,28.0,2.0,0.9054162,1.0,98.0,903.2287,907.6037
0.5,0.3,29.0,1.0,0.5138585,1.0,35.0,512.74945,514.9676
0.9,0.3,29.0,2.0,0.90559316,1.0,87.0,903.43726,907.7491
0.5,0.3,30.0,1.0,0.5182961,1.0,36.0,514.9436,521.6486
0.9,0.3,30.0,2.0,0.90531904,1.0,90.0,903.2766,907.3615
0.5,0.3,31.0,1.0,0.51516765,1.0,36.0,512.94745,517.3879
0.9,0.3,31.0,2.0,0.90508246,1.0,92.0,903.0042,907.16064
0.5,0.3,32.0,1.0,0.5151526,1.0,40.0,513.0324,517.2727
0.9,0.3,32.0,2.0,0.905047,1.0,93.0,903.11847,906.9756
0.5,0.3,33.0,1.0,0.51616305,1.0,35.0,513.4509,518.87524
0.9,0.3,33.0,2.0,0.9052785,1.0,95.0,903.2018,907.3552
0.5,0.3,34.0,1.0,0.5165868,1.0,34.0,514.8721,518.30145
0.9,0.3,34.0,2.0,0.90498877,1.0,91.0,903.0419,906.9356
0.5,0.3,35.0,1.0,0.51714844,1.0,33.0,515.05414,519.2427
0.9,0.3,35.0,2.0,0.9051844,1.0,92.0,903.06635,907.3024
0.5,0.3,36.0,1.0,0.5162091,1.0,38.0,513.9182,518.5
0.9,0.3,36.0,2.0,0.9049866,1.0,87.0,903.1744,906.7988
0.5,0.3,37.0,1.0,0.51614773,1.0,37.0,513.4992,518.79626
0.9,0.3,37.0,2.0,0.9063514,1.0,89.0,903.42737,909.27545
0.5,0.3,38.0,1.0,0.51649004,1.0,44.0,514.5553,518.4248
0.9,0.3,38.0,2.0,0.9053874,1.0,88.0,903.0955,907.67926
0.5,0.3,39.0,1.0,0.5164265,1.0,31.0,512.7493,520.1037
0.9,0.3,39.0,2.0,0.905841,1.0,94.0,903.4008,908.2812
0.5,0.3,40.0,1.0,0.517645,1.0,41.0,513.86237,521.42755
0.9,0.3,40.0,2.0,0.90482634,1.0,93.0,902.9369,906.7159
0.5,0.3,41.0,1.0,0.5155033,1.0,39.0,513.2842,517.72235
0.9,0.3,41.0,2.0,0.90587556,1.0,90.0,903.36053,908.39056
0.5,0.3,42.0,1.0,0.5151299,1.0,33.0,512.82086,517.439
0.9,0.3,42.0,2.0,0.90517837,1.0,91.0,903.1091,907.2477
0.5,0.3,43.0,1.0,0.5166465,1.0,41.0,513.55554,519.7374
0.9,0.3,43.0,2.0,0.9054766,0.999,0.0,903.09155,907.8617
0.5,0.3,44.0,1.0,0.5159983,1.0,30.0,513.724,518.2726
0.9,0.3,44.0,2.0,0.9054132,1.0,92.0,903.0649,907.76154
0.5,0.3,45.0,1.0,0.5153925,1.0,38.0,510.76227,520.0227
0.9,0.3,45.0,2.0,0.9053,1.0,87.0,903.08325,907.5167
0.5,0.3,46.0,1.0,0.51631695,1.0,33.0,513.46326,519.17065
0.9,0.3,46.0,2.0,0.905039,1.0,90.0,903.07477,907.00323
0.5,0.3,47.0,1.0,0.51717055,1.0,41.0,514.6758,519.66534
0.9,0.3,47.0,2.0,0.9053653,1.0,90.0,903.0817,907.64886
0.5,0.3,48.0,1.0,0.51630855,1.0,32.0,514.62695,517.9902
0.9,0.3,48.0,2.0,0.9056728,1.0,93.0,903.1825,908.16315
0.5,0.3,49.0,1.0,0.51598203,1.0,35.0,515.0487,516.91534
0.9,0.3,49.0,2.0,0.9053014,1.0,89.0,903.1576,907.4452
0.5,0.3,50.0,1.0,0.51637363,1.0,36.0,513.70197,519.04535
0.9,0.3,50.0,2.0,0.90537786,1.0,94.0,903.12946,907.6262
0.5,0.3,51.0,1.0,0.51566064,1.0,39.0,513.9496,517.3717
0.9,0.3,51.0,2.0,0.9051687,1.0,91.0,903.0844,907.25305
0.5,0.3,52.0,1.0,0.5152485,1.0,42.0,513.8517,516.6453
0.9,0.3,52.0,2.0,0.9055842,1.0,90.0,903.17126,907.99713
0.5,0.3,53.0,1.0,0.5141937,1.0,46.0,512.9762,515.41125
0.9,0.3,53.0,2.0,0.9052668,1.0,94.0,903.16156,907.3721
0.5,0.3,54.0,1.0,0.51496416,1.0,34.0,513.51135,516.41705
0.9,0.3,54.0,2.0,0.9057473,1.0,88.0,903.16907,908.32556
0.5,0.3,55.0,1.0,0.515059,1.0,42.0,513.93384,516.1842
0.9,0.3,55.0,2.0,0.9047826,1.0,91.0,902.9167,906.64856
0.5,0.3,56.0,1.0,0.51493853,1.0,30.0,514.0877,515.78937
0.9,0.3,56.0,2.0,0.90559006,1.0,88.0,903.19104,907.9891
0.5,0.3,57.0,1.0,0.51553905,1.0,39.0,514.2635,516.81464
0.9,0.3,57.0,2.0,0.90533483,1.0,91.0,903.07446,907.5953
0.5,0.3,58.0,1.0,0.51571643,1.0,37.0,513.86523,517.5676
0.9,0.3,58.0,2.0,0.9049033,1.0,91.0,903.1465,906.6601
0.5,0.3,59.0,1.0,0.5142477,1.0,48.0,512.0311,516.4643
0.9,0.3,59.0,2.0,0.905651,1.0,86.0,903.29895,908.00305
0.5,0.3,60.0,1.0,0.51402175,1.0,47.0,511.75262,516.29083
0.9,0.3,60.0,2.0,0.90517575,1.0,89.0,902.9848,907.36676
0.5,0.3,61.0,1.0,0.5164385,1.0,31.0,514.0288,518.84814
0.9,0.3,61.0,2.0,0.9057245,1.0,94.0,902.9776,908.4714
0.5,0.3,62.0,1.0,0.5156467,1.0,41.0,511.94418,519.3492
0.9,0.3,62.0,2.0,0.90542954,1.0,88.0,903.1089,907.7502
0.5,0.3,63.0,1.0,0.5168617,1.0,43.0,513.9941,519.7293
0.9,0.3,63.0,2.0,0.90476626,1.0,93.0,903.1507,906.3818
0.5,0.3,64.0,1.0,0.5159533,1.0,34.0,515.081,516.8256
0.9,0.3,64.0,2.0,0.9052482,1.0,91.0,903.10834,907.3881
0.5,0.3,65.0,1.0,0.516437,1.0,36.0,513.55634,519.3177
0.9,0.3,65.0,2.0,0.9052963,1.0,89.0,903.0948,907.49786
0.5,0.3,66.0,1.0,0.51389146,1.0,36.0,511.52402,516.2589
0.9,0.3,66.0,2.0,0.9051151,1.0,91.0,903.1259,907.1044
0.5,0.3,67.0,1.0,0.51676464,1.0,38.0,515.86096,517.6684
0.9,0.3,67.0,2.0,0.9047275,1.0,90.0,903.19086,906.2642
0.5,0.3,68.0,1.0,0.5161406,1.0,38.0,514.42487,517.85626
0.9,0.3,68.0,2.0,0.90555817,1.0,90.0,903.14166,907.9746
0.5,0.3,69.0,1.0,0.51336485,1.0,33.0,512.71875,514.011
0.9,0.3,69.0,2.0,0.90536624,1.0,93.0,903.2418,907.49066
0.5,0.3,70.0,1.0,0.5163102,1.0,31.0,514.41187,518.2086
0.9,0.3,70.0,2.0,0.9054218,1.0,89.0,903.055,907.7886
0.5,0.3,71.0,1.0,0.51347846,1.0,39.0,512.3998,514.5572
0.9,0.3,71.0,2.0,0.90591884,1.0,90.0,903.2447,908.59296
0.5,0.3,72.0,1.0,0.51640326,1.0,43.0,513.3745,519.432
0.9,0.3,72.0,2.0,0.90544784,1.0,89.0,903.0769,907.8187
0.5,0.3,73.0,1.0,0.5157481,1.0,40.0,512.5308,518.96533
0.9,0.3,73.0,2.0,0.90472275,1.0,91.0,902.9368,906.5086
0.5,0.3,74.0,1.0,0.5143763,1.0,32.0,511.70377,517.04877
0.9,0.3,74.0,2.0,0.905558,1.0,92.0,903.0887,908.0273
0.5,0.3,75.0,1.0,0.5149043,1.0,37.0,513.63306,516.17566
0.9,0.3,75.0,2.0,0.90546674,1.0,88.0,903.05963,907.87384
0.5,0.3,76.0,1.0,0.5163998,1.0,33.0,513.9992,518.8004
0.9,0.3,76.0,2.0,0.90524435,1.0,85.0,903.0651,907.4235
0.5,0.3,77.0,1.0,0.5149214,1.0,39.0,512.7641,517.07874
0.9,0.3,77.0,2.0,0.90501064,1.0,92.0,902.94867,907.07263
0.5,0.3,78.0,1.0,0.5156494,1.0,37.0,512.2765,519.0222
0.9,0.3,78.0,2.0,0.90538615,1.0,92.0,903.29205,907.4803
0.5,0.3,79.0,1.0,0.5134369,1.0,37.0,511.76212,515.1117
0.9,0.3,79.0,2.0,0.905041,1.0,88.0,903.00775,907.07416
0.5,0.3,80.0,1.0,0.517222,1.0,33.0,516.0784,518.36554
0.9,0.3,80.0,2.0,0.90519655,1.0,89.0,903.111,907.28204
0.5,0.3,81.0,1.0,0.51508516,1.0,34.0,511.2731,518.89716
0.9,0.3,81.0,2.0,0.904948,1.0,86.0,903.27075,906.62524
0.5,0.3,82.0,1.0,0.5150056,1.0,28.0,511.32364,518.68756
0.9,0.3,82.0,2.0,0.90605664,1.0,91.0,903.318,908.79535
0.5,0.3,83.0,1.0,0.51610494,1.0,35.0,512.38385,519.82605
0.9,0.3,83.0,2.0,0.90583974,1.0,87.0,903.3135,908.366
0.5,0.3,84.0,1.0,0.51619345,1.0,32.0,512.5069,519.88
0.9,0.3,84.0,2.0,0.90500194,1.0,88.0,902.9168,907.0871
0.5,0.3,85.0,1.0,0.51430994,1.0,32.0,512.1797,516.4402
0.9,0.3,85.0,2.0,0.9059862,1.0,91.0,903.1663,908.8061
0.5,0.3,86.0,1.0,0.5164262,1.0,32.0,515.046,517.8064
0.9,0.3,86.0,2.0,0.90478975,1.0,89.0,902.9784,906.6011
0.5,0.3,87.0,1.0,0.5158979,1.0,29.0,513.4746,518.3212
0.9,0.3,87.0,2.0,0.9057575,1.0,89.0,903.1306,908.38434
0.5,0.3,88.0,1.0,0.51719123,1.0,37.0,515.2989,519.0836
0.9,0.3,88.0,2.0,0.9049225,1.0,89.0,903.1313,906.7137
0.5,0.3,89.0,1.0,0.5153747,1.0,32.0,513.23474,517.5147
0.9,0.3,89.0,2.0,0.90491724,1.0,90.0,902.8885,906.946
0.5,0.3,90.0,1.0,0.51781654,1.0,44.0,513.77875,521.8544
0.9,0.3,90.0,2.0,0.9057159,1.0,92.0,903.1068,908.32495
0.5,0.3,91.0,1.0,0.5152864,1.0,33.0,511.47253,519.1003
0.9,0.3,91.0,2.0,0.9050516,1.0,95.0,902.95514,907.148
0.5,0.3,92.0,1.0,0.5157574,1.0,34.0,512.4432,519.0716
0.9,0.3,92.0,2.0,0.9052576,1.0,91.0,903.23615,907.279
0.5,0.3,93.0,1.0,0.5152726,1.0,31.0,513.711,516.8343
0.9,0.3,93.0,2.0,0.9048988,1.0,95.0,902.96844,906.8292
0.5,0.3,94.0,1.0,0.5134243,1.0,34.0,512.75134,514.0972
0.9,0.3,94.0,2.0,0.9053325,1.0,88.0,903.0102,907.65485
0.5,0.3,95.0,1.0,0.51348287,1.0,34.0,511.57687,515.3889
0.9,0.3,95.0,2.0,0.9050928,1.0,91.0,903.27985,906.90564
0.5,0.3,96.0,1.0,0.51588684,1.0,29.0,511.84714,519.9265
0.9,0.3,96.0,2.0,0.90555257,1.0,97.0,903.04926,908.0559
0.5,0.3,97.0,1.0,0.51724833,1.0,32.0,513.33453,521.1622
0.9,0.3,97.0,2.0,0.90491307,1.0,88.0,903.1847,906.6415
0.5,0.3,98.0,1.0,0.5161801,1.0,38.0,512.4659,519.89435
0.9,0.3,98.0,2.0,0.90587646,1.0,88.0,903.54095,908.2119
0.5,0.3,99.0,1.0,0.5151205,1.0,34.0,513.04706,517.1939
0.9,0.3,99.0,2.0,0.90507406,1.0,95.0,903.06805,907.08
0.5,0.3,100.0,1.0,0.5170382,1.0,38.0,516.2568,517.81964
0.9,0.3,100.0,2.0,0.90574425,1.0,93.0,903.39734,908.0911
0.5,0.35,1.0,1.0,0.51520956,1.0,28.0,514.23785,516.1813
0.9,0.35,1.0,2.0,0.9052665,1.0,89.0,903.1507,907.3824
0.5,0.35,2.0,1.0,0.51354367,1.0,36.0,512.12146,514.9658
0.9,0.35,2.0,2.0,0.904651,1.0,91.0,902.8639,906.4381
0.5,0.35,3.0,1.0,0.5136871,1.0,32.0,511.7542,515.61993
0.9,0.35,3.0,2.0,0.905879,1.0,89.0,903.1356,908.6224
0.5,0.35,4.0,1.0,0.5148918,1.0,33.0,513.4593,516.3243
0.9,0.35,4.0,2.0,0.9050649,1.0,93.0,903.1144,907.0153
0.5,0.35,5.0,1.0,0.51695114,1.0,34.0,513.0974,520.8049
0.9,0.35,5.0,2.0,0.9059576,1.0,87.0,903.1983,908.71686
0.5,0.35,6.0,1.0,0.5160168,1.0,31.0,513.8517,518.1818
0.9,0.35,6.0,2.0,0.9052083,1.0,89.0,903.0986,907.31793
0.5,0.35,7.0,1.0,0.515099,1.0,31.0,512.0732,518.1249
0.9,0.35,7.0,2.0,0.9048945,1.0,92.0,903.0339,906.7551
0.5,0.35,8.0,1.0,0.5157571,1.0,37.0,513.25214,518.262
0.9,0.35,8.0,2.0,0.9050884,1.0,95.0,903.2047,906.97217
0.5,0.35,9.0,1.0,0.5153538,1.0,31.0,513.12384,517.5838
0.9,0.35,9.0,2.0,0.90559137,1.0,88.0,903.13477,908.04803
0.5,0.35,10.0,1.0,0.51503927,1.0,35.0,513.10767,516.9709
0.9,0.35,10.0,2.0,0.9049941,1.0,88.0,903.0765,906.9117
0.5,0.35,11.0,1.0,0.5168118,1.0,34.0,514.2379,519.3857
0.9,0.35,11.0,2.0,0.9052908,1.0,89.0,903.2016,907.37994
0.5,0.35,12.0,1.0,0.51537716,1.0,38.0,514.7341,516.02026
0.9,0.35,12.0,2.0,0.9050103,1.0,88.0,903.22687,906.79364
0.5,0.35,13.0,1.0,0.51498616,1.0,35.0,512.30896,517.6633
0.9,0.35,13.0,2.0,0.9054814,1.0,87.0,903.18097,907.78186
0.5,0.35,14.0,1.0,0.51518524,1.0,40.0,513.0082,517.3623
0.9,0.35,14.0,2.0,0.90487945,1.0,87.0,903.2783,906.4806
0.5,0.35,15.0,1.0,0.5158486,1.0,37.0,513.92554,517.7716
0.9,0.35,15.0,2.0,0.9051268,1.0,89.0,903.0338,907.2197
0.5,0.35,16.0,1.0,0.5163812,1.0,46.0,514.1753,518.5871
0.9,0.35,16.0,2.0,0.90524536,1.0,90.0,903.2675,907.2232
0.5,0.35,17.0,1.0,0.51538336,1.0,32.0,513.711,517.0558
0.9,0.35,17.0,2.0,0.9053757,1.0,91.0,903.44165,907.3098
0.5,0.35,18.0,1.0,0.5155299,1.0,32.0,514.51855,516.54114
