Tolerance,Run,Dimension,Similaity_ratio,Happy_proportion,Coherence
0.3,34.0,1.0,0.49718305,1.0,1.0
0.3,35.0,1.0,0.4997093,1.0,1.0
0.3,36.0,1.0,0.49927214,1.0,1.0
0.3,37.0,1.0,0.49751684,1.0,1.0
0.3,38.0,1.0,0.4973804,1.0,1.0
0.3,39.0,1.0,0.49961752,1.0,1.0
0.3,40.0,1.0,0.4996774,1.0,1.0
0.3,41.0,1.0,0.49906254,1.0,1.0
0.3,42.0,1.0,0.4970884,1.0,1.0
0.3,43.0,1.0,0.49872652,1.0,1.0
0.3,44.0,1.0,0.4994583,1.0,1.0
0.3,45.0,1.0,0.50109804,1.0,1.0
0.3,46.0,1.0,0.499007,1.0,1.0
0.3,47.0,1.0,0.50094974,1.0,1.0
0.3,48.0,1.0,0.49628955,1.0,1.0
0.3,49.0,1.0,0.49747288,1.0,1.0
0.3,50.0,1.0,0.50074464,1.0,1.0
0.3,51.0,1.0,0.5021641,1.0,1.0
0.3,52.0,1.0,0.5030746,1.0,1.0
0.3,53.0,1.0,0.49644604,1.0,1.0
0.3,54.0,1.0,0.50065637,1.0,1.0
0.3,55.0,1.0,0.49678135,1.0,1.0
0.3,56.0,1.0,0.49960408,1.0,1.0
0.3,57.0,1.0,0.49950907,1.0,1.0
0.3,58.0,1.0,0.5012028,1.0,1.0
0.3,59.0,1.0,0.4981462,1.0,1.0
0.3,60.0,1.0,0.4988779,1.0,1.0
0.3,61.0,1.0,0.49927294,1.0,1.0
0.3,62.0,1.0,0.50250655,1.0,1.0
0.3,63.0,1.0,0.49967307,1.0,1.0
0.3,64.0,1.0,0.49843076,1.0,1.0
0.3,65.0,1.0,0.50280094,1.0,1.0
0.3,66.0,1.0,0.49839625,1.0,1.0
0.3,67.0,1.0,0.4996568,1.0,1.0
0.3,68.0,1.0,0.49989837,1.0,1.0
0.3,69.0,1.0,0.5018832,1.0,1.0
0.3,70.0,1.0,0.49935883,1.0,1.0
0.3,71.0,1.0,0.49812236,1.0,1.0
0.3,72.0,1.0,0.49929175,1.0,1.0
0.3,73.0,1.0,0.50079924,1.0,1.0
0.3,74.0,1.0,0.5010656,1.0,1.0
0.3,75.0,1.0,0.49864098,1.0,1.0
0.3,76.0,1.0,0.4970139,1.0,1.0
0.3,77.0,1.0,0.49660948,1.0,1.0
0.3,78.0,1.0,0.49895173,1.0,1.0
0.3,79.0,1.0,0.5002722,1.0,1.0
0.3,80.0,1.0,0.5018031,1.0,1.0
0.3,81.0,1.0,0.4989541,1.0,1.0
0.3,82.0,1.0,0.49936917,1.0,1.0
0.3,83.0,1.0,0.5016825,1.0,1.0
0.3,84.0,1.0,0.50069886,1.0,1.0
0.3,85.0,1.0,0.5006149,1.0,1.0
0.3,86.0,1.0,0.4985203,1.0,1.0
0.3,87.0,1.0,0.5041747,1.0,1.0
0.3,88.0,1.0,0.5003116,1.0,1.0
0.3,89.0,1.0,0.49688324,1.0,1.0
0.3,90.0,1.0,0.4982698,1.0,1.0
0.3,91.0,1.0,0.4986895,1.0,1.0
0.3,92.0,1.0,0.50067437,1.0,1.0
0.3,93.0,1.0,0.49863395,1.0,1.0
0.3,94.0,1.0,0.49843702,1.0,1.0
0.3,95.0,1.0,0.4972015,1.0,1.0
0.3,96.0,1.0,0.49901435,1.0,1.0
0.3,97.0,1.0,0.49978924,1.0,1.0
0.3,98.0,1.0,0.49970368,1.0,1.0
0.3,99.0,1.0,0.4954886,1.0,1.0
0.3,100.0,1.0,0.5012761,1.0,1.0
0.35,1.0,1.0,0.5002432,1.0,1.0
0.35,2.0,1.0,0.49944103,1.0,1.0
0.35,3.0,1.0,0.4972057,1.0,1.0
0.35,4.0,1.0,0.49738267,1.0,1.0
0.35,5.0,1.0,0.50115263,1.0,1.0
0.35,6.0,1.0,0.5005377,1.0,1.0
0.35,7.0,1.0,0.50103754,1.0,5.0
0.35,8.0,1.0,0.5019363,1.0,1.0
0.35,9.0,1.0,0.4979287,1.0,1.0
0.35,10.0,1.0,0.49656907,1.0,1.0
0.35,11.0,1.0,0.49999955,1.0,1.0
0.35,12.0,1.0,0.5023511,1.0,1.0
0.35,13.0,1.0,0.4959826,1.0,1.0
0.35,14.0,1.0,0.50077015,1.0,1.0
0.35,15.0,1.0,0.50169075,1.0,1.0
0.35,16.0,1.0,0.4963804,1.0,1.0
0.35,17.0,1.0,0.49580818,1.0,1.0
0.35,18.0,1.0,0.5008884,1.0,1.0
0.35,19.0,1.0,0.5010391,1.0,1.0
0.35,20.0,1.0,0.50162727,1.0,1.0
0.35,21.0,1.0,0.5007925,1.0,1.0
0.35,22.0,1.0,0.5025956,1.0,1.0
0.35,23.0,1.0,0.49847618,1.0,1.0
0.35,24.0,1.0,0.49712625,1.0,1.0
0.35,25.0,1.0,0.4976848,1.0,1.0
0.35,26.0,1.0,0.49960378,1.0,1.0
0.35,27.0,1.0,0.5000711,1.0,11.0
0.35,28.0,1.0,0.49672958,1.0,1.0
0.35,29.0,1.0,0.5007227,1.0,1.0
0.35,30.0,1.0,0.49797496,1.0,1.0
0.35,31.0,1.0,0.49884534,1.0,1.0
0.35,32.0,1.0,0.5002226,1.0,1.0
0.35,33.0,1.0,0.49737915,1.0,1.0
0.35,34.0,1.0,0.49693173,1.0,1.0
0.35,35.0,1.0,0.4999238,1.0,1.0
0.35,36.0,1.0,0.49965706,1.0,1.0
0.35,37.0,1.0,0.5016593,1.0,1.0
0.35,38.0,1.0,0.5018566,1.0,1.0
0.35,39.0,1.0,0.49865127,1.0,1.0
0.35,40.0,1.0,0.5001344,1.0,1.0
0.35,41.0,1.0,0.49938318,1.0,1.0
0.35,42.0,1.0,0.50184137,1.0,1.0
0.35,43.0,1.0,0.5023575,1.0,1.0
0.35,44.0,1.0,0.5010523,1.0,1.0
0.35,45.0,1.0,0.4992149,1.0,1.0
0.35,46.0,1.0,0.5000664,1.0,1.0
0.35,47.0,1.0,0.50286007,1.0,1.0
0.35,48.0,1.0,0.49947616,1.0,1.0
0.35,49.0,1.0,0.4989797,1.0,1.0
0.35,50.0,1.0,0.49954852,1.0,1.0
0.35,51.0,1.0,0.49621934,1.0,1.0
0.35,52.0,1.0,0.49973276,1.0,1.0
0.35,53.0,1.0,0.50088024,1.0,1.0
0.35,54.0,1.0,0.4987556,1.0,1.0
0.35,55.0,1.0,0.4993717,1.0,1.0
0.35,56.0,1.0,0.4993128,1.0,1.0
0.35,57.0,1.0,0.49902597,1.0,1.0
0.35,58.0,1.0,0.5019736,1.0,1.0
0.35,59.0,1.0,0.5016284,1.0,1.0
0.35,60.0,1.0,0.49942672,1.0,1.0
0.35,61.0,1.0,0.50019056,1.0,1.0
0.35,62.0,1.0,0.50026095,1.0,1.0
0.35,63.0,1.0,0.49961016,1.0,1.0
0.35,64.0,1.0,0.50196266,1.0,1.0
0.35,65.0,1.0,0.4979662,1.0,1.0
0.35,66.0,1.0,0.4989976,1.0,1.0
0.35,67.0,1.0,0.49730656,1.0,1.0
0.35,68.0,1.0,0.49941272,1.0,1.0
0.35,69.0,1.0,0.49696115,1.0,1.0
0.35,70.0,1.0,0.4982116,1.0,1.0
0.35,71.0,1.0,0.5006342,1.0,1.0
0.35,72.0,1.0,0.4999413,1.0,1.0
0.35,73.0,1.0,0.49877477,1.0,1.0
0.35,74.0,1.0,0.4992596,1.0,1.0
0.35,75.0,1.0,0.49947897,1.0,1.0
0.35,76.0,1.0,0.49909133,1.0,1.0
0.35,77.0,1.0,0.49969,1.0,1.0
0.35,78.0,1.0,0.5013361,1.0,1.0
0.35,79.0,1.0,0.50024545,1.0,1.0
0.35,80.0,1.0,0.5003631,1.0,1.0
0.35,81.0,1.0,0.49825746,1.0,1.0
0.35,82.0,1.0,0.5003406,1.0,1.0
0.35,83.0,1.0,0.4967526,1.0,1.0
0.35,84.0,1.0,0.4993371,1.0,1.0
0.35,85.0,1.0,0.50108063,1.0,1.0
0.35,86.0,1.0,0.49943525,1.0,1.0
0.35,87.0,1.0,0.49859807,1.0,1.0
0.35,88.0,1.0,0.50147533,1.0,1.0
0.35,89.0,1.0,0.49905673,1.0,1.0
0.35,90.0,1.0,0.5006608,1.0,1.0
0.35,91.0,1.0,0.4952817,1.0,1.0
0.35,92.0,1.0,0.49927038,1.0,1.0
0.35,93.0,1.0,0.4997569,1.0,1.0
0.35,94.0,1.0,0.498369,1.0,1.0
0.35,95.0,1.0,0.49954993,1.0,1.0
0.35,96.0,1.0,0.49952734,1.0,1.0
0.35,97.0,1.0,0.50104487,1.0,1.0
0.35,98.0,1.0,0.49922517,1.0,1.0
0.35,99.0,1.0,0.5003068,1.0,1.0
0.35,100.0,1.0,0.50221443,1.0,1.0
0.4,1.0,1.0,0.49945828,1.0,6.0
0.4,2.0,1.0,0.49975806,1.0,9.0
0.4,3.0,1.0,0.50181484,1.0,8.0
0.4,4.0,1.0,0.49770698,1.0,9.0
0.4,5.0,1.0,0.49912632,1.0,1.0
0.4,6.0,1.0,0.50065005,1.0,4.0
0.4,7.0,1.0,0.49738184,1.0,4.0
0.4,8.0,1.0,0.502665,1.0,20.0
0.4,9.0,1.0,0.5026784,1.0,5.0
0.4,10.0,1.0,0.4981795,1.0,6.0
0.4,11.0,1.0,0.50123286,1.0,20.0
0.4,12.0,1.0,0.49935138,1.0,5.0
0.4,13.0,1.0,0.49974534,1.0,6.0
0.4,14.0,1.0,0.5019363,1.0,8.0
0.4,15.0,1.0,0.4985053,1.0,8.0
0.4,16.0,1.0,0.4995144,1.0,9.0
0.4,17.0,1.0,0.49975178,1.0,6.0
0.4,18.0,1.0,0.49969035,1.0,14.0
0.4,19.0,1.0,0.49970806,1.0,8.0
0.4,20.0,1.0,0.5004272,1.0,1.0
0.4,21.0,1.0,0.5015952,1.0,10.0
0.4,22.0,1.0,0.49906886,1.0,17.0
0.4,23.0,1.0,0.49892354,1.0,4.0
0.4,24.0,1.0,0.49915218,1.0,7.0
0.4,25.0,1.0,0.50388515,1.0,6.0
0.4,26.0,1.0,0.49977207,1.0,8.0
0.4,27.0,1.0,0.49836206,1.0,5.0
0.4,28.0,1.0,0.49964824,1.0,8.0
0.4,29.0,1.0,0.5023804,1.0,16.0
0.4,30.0,1.0,0.49852887,1.0,28.0
0.4,31.0,1.0,0.50137836,1.0,9.0
0.4,32.0,1.0,0.49870428,1.0,7.0
0.4,33.0,1.0,0.5020453,1.0,5.0
0.4,34.0,1.0,0.5005226,1.0,16.0
0.4,35.0,1.0,0.4989908,1.0,10.0
0.4,36.0,1.0,0.49830338,1.0,14.0
0.4,37.0,1.0,0.4963476,1.0,13.0
0.4,38.0,1.0,0.50145787,1.0,10.0
0.4,39.0,1.0,0.50114626,1.0,7.0
0.4,40.0,1.0,0.50066835,1.0,7.0
0.4,41.0,1.0,0.4982151,1.0,8.0
0.4,42.0,1.0,0.50089735,1.0,6.0
0.4,43.0,1.0,0.5022827,1.0,12.0
0.4,44.0,1.0,0.49869114,1.0,5.0
0.4,45.0,1.0,0.49887323,1.0,11.0
0.4,46.0,1.0,0.5019756,1.0,26.0
0.4,47.0,1.0,0.4985492,1.0,12.0
0.4,48.0,1.0,0.5007286,1.0,13.0
0.4,49.0,1.0,0.5010353,1.0,18.0
0.4,50.0,1.0,0.5015579,1.0,4.0
0.4,51.0,1.0,0.50106287,1.0,9.0
0.4,52.0,1.0,0.49972343,1.0,12.0
0.4,53.0,1.0,0.49872515,1.0,10.0
0.4,54.0,1.0,0.4998248,1.0,14.0
0.4,55.0,1.0,0.50179994,1.0,14.0
0.4,56.0,1.0,0.5013936,1.0,16.0
0.4,57.0,1.0,0.4969807,1.0,16.0
0.4,58.0,1.0,0.5005049,1.0,7.0
0.4,59.0,1.0,0.49885428,1.0,10.0
0.4,60.0,1.0,0.4994441,1.0,13.0
0.4,61.0,1.0,0.50013393,1.0,5.0
0.4,62.0,1.0,0.49949926,1.0,1.0
0.4,63.0,1.0,0.49780464,1.0,6.0
0.4,64.0,1.0,0.49796736,1.0,12.0
0.4,65.0,1.0,0.4981686,1.0,10.0
0.4,66.0,1.0,0.5004104,1.0,14.0
0.4,67.0,1.0,0.5008669,1.0,8.0
0.4,68.0,1.0,0.49914512,1.0,14.0
0.4,69.0,1.0,0.50264513,1.0,5.0
0.4,70.0,1.0,0.49719706,1.0,4.0
0.4,71.0,1.0,0.49906948,1.0,8.0
0.4,72.0,1.0,0.49973822,1.0,8.0
0.4,73.0,1.0,0.5007425,1.0,17.0
0.4,74.0,1.0,0.5010334,1.0,5.0
0.4,75.0,1.0,0.499309,1.0,5.0
0.4,76.0,1.0,0.5019878,1.0,6.0
0.4,77.0,1.0,0.50175804,1.0,11.0
0.4,78.0,1.0,0.49906942,1.0,9.0
0.4,79.0,1.0,0.499915,1.0,13.0
0.4,80.0,1.0,0.49835888,1.0,19.0
0.4,81.0,1.0,0.501192,1.0,6.0
0.4,82.0,1.0,0.49849364,1.0,6.0
0.4,83.0,1.0,0.5001099,1.0,12.0
0.4,84.0,1.0,0.49892032,1.0,16.0
0.4,85.0,1.0,0.50042665,1.0,5.0
0.4,86.0,1.0,0.49958012,1.0,10.0
0.4,87.0,1.0,0.5021769,1.0,16.0
0.4,88.0,1.0,0.5028556,1.0,8.0
0.4,89.0,1.0,0.5015421,1.0,5.0
0.4,90.0,1.0,0.50067276,1.0,3.0
0.4,91.0,1.0,0.503264,1.0,9.0
0.4,92.0,1.0,0.49649316,1.0,10.0
0.4,93.0,1.0,0.49986735,1.0,11.0
0.4,94.0,1.0,0.49986008,1.0,10.0
0.4,95.0,1.0,0.49968776,1.0,18.0
0.4,96.0,1.0,0.49887812,1.0,10.0
0.4,97.0,1.0,0.5011881,1.0,9.0
0.4,98.0,1.0,0.49927256,1.0,8.0
0.4,99.0,1.0,0.4995424,1.0,10.0
0.4,100.0,1.0,0.49966544,1.0,11.0
0.45,1.0,1.0,0.5018547,1.0,34.0
0.45,2.0,1.0,0.5041062,1.0,22.0
0.45,3.0,1.0,0.5021565,1.0,24.0
0.45,4.0,1.0,0.50239414,1.0,22.0
0.45,5.0,1.0,0.50563943,1.0,24.0
0.45,6.0,1.0,0.5035773,1.0,23.0
0.45,7.0,1.0,0.50455064,1.0,23.0
0.45,8.0,1.0,0.5032343,1.0,25.0
0.45,9.0,1.0,0.506113,1.0,18.0
0.45,10.0,1.0,0.50216657,1.0,19.0
0.45,11.0,1.0,0.50409704,1.0,27.0
0.45,12.0,1.0,0.5021887,1.0,25.0
0.45,13.0,1.0,0.5012935,1.0,28.0
0.45,14.0,1.0,0.50403535,1.0,24.0
0.45,15.0,1.0,0.5003084,1.0,20.0
0.45,16.0,1.0,0.5037321,1.0,23.0
0.45,17.0,1.0,0.5008024,1.0,25.0
0.45,18.0,1.0,0.5021809,1.0,28.0
0.45,19.0,1.0,0.50311965,1.0,20.0
0.45,20.0,1.0,0.5026818,1.0,26.0
0.45,21.0,1.0,0.50317013,1.0,22.0
0.45,22.0,1.0,0.5024439,1.0,24.0
0.45,23.0,1.0,0.4995131,1.0,21.0
0.45,24.0,1.0,0.5028855,1.0,24.0
0.45,25.0,1.0,0.5032601,1.0,21.0
0.45,26.0,1.0,0.5048601,1.0,16.0
0.45,27.0,1.0,0.5029291,1.0,25.0
0.45,28.0,1.0,0.5017046,1.0,25.0
0.45,29.0,1.0,0.50300896,1.0,26.0
0.45,30.0,1.0,0.50279534,1.0,24.0
0.45,31.0,1.0,0.50566787,1.0,16.0
0.45,32.0,1.0,0.502284,1.0,20.0
0.45,33.0,1.0,0.50295496,1.0,23.0
0.45,34.0,1.0,0.5055884,1.0,22.0
0.45,35.0,1.0,0.5037734,1.0,24.0
0.45,36.0,1.0,0.50082654,1.0,22.0
0.45,37.0,1.0,0.50518775,1.0,25.0
0.45,38.0,1.0,0.50431526,1.0,20.0
0.45,39.0,1.0,0.50429523,1.0,32.0
0.45,40.0,1.0,0.502941,1.0,24.0
0.45,41.0,1.0,0.50270027,1.0,25.0
0.45,42.0,1.0,0.507317,1.0,24.0
0.45,43.0,1.0,0.5013206,1.0,29.0
0.45,44.0,1.0,0.50288606,1.0,27.0
0.45,45.0,1.0,0.5053101,1.0,25.0
0.45,46.0,1.0,0.50480896,1.0,27.0
0.45,47.0,1.0,0.4999377,1.0,26.0
0.45,48.0,1.0,0.5072478,1.0,31.0
0.45,49.0,1.0,0.50272745,1.0,25.0
0.45,50.0,1.0,0.5051966,1.0,29.0
0.45,51.0,1.0,0.5049089,1.0,18.0
0.45,52.0,1.0,0.5057618,1.0,32.0
0.45,53.0,1.0,0.50560445,1.0,27.0
0.45,54.0,1.0,0.50628483,1.0,24.0
0.45,55.0,1.0,0.50216687,1.0,22.0
0.45,56.0,1.0,0.5002614,1.0,19.0
0.45,57.0,1.0,0.50265104,1.0,25.0
0.45,58.0,1.0,0.5044082,1.0,18.0
0.45,59.0,1.0,0.5021685,1.0,28.0
0.45,60.0,1.0,0.50298655,1.0,26.0
0.45,61.0,1.0,0.50213677,1.0,21.0
0.45,62.0,1.0,0.50617087,1.0,24.0
0.45,63.0,1.0,0.50051796,1.0,31.0
0.45,64.0,1.0,0.50364536,1.0,21.0
0.45,65.0,1.0,0.50336426,1.0,25.0
0.45,66.0,1.0,0.5022292,1.0,24.0
0.45,67.0,1.0,0.50480586,1.0,29.0
0.45,68.0,1.0,0.5028599,1.0,24.0
0.45,69.0,1.0,0.5041944,1.0,22.0
0.45,70.0,1.0,0.5025031,1.0,29.0
0.45,71.0,1.0,0.50148684,1.0,30.0
0.45,72.0,1.0,0.5014517,1.0,25.0
0.45,73.0,1.0,0.50422895,1.0,23.0
0.45,74.0,1.0,0.5025627,1.0,30.0
0.45,75.0,1.0,0.50301844,1.0,27.0
0.45,76.0,1.0,0.5014687,1.0,23.0
0.45,77.0,1.0,0.503516,1.0,20.0
0.45,78.0,1.0,0.5026616,1.0,22.0
0.45,79.0,1.0,0.5017121,1.0,22.0
0.45,80.0,1.0,0.5041922,1.0,21.0
0.45,81.0,1.0,0.5017293,1.0,24.0
0.45,82.0,1.0,0.5029191,1.0,20.0
0.45,83.0,1.0,0.5013319,1.0,23.0
0.45,84.0,1.0,0.50140136,1.0,26.0
0.45,85.0,1.0,0.50422806,1.0,20.0
0.45,86.0,1.0,0.50293934,1.0,25.0
0.45,87.0,1.0,0.50512296,1.0,23.0
0.45,88.0,1.0,0.5058184,1.0,23.0
0.45,89.0,1.0,0.5005936,1.0,20.0
0.45,90.0,1.0,0.50198066,1.0,31.0
0.45,91.0,1.0,0.505752,1.0,22.0
0.45,92.0,1.0,0.50289494,1.0,23.0
0.45,93.0,1.0,0.5024484,1.0,24.0
0.45,94.0,1.0,0.5037977,1.0,27.0
0.45,95.0,1.0,0.5040646,1.0,32.0
0.45,96.0,1.0,0.5014121,1.0,22.0
0.45,97.0,1.0,0.50365454,1.0,25.0
0.45,98.0,1.0,0.5026516,1.0,24.0
0.45,99.0,1.0,0.5018539,1.0,28.0
0.45,100.0,1.0,0.5011768,1.0,24.0
0.5,1.0,1.0,0.5238302,1.0,38.0
0.5,2.0,1.0,0.5239506,1.0,33.0
0.5,3.0,1.0,0.524637,1.0,38.0
0.5,4.0,1.0,0.5244731,1.0,35.0
0.5,5.0,1.0,0.523862,1.0,35.0
0.5,6.0,1.0,0.5246415,1.0,30.0
0.5,7.0,1.0,0.5241273,1.0,32.0
0.5,8.0,1.0,0.5241659,1.0,30.0
0.5,9.0,1.0,0.5227328,1.0,36.0
0.5,10.0,1.0,0.52446014,1.0,34.0
0.5,11.0,1.0,0.52626365,1.0,29.0
0.5,12.0,1.0,0.52395076,1.0,32.0
0.5,13.0,1.0,0.5252982,1.0,38.0
0.5,14.0,1.0,0.5249466,1.0,30.0
0.5,15.0,1.0,0.52405,1.0,36.0
0.5,16.0,1.0,0.5236989,1.0,33.0
0.5,17.0,1.0,0.52573425,1.0,29.0
0.5,18.0,1.0,0.52381456,1.0,32.0
0.5,19.0,1.0,0.52587163,1.0,36.0
0.5,20.0,1.0,0.5244833,1.0,39.0
0.5,21.0,1.0,0.5242021,1.0,38.0
0.5,22.0,1.0,0.52496314,1.0,35.0
0.5,23.0,1.0,0.5239274,1.0,28.0
0.5,24.0,1.0,0.52430433,1.0,36.0
0.5,25.0,1.0,0.524135,1.0,34.0
0.5,26.0,1.0,0.5250596,1.0,31.0
0.5,27.0,1.0,0.5231273,1.0,31.0
0.5,28.0,1.0,0.52503043,1.0,39.0
0.5,29.0,1.0,0.5251795,1.0,43.0
0.5,30.0,1.0,0.5236407,1.0,35.0
0.5,31.0,1.0,0.5252621,1.0,31.0
0.5,32.0,1.0,0.5228026,1.0,28.0
0.5,33.0,1.0,0.524585,1.0,33.0
0.5,34.0,1.0,0.5245729,1.0,44.0
0.5,35.0,1.0,0.52535266,1.0,42.0
0.5,36.0,1.0,0.52409065,1.0,27.0
0.5,37.0,1.0,0.52435744,1.0,37.0
0.5,38.0,1.0,0.5244285,1.0,33.0
0.5,39.0,1.0,0.52517855,1.0,35.0
0.5,40.0,1.0,0.5240695,1.0,32.0
0.5,41.0,1.0,0.5232076,1.0,38.0
0.5,42.0,1.0,0.5244335,1.0,35.0
0.5,43.0,1.0,0.524173,1.0,36.0
0.5,44.0,1.0,0.5234849,1.0,35.0
0.5,45.0,1.0,0.5245879,1.0,28.0
0.5,46.0,1.0,0.5255747,1.0,33.0
0.5,47.0,1.0,0.5245551,1.0,37.0
0.5,48.0,1.0,0.5246217,1.0,34.0
0.5,49.0,1.0,0.5232706,1.0,37.0
0.5,50.0,1.0,0.52497685,1.0,34.0
0.5,51.0,1.0,0.52558666,1.0,38.0
0.5,52.0,1.0,0.5239291,1.0,35.0
0.5,53.0,1.0,0.52495307,1.0,26.0
0.5,54.0,1.0,0.5242611,1.0,29.0
0.5,55.0,1.0,0.52362794,1.0,31.0
0.5,56.0,1.0,0.52416366,1.0,29.0
0.5,57.0,1.0,0.5238203,1.0,30.0
0.5,58.0,1.0,0.5257917,1.0,32.0
0.5,59.0,1.0,0.5240628,1.0,32.0
0.5,60.0,1.0,0.5243238,1.0,37.0
0.5,61.0,1.0,0.5239503,1.0,35.0
0.5,62.0,1.0,0.52379495,1.0,37.0
0.5,63.0,1.0,0.5243815,1.0,41.0
0.5,64.0,1.0,0.5237767,1.0,33.0
0.5,65.0,1.0,0.52386004,1.0,34.0
0.5,66.0,1.0,0.5241693,1.0,42.0
0.5,67.0,1.0,0.5241238,1.0,29.0
0.5,68.0,1.0,0.52362305,1.0,29.0
0.5,69.0,1.0,0.5253006,1.0,29.0
0.5,70.0,1.0,0.5237403,1.0,32.0
0.5,71.0,1.0,0.5247195,1.0,29.0
0.5,72.0,1.0,0.52395374,1.0,47.0
0.5,73.0,1.0,0.5241086,1.0,28.0
0.5,74.0,1.0,0.52345693,1.0,31.0
0.5,75.0,1.0,0.52395916,1.0,31.0
0.5,76.0,1.0,0.5232223,1.0,35.0
0.5,77.0,1.0,0.52401245,1.0,25.0
0.5,78.0,1.0,0.5244482,1.0,33.0
0.5,79.0,1.0,0.5243651,1.0,34.0
0.5,80.0,1.0,0.5242422,1.0,35.0
0.5,81.0,1.0,0.5251417,1.0,32.0
0.5,82.0,1.0,0.5240029,1.0,40.0
0.5,83.0,1.0,0.52417064,1.0,35.0
0.5,84.0,1.0,0.52526087,1.0,31.0
0.5,85.0,1.0,0.5251599,1.0,37.0
0.5,86.0,1.0,0.5246224,1.0,37.0
0.5,87.0,1.0,0.5242223,1.0,40.0
0.5,88.0,1.0,0.5236602,1.0,27.0
0.5,89.0,1.0,0.5245504,1.0,32.0
0.5,90.0,1.0,0.52477866,1.0,37.0
0.5,91.0,1.0,0.5239144,1.0,30.0
0.5,92.0,1.0,0.52281517,1.0,31.0
0.5,93.0,1.0,0.522319,1.0,32.0
0.5,94.0,1.0,0.52326244,1.0,39.0
0.5,95.0,1.0,0.5243139,1.0,42.0
0.5,96.0,1.0,0.5241052,1.0,31.0
0.5,97.0,1.0,0.5240013,1.0,34.0
0.5,98.0,1.0,0.523282,1.0,32.0
0.5,99.0,1.0,0.52285993,1.0,35.0
0.5,100.0,1.0,0.52418923,1.0,32.0
0.55,1.0,1.0,0.5690508,1.0,36.0
0.55,2.0,1.0,0.56938285,1.0,41.0
0.55,3.0,1.0,0.56921256,1.0,43.0
0.55,4.0,1.0,0.5694302,1.0,41.0
0.55,5.0,1.0,0.5690403,1.0,40.0
0.55,6.0,1.0,0.56884146,1.0,39.0
0.55,7.0,1.0,0.56916064,1.0,33.0
0.55,8.0,1.0,0.56906676,1.0,41.0
0.55,9.0,1.0,0.5684417,1.0,42.0
0.55,10.0,1.0,0.5692276,1.0,41.0
0.55,11.0,1.0,0.5696159,1.0,40.0
0.55,12.0,1.0,0.56928325,1.0,39.0
0.55,13.0,1.0,0.569388,1.0,36.0
0.55,14.0,1.0,0.5693744,1.0,41.0
0.55,15.0,1.0,0.5692279,1.0,41.0
0.55,16.0,1.0,0.5699893,1.0,33.0
0.55,17.0,1.0,0.56831735,1.0,36.0
0.55,18.0,1.0,0.56851995,1.0,37.0
0.55,19.0,1.0,0.5683512,1.0,39.0
0.55,20.0,1.0,0.5700094,1.0,37.0
0.55,21.0,1.0,0.56876886,1.0,42.0
0.55,22.0,1.0,0.56880075,1.0,36.0
0.55,23.0,1.0,0.57038337,1.0,38.0
0.55,24.0,1.0,0.56917787,1.0,41.0
0.55,25.0,1.0,0.56834555,1.0,37.0
0.55,26.0,1.0,0.56823194,1.0,38.0
0.55,27.0,1.0,0.5691597,1.0,40.0
0.55,28.0,1.0,0.5681865,1.0,44.0
0.55,29.0,1.0,0.5692135,1.0,51.0
0.55,30.0,1.0,0.56931984,1.0,41.0
0.55,31.0,1.0,0.5690161,1.0,37.0
0.55,32.0,1.0,0.5683759,1.0,41.0
0.55,33.0,1.0,0.5688626,1.0,36.0
0.55,34.0,1.0,0.5701168,1.0,42.0
0.55,35.0,1.0,0.56802946,1.0,44.0
0.55,36.0,1.0,0.5688833,1.0,37.0
0.55,37.0,1.0,0.5695759,1.0,35.0
0.55,38.0,1.0,0.5704765,1.0,37.0
0.55,39.0,1.0,0.5686639,1.0,38.0
0.55,40.0,1.0,0.56864357,1.0,39.0
0.55,41.0,1.0,0.56845176,1.0,38.0
0.55,42.0,1.0,0.5693126,1.0,42.0
0.55,43.0,1.0,0.56893647,1.0,36.0
0.55,44.0,1.0,0.5686326,1.0,30.0
0.55,45.0,1.0,0.56840765,1.0,38.0
0.55,46.0,1.0,0.56917375,1.0,38.0
0.55,47.0,1.0,0.57014805,1.0,37.0
0.55,48.0,1.0,0.56853366,1.0,37.0
0.55,49.0,1.0,0.5693568,1.0,46.0
0.55,50.0,1.0,0.5685743,1.0,34.0
0.55,51.0,1.0,0.56945926,1.0,40.0
0.55,52.0,1.0,0.56869376,1.0,34.0
0.55,53.0,1.0,0.56872517,1.0,39.0
0.55,54.0,1.0,0.56800264,1.0,35.0
0.55,55.0,1.0,0.56991696,1.0,51.0
0.55,56.0,1.0,0.5698072,1.0,36.0
0.55,57.0,1.0,0.56840163,1.0,36.0
0.55,58.0,1.0,0.5686209,1.0,35.0
0.55,59.0,1.0,0.56914604,1.0,37.0
0.55,60.0,1.0,0.5682899,1.0,37.0
0.55,61.0,1.0,0.56900585,1.0,38.0
0.55,62.0,1.0,0.56885237,1.0,38.0
0.55,63.0,1.0,0.56897694,1.0,37.0
0.55,64.0,1.0,0.56866103,1.0,35.0
0.55,65.0,1.0,0.5693152,1.0,51.0
0.55,66.0,1.0,0.56844807,1.0,37.0
0.55,67.0,1.0,0.5688948,1.0,33.0
0.55,68.0,1.0,0.5687348,1.0,39.0
0.55,69.0,1.0,0.56810236,1.0,42.0
0.55,70.0,1.0,0.56879324,1.0,37.0
